Stock_ID,Branch_ID,updated_status,updated_date,arrival_date
STK000913,BRN000013,Pending,2025-06-27,2025-06-23
STK000872,BRN000004,Verified,2024-04-11,2024-04-06
STK000469,BRN000012,Updated,2025-04-04,2025-03-28
STK001329,BRN000011,Verified,2025-01-05,2024-12-20
STK000596,BRN000003,Verified,2023-08-29,2023-08-09
STK001434,BRN000004,Pending,2022-04-02,2022-03-28
STK000026,BRN000020,Updated,2025-03-28,2025-03-01
STK001365,BRN000007,Pending,2025-05-15,2025-04-15
STK000906,BRN000010,Verified,2024-11-25,2024-11-16
STK000471,BRN000004,Updated,2022-02-05,2022-01-26
STK001119,BRN000015,Pending,2024-02-24,2024-02-18
STK000229,BRN000019,Updated,2023-05-07,2023-04-18
STK000462,BRN000019,Pending,2024-09-30,2024-09-24
STK000027,BRN000011,Verified,2024-09-14,2024-08-15
STK001472,BRN000013,Pending,2025-06-29,2025-06-18
STK000412,BRN000004,Updated,2022-12-29,2022-12-22
STK001119,BRN000019,Verified,2025-01-08,2024-12-21
STK000901,BRN000003,Updated,2022-04-01,2022-03-13
STK000466,BRN000009,Pending,2022-01-17,2021-12-27
STK000305,BRN000017,Updated,2023-07-27,2023-07-17
STK000750,BRN000002,Updated,2022-10-06,2022-09-19
STK000541,BRN000003,Verified,2022-09-14,2022-09-01
STK000084,BRN000017,Verified,2025-12-21,2025-11-24
STK000500,BRN000015,Pending,2022-05-26,2022-05-15
STK001418,BRN000017,Updated,2024-08-20,2024-08-10
STK001386,BRN000007,Updated,2025-12-09,2025-12-08
STK001063,BRN000015,Updated,2024-09-08,2024-08-18
STK001259,BRN000019,Pending,2022-12-11,2022-11-25
STK001259,BRN000009,Verified,2023-11-28,2023-11-22
STK001168,BRN000008,Updated,2025-09-04,2025-08-05
STK000702,BRN000004,Pending,2023-01-12,2022-12-21
STK000303,BRN000004,Verified,2024-09-12,2024-08-14
STK000364,BRN000001,Pending,2023-04-24,2023-04-16
STK000450,BRN000008,Updated,2025-05-03,2025-04-05
STK000774,BRN000020,Updated,2022-11-28,2022-11-12
STK001088,BRN000002,Updated,2025-02-23,2025-02-10
STK000941,BRN000009,Pending,2024-02-07,2024-01-16
STK001113,BRN000016,Verified,2022-02-22,2022-02-01
STK001310,BRN000014,Pending,2025-08-04,2025-07-23
STK000583,BRN000008,Pending,2022-05-23,2022-05-13
STK001052,BRN000012,Pending,2024-02-23,2024-02-03
STK000318,BRN000006,Updated,2022-12-22,2022-12-14
STK000499,BRN000020,Verified,2024-01-17,2024-01-09
STK000372,BRN000003,Verified,2022-07-15,2022-07-04
STK000920,BRN000018,Updated,2024-08-09,2024-08-07
STK000654,BRN000003,Pending,2024-09-13,2024-09-01
STK001500,BRN000016,Updated,2022-05-18,2022-04-21
STK001037,BRN000005,Updated,2022-09-24,2022-09-09
STK000500,BRN000010,Verified,2025-10-30,2025-10-16
STK001224,BRN000018,Updated,2022-12-25,2022-12-04
STK000602,BRN000004,Verified,2023-05-31,2023-05-03
STK001331,BRN000009,Pending,2022-10-30,2022-10-28
STK001475,BRN000014,Pending,2025-05-10,2025-04-20
STK001283,BRN000018,Updated,2023-03-17,2023-02-28
STK000201,BRN000014,Pending,2024-04-12,2024-03-25
STK000581,BRN000001,Updated,2024-07-23,2024-07-17
STK001330,BRN000003,Updated,2023-07-20,2023-06-29
STK000071,BRN000008,Verified,2024-12-11,2024-11-22
STK000867,BRN000005,Updated,2025-12-03,2025-11-25
STK000356,BRN000014,Updated,2024-01-24,2024-01-20
STK001375,BRN000008,Pending,2023-11-11,2023-10-18
STK000423,BRN000005,Updated,2025-07-20,2025-07-05
STK001121,BRN000003,Pending,2024-04-21,2024-04-16
STK001320,BRN000015,Pending,2024-12-26,2024-11-29
STK000995,BRN000020,Verified,2025-08-15,2025-07-26
STK000340,BRN000002,Verified,2023-09-27,2023-08-30
STK000656,BRN000004,Verified,2022-03-19,2022-02-20
STK000375,BRN000014,Verified,2022-03-07,2022-03-04
STK000082,BRN000006,Pending,2024-09-28,2024-09-23
STK001486,BRN000008,Pending,2023-04-14,2023-03-30
STK000010,BRN000014,Verified,2023-08-04,2023-07-09
STK001202,BRN000017,Updated,2024-08-10,2024-07-11
STK001424,BRN000002,Pending,2024-10-09,2024-09-17
STK000008,BRN000009,Updated,2022-11-28,2022-11-25
STK000028,BRN000013,Updated,2022-05-22,2022-04-25
STK000885,BRN000018,Updated,2025-12-17,2025-12-07
STK000878,BRN000006,Verified,2024-09-24,2024-09-02
STK000446,BRN000004,Verified,2023-08-09,2023-07-24
STK000346,BRN000012,Updated,2024-03-26,2024-03-24
STK001351,BRN000006,Updated,2022-12-30,2022-12-24
STK001470,BRN000015,Updated,2024-04-04,2024-03-24
STK000251,BRN000007,Updated,2024-12-17,2024-12-02
STK000749,BRN000012,Verified,2022-02-09,2022-01-14
STK000953,BRN000017,Pending,2023-06-12,2023-05-14
STK000572,BRN000005,Pending,2022-07-28,2022-07-25
STK001272,BRN000007,Verified,2024-03-16,2024-03-14
STK000736,BRN000013,Updated,2024-10-30,2024-10-07
STK000245,BRN000002,Pending,2024-12-09,2024-11-28
STK000917,BRN000018,Verified,2024-07-12,2024-06-15
STK001354,BRN000004,Updated,2024-03-22,2024-02-21
STK000428,BRN000010,Pending,2022-02-16,2022-01-20
STK001428,BRN000019,Verified,2024-02-23,2024-01-31
STK000259,BRN000020,Verified,2024-09-06,2024-08-28
STK001350,BRN000010,Pending,2024-12-15,2024-12-06
STK001411,BRN000012,Updated,2024-01-06,2023-12-11
STK000689,BRN000003,Pending,2023-04-14,2023-04-04
STK001195,BRN000018,Updated,2025-06-02,2025-05-30
STK000511,BRN000017,Pending,2024-03-13,2024-02-26
STK000664,BRN000015,Updated,2023-09-02,2023-08-11
STK000144,BRN000014,Pending,2024-03-28,2024-03-18
STK000831,BRN000003,Pending,2023-09-03,2023-08-26
STK001084,BRN000012,Verified,2022-07-17,2022-07-11
STK000757,BRN000018,Verified,2023-05-28,2023-04-28
STK001286,BRN000019,Pending,2024-04-18,2024-03-31
STK000958,BRN000017,Verified,2024-11-16,2024-10-30
STK001122,BRN000002,Verified,2025-08-17,2025-07-20
STK001337,BRN000009,Pending,2023-11-05,2023-10-09
STK000708,BRN000005,Pending,2023-09-21,2023-08-27
STK000205,BRN000003,Updated,2024-09-15,2024-08-26
STK001015,BRN000008,Updated,2022-11-11,2022-10-28
STK000785,BRN000012,Pending,2023-01-22,2022-12-29
STK000805,BRN000004,Verified,2025-08-12,2025-07-19
STK001144,BRN000011,Verified,2023-12-13,2023-11-17
STK000322,BRN000015,Pending,2025-04-28,2025-03-31
STK000710,BRN000005,Pending,2022-08-18,2022-07-24
STK001356,BRN000003,Verified,2024-04-29,2024-04-26
STK001318,BRN000010,Verified,2024-02-05,2024-01-13
STK001206,BRN000008,Verified,2025-12-03,2025-11-05
STK000518,BRN000003,Verified,2022-09-14,2022-09-09
STK000593,BRN000007,Verified,2024-11-18,2024-11-11
STK000796,BRN000013,Verified,2022-04-06,2022-03-15
STK000625,BRN000017,Pending,2024-08-12,2024-07-13
STK000400,BRN000018,Pending,2024-05-25,2024-05-18
STK000441,BRN000005,Verified,2022-09-12,2022-09-08
STK000108,BRN000018,Verified,2022-10-14,2022-10-10
STK000710,BRN000011,Pending,2023-01-18,2023-01-15
STK000039,BRN000020,Verified,2025-08-22,2025-07-29
STK001210,BRN000009,Verified,2022-04-16,2022-04-02
STK000013,BRN000008,Pending,2024-10-26,2024-09-27
STK000602,BRN000010,Verified,2023-05-29,2023-05-17
STK001286,BRN000003,Pending,2022-01-30,2022-01-02
STK001314,BRN000016,Pending,2022-05-21,2022-04-30
STK000710,BRN000010,Verified,2023-12-13,2023-11-23
STK000223,BRN000003,Updated,2025-12-14,2025-12-11
STK000516,BRN000005,Updated,2023-05-28,2023-05-23
STK000478,BRN000015,Pending,2022-01-30,2022-01-22
STK000415,BRN000008,Verified,2025-05-05,2025-04-14
STK001460,BRN000012,Pending,2022-12-26,2022-11-27
STK000461,BRN000008,Updated,2025-05-11,2025-04-17
STK000368,BRN000002,Updated,2025-09-08,2025-08-16
STK001153,BRN000006,Updated,2024-09-29,2024-09-02
STK000486,BRN000004,Pending,2022-07-28,2022-07-07
STK001334,BRN000006,Pending,2024-05-29,2024-05-04
STK000636,BRN000020,Updated,2025-10-07,2025-09-12
STK001400,BRN000012,Updated,2022-04-02,2022-04-01
STK000702,BRN000002,Pending,2022-06-30,2022-06-08
STK001007,BRN000001,Updated,2022-08-27,2022-07-28
STK000997,BRN000009,Pending,2022-03-31,2022-03-12
STK000368,BRN000004,Pending,2023-10-29,2023-10-28
STK000689,BRN000008,Updated,2025-08-27,2025-08-25
STK000709,BRN000017,Pending,2022-04-11,2022-03-24
STK000073,BRN000008,Pending,2022-08-25,2022-08-14
STK000162,BRN000003,Updated,2022-11-02,2022-10-04
STK000325,BRN000010,Updated,2025-07-18,2025-07-11
STK000460,BRN000014,Pending,2025-06-04,2025-05-21
STK000024,BRN000010,Pending,2024-12-22,2024-12-12
STK000763,BRN000016,Updated,2023-07-13,2023-07-06
STK001030,BRN000019,Updated,2024-04-24,2024-04-08
STK000132,BRN000008,Verified,2023-01-15,2023-01-10
STK000813,BRN000009,Pending,2023-01-17,2022-12-27
STK000425,BRN000015,Verified,2024-12-17,2024-12-05
STK000731,BRN000007,Pending,2023-04-25,2023-03-31
STK000938,BRN000008,Pending,2023-08-21,2023-08-14
STK000155,BRN000003,Updated,2024-11-19,2024-11-18
STK000257,BRN000005,Pending,2023-06-14,2023-06-10
STK000497,BRN000008,Updated,2024-05-01,2024-04-30
STK001046,BRN000012,Verified,2022-05-12,2022-04-25
STK000890,BRN000015,Verified,2024-02-01,2024-01-24
STK000100,BRN000007,Verified,2023-05-23,2023-05-18
STK001261,BRN000013,Verified,2024-05-07,2024-04-25
STK000228,BRN000011,Pending,2023-06-14,2023-06-01
STK001302,BRN000018,Pending,2023-04-02,2023-03-22
STK000618,BRN000002,Pending,2022-07-17,2022-07-08
STK000496,BRN000020,Pending,2023-07-13,2023-06-15
STK000879,BRN000007,Updated,2024-07-20,2024-07-18
STK000820,BRN000013,Pending,2022-02-10,2022-02-04
STK000746,BRN000003,Pending,2024-03-23,2024-02-29
STK000469,BRN000019,Updated,2023-08-19,2023-08-16
STK000600,BRN000018,Updated,2024-04-28,2024-04-21
STK000959,BRN000003,Pending,2024-05-15,2024-04-29
STK000113,BRN000008,Updated,2022-04-18,2022-03-25
STK001307,BRN000008,Pending,2024-02-03,2024-01-23
STK001161,BRN000008,Verified,2022-02-01,2022-01-03
STK000586,BRN000004,Updated,2024-03-26,2024-03-23
STK000143,BRN000004,Pending,2023-07-31,2023-07-05
STK000708,BRN000007,Pending,2024-12-06,2024-11-25
STK000939,BRN000017,Updated,2023-07-17,2023-06-25
STK000162,BRN000004,Verified,2024-12-10,2024-11-21
STK000831,BRN000006,Verified,2025-07-17,2025-07-06
STK001357,BRN000002,Updated,2023-10-30,2023-09-30
STK001290,BRN000012,Verified,2025-01-31,2025-01-06
STK000760,BRN000009,Updated,2022-02-18,2022-02-12
STK001475,BRN000016,Pending,2025-09-13,2025-09-11
STK000669,BRN000008,Pending,2023-06-09,2023-06-01
STK001334,BRN000018,Updated,2022-04-19,2022-03-20
STK001107,BRN000018,Verified,2022-01-15,2022-01-13
STK000237,BRN000007,Pending,2024-10-08,2024-09-10
STK000904,BRN000003,Pending,2023-04-21,2023-04-04
STK001233,BRN000002,Pending,2025-05-24,2025-05-14
STK001405,BRN000002,Updated,2022-10-13,2022-09-13
STK001377,BRN000013,Updated,2022-02-06,2022-01-15
STK000400,BRN000015,Pending,2025-09-27,2025-09-17
STK000066,BRN000019,Verified,2023-10-07,2023-09-30
STK001047,BRN000003,Updated,2025-03-15,2025-02-19
STK001202,BRN000001,Pending,2023-04-22,2023-04-13
STK000819,BRN000008,Pending,2022-04-23,2022-04-21
STK000729,BRN000008,Pending,2025-08-04,2025-08-01
STK000403,BRN000019,Pending,2025-10-08,2025-09-18
STK001362,BRN000018,Verified,2023-06-23,2023-06-14
STK001230,BRN000013,Verified,2022-07-09,2022-06-23
STK000358,BRN000019,Updated,2023-05-31,2023-05-12
STK000513,BRN000013,Verified,2022-12-05,2022-11-22
STK000782,BRN000010,Updated,2023-05-29,2023-05-28
STK001415,BRN000018,Verified,2022-11-26,2022-10-30
STK000577,BRN000013,Verified,2023-05-27,2023-05-17
STK000602,BRN000019,Verified,2022-02-26,2022-02-10
STK000909,BRN000012,Pending,2022-05-13,2022-04-25
STK000092,BRN000011,Updated,2025-08-17,2025-07-18
STK000652,BRN000008,Updated,2025-10-21,2025-09-29
STK000409,BRN000006,Updated,2025-05-01,2025-04-26
STK000268,BRN000015,Pending,2024-02-23,2024-02-05
STK000845,BRN000013,Updated,2023-11-11,2023-10-15
STK000549,BRN000017,Pending,2023-03-24,2023-03-17
STK000123,BRN000003,Pending,2024-06-17,2024-06-04
STK000278,BRN000019,Verified,2024-05-16,2024-05-08
STK001455,BRN000017,Updated,2024-08-27,2024-08-15
STK001244,BRN000011,Verified,2022-07-06,2022-06-20
STK000923,BRN000019,Pending,2022-03-07,2022-03-06
STK000419,BRN000010,Verified,2022-05-05,2022-04-23
STK000122,BRN000013,Verified,2024-03-20,2024-03-13
STK000268,BRN000012,Verified,2022-01-26,2022-01-21
STK000443,BRN000010,Updated,2022-02-01,2022-01-13
STK000087,BRN000020,Updated,2022-12-19,2022-12-06
STK000194,BRN000009,Updated,2024-01-26,2023-12-27
STK000042,BRN000010,Verified,2022-01-07,2021-12-30
STK001235,BRN000009,Pending,2023-06-06,2023-06-04
STK000380,BRN000010,Verified,2022-08-21,2022-08-06
STK000392,BRN000019,Verified,2022-09-15,2022-08-24
STK000993,BRN000009,Verified,2024-08-05,2024-07-07
STK000911,BRN000010,Pending,2022-04-20,2022-04-07
STK001251,BRN000016,Verified,2023-09-02,2023-08-14
STK001115,BRN000007,Pending,2023-05-13,2023-05-02
STK001415,BRN000002,Pending,2024-12-02,2024-11-19
STK000229,BRN000010,Pending,2022-06-21,2022-05-26
STK000255,BRN000009,Pending,2022-02-15,2022-01-28
STK000857,BRN000002,Updated,2024-07-10,2024-06-13
STK000953,BRN000014,Verified,2022-03-27,2022-03-15
STK001361,BRN000008,Pending,2025-09-21,2025-08-27
STK000492,BRN000017,Updated,2023-12-07,2023-12-01
STK000721,BRN000013,Updated,2022-03-31,2022-03-30
STK001473,BRN000013,Pending,2023-02-20,2023-01-21
STK001474,BRN000017,Pending,2022-08-09,2022-07-20
STK000889,BRN000012,Updated,2023-10-30,2023-10-21
STK000559,BRN000001,Pending,2025-09-25,2025-08-31
STK000514,BRN000004,Pending,2025-03-02,2025-02-09
STK000950,BRN000009,Pending,2022-05-23,2022-04-30
STK000289,BRN000011,Pending,2022-02-11,2022-01-27
STK001292,BRN000013,Updated,2025-04-15,2025-03-31
STK000119,BRN000007,Pending,2022-02-17,2022-01-24
STK000148,BRN000006,Pending,2025-02-21,2025-02-17
STK000162,BRN000007,Pending,2025-02-03,2025-01-17
STK001361,BRN000009,Pending,2022-11-28,2022-10-31
STK000623,BRN000015,Updated,2025-03-12,2025-03-07
STK001209,BRN000019,Pending,2025-10-22,2025-09-26
STK000315,BRN000016,Updated,2023-08-13,2023-07-23
STK000045,BRN000020,Verified,2023-07-01,2023-06-10
STK000921,BRN000005,Verified,2025-12-02,2025-11-07
STK000402,BRN000003,Pending,2023-01-12,2022-12-23
STK000038,BRN000012,Verified,2025-08-03,2025-07-28
STK000777,BRN000012,Verified,2024-10-10,2024-09-24
STK001371,BRN000020,Updated,2024-04-13,2024-03-17
STK000560,BRN000011,Verified,2023-08-03,2023-07-18
STK001115,BRN000008,Verified,2023-01-30,2023-01-28
STK000562,BRN000011,Verified,2025-03-21,2025-02-19
STK000140,BRN000004,Verified,2025-05-16,2025-04-20
STK000522,BRN000013,Updated,2025-08-26,2025-07-29
STK001320,BRN000018,Pending,2022-05-06,2022-04-11
STK001102,BRN000010,Updated,2025-02-28,2025-02-11
STK000362,BRN000014,Pending,2023-01-06,2022-12-16
STK001249,BRN000006,Pending,2025-11-18,2025-11-17
STK000746,BRN000015,Verified,2024-02-04,2024-01-23
STK000853,BRN000013,Updated,2023-10-01,2023-09-20
STK000754,BRN000004,Verified,2024-10-31,2024-10-07
STK000752,BRN000012,Updated,2023-03-28,2023-03-04
STK000468,BRN000018,Updated,2025-12-04,2025-11-13
STK001040,BRN000003,Pending,2024-08-09,2024-08-01
STK000475,BRN000010,Updated,2023-03-06,2023-03-03
STK001023,BRN000003,Pending,2025-02-04,2025-01-06
STK001462,BRN000012,Verified,2023-03-07,2023-02-16
STK000523,BRN000006,Updated,2023-11-20,2023-11-09
STK000902,BRN000015,Updated,2023-11-17,2023-11-12
STK001078,BRN000012,Verified,2022-04-07,2022-03-11
STK000305,BRN000004,Updated,2024-08-19,2024-08-12
STK000611,BRN000019,Pending,2023-11-26,2023-11-15
STK001500,BRN000020,Verified,2022-04-11,2022-03-30
STK001263,BRN000014,Pending,2022-01-21,2022-01-20
STK001095,BRN000012,Updated,2025-08-06,2025-07-21
STK000976,BRN000006,Verified,2022-05-26,2022-05-08
STK000419,BRN000017,Verified,2024-03-23,2024-03-06
STK000380,BRN000007,Pending,2024-02-14,2024-01-24
STK000502,BRN000006,Pending,2023-05-26,2023-05-06
STK000475,BRN000011,Updated,2023-08-14,2023-07-17
STK000758,BRN000016,Pending,2025-08-02,2025-07-07
STK000717,BRN000006,Verified,2025-08-12,2025-07-30
STK001259,BRN000014,Updated,2025-08-05,2025-07-06
STK000215,BRN000002,Updated,2023-09-06,2023-08-29
STK001149,BRN000006,Pending,2025-05-24,2025-05-14
STK001008,BRN000010,Pending,2023-10-03,2023-09-16
STK001282,BRN000020,Updated,2023-05-14,2023-04-18
STK000758,BRN000015,Updated,2022-11-27,2022-11-03
STK000661,BRN000011,Verified,2022-09-09,2022-08-21
STK000967,BRN000001,Updated,2022-08-18,2022-08-11
STK001392,BRN000015,Verified,2025-11-09,2025-11-01
STK000301,BRN000018,Pending,2023-09-20,2023-09-11
STK001376,BRN000007,Verified,2024-01-23,2024-01-14
STK000298,BRN000004,Updated,2023-09-01,2023-08-14
STK000004,BRN000007,Pending,2025-03-12,2025-03-06
STK001483,BRN000020,Verified,2022-03-05,2022-02-19
STK001487,BRN000020,Updated,2023-04-10,2023-03-21
STK001387,BRN000008,Updated,2024-07-25,2024-07-15
STK000240,BRN000015,Pending,2023-04-09,2023-03-18
STK000211,BRN000013,Updated,2022-07-23,2022-07-10
STK000936,BRN000020,Pending,2024-10-31,2024-10-27
STK000012,BRN000019,Verified,2024-06-28,2024-06-09
STK000872,BRN000013,Pending,2024-02-06,2024-01-08
STK000620,BRN000016,Updated,2025-06-12,2025-05-20
STK001460,BRN000009,Verified,2023-08-28,2023-08-13
STK000099,BRN000012,Updated,2025-03-08,2025-02-19
STK000906,BRN000017,Verified,2022-05-24,2022-04-26
STK000469,BRN000008,Pending,2023-09-05,2023-08-31
STK001233,BRN000019,Updated,2024-01-01,2023-12-19
STK001049,BRN000008,Updated,2022-09-07,2022-08-31
STK001268,BRN000009,Pending,2025-02-23,2025-01-30
STK001143,BRN000006,Verified,2025-08-03,2025-07-14
STK001410,BRN000014,Updated,2024-04-29,2024-04-25
STK000664,BRN000007,Updated,2022-04-23,2022-04-22
STK000595,BRN000011,Verified,2024-06-04,2024-06-02
STK000478,BRN000017,Verified,2023-03-14,2023-03-02
STK001048,BRN000011,Pending,2025-07-29,2025-07-13
STK001355,BRN000003,Verified,2024-11-15,2024-10-30
STK000463,BRN000010,Updated,2025-03-19,2025-02-23
STK000573,BRN000009,Updated,2023-10-17,2023-09-18
STK001103,BRN000006,Updated,2024-12-14,2024-11-17
STK000465,BRN000016,Updated,2023-10-09,2023-09-13
STK000785,BRN000017,Pending,2022-10-01,2022-09-20
STK000637,BRN000006,Verified,2022-10-02,2022-09-04
STK000461,BRN000005,Pending,2024-05-10,2024-04-21
STK000046,BRN000005,Updated,2025-01-13,2024-12-27
STK001211,BRN000009,Verified,2023-01-05,2023-01-03
STK001085,BRN000010,Verified,2025-12-22,2025-12-14
STK000791,BRN000017,Updated,2022-10-26,2022-09-26
STK001324,BRN000017,Pending,2025-05-02,2025-04-27
STK000808,BRN000008,Updated,2022-01-30,2022-01-17
STK000249,BRN000019,Updated,2025-05-01,2025-04-23
STK000530,BRN000002,Updated,2022-02-03,2022-01-13
STK000396,BRN000002,Updated,2025-10-09,2025-10-05
STK000985,BRN000016,Pending,2023-11-18,2023-11-10
STK000361,BRN000003,Verified,2022-11-11,2022-11-05
STK001402,BRN000020,Updated,2022-11-16,2022-10-26
STK001101,BRN000007,Verified,2024-04-08,2024-03-24
STK001208,BRN000013,Verified,2024-04-26,2024-04-23
STK000477,BRN000014,Updated,2023-02-05,2023-02-03
STK000601,BRN000015,Updated,2025-12-11,2025-12-05
STK001449,BRN000011,Pending,2023-10-01,2023-09-20
STK000906,BRN000018,Pending,2025-09-22,2025-09-11
STK001126,BRN000013,Pending,2025-11-25,2025-11-23
STK001052,BRN000010,Pending,2024-08-19,2024-07-23
STK001394,BRN000006,Pending,2025-03-04,2025-02-15
STK001083,BRN000001,Updated,2024-03-06,2024-02-08
STK001187,BRN000018,Pending,2024-12-27,2024-12-04
STK000339,BRN000018,Updated,2023-10-14,2023-10-13
STK000709,BRN000016,Pending,2022-01-26,2022-01-01
STK001133,BRN000018,Verified,2024-10-13,2024-09-15
STK000312,BRN000020,Verified,2022-10-27,2022-09-29
STK000995,BRN000018,Pending,2022-06-15,2022-06-03
STK000537,BRN000011,Updated,2025-11-02,2025-10-28
STK000073,BRN000003,Verified,2022-02-06,2022-01-29
STK001362,BRN000017,Verified,2024-08-09,2024-07-10
STK000237,BRN000018,Updated,2025-06-06,2025-05-31
STK000056,BRN000019,Verified,2024-02-16,2024-01-20
STK000790,BRN000009,Verified,2024-03-14,2024-02-20
STK001486,BRN000003,Updated,2025-10-05,2025-09-13
STK001237,BRN000006,Pending,2024-08-18,2024-07-23
STK001022,BRN000020,Verified,2022-06-17,2022-06-07
STK000801,BRN000007,Updated,2024-05-04,2024-04-17
STK001253,BRN000016,Updated,2024-04-20,2024-03-29
STK001035,BRN000002,Updated,2023-08-24,2023-08-22
STK000647,BRN000003,Updated,2022-08-10,2022-07-13
STK001018,BRN000007,Pending,2023-01-29,2023-01-13
STK001334,BRN000017,Pending,2025-06-07,2025-05-28
STK000862,BRN000020,Pending,2023-09-13,2023-08-19
STK001065,BRN000012,Updated,2023-12-27,2023-12-13
STK000816,BRN000016,Updated,2025-04-18,2025-03-20
STK001020,BRN000010,Verified,2024-03-17,2024-02-17
STK001239,BRN000007,Verified,2023-08-16,2023-07-20
STK000109,BRN000004,Verified,2024-09-25,2024-09-18
STK000566,BRN000015,Updated,2024-04-09,2024-03-10
STK000030,BRN000012,Pending,2022-12-27,2022-12-18
STK001365,BRN000020,Pending,2023-10-07,2023-09-29
STK000814,BRN000018,Pending,2024-04-17,2024-04-08
STK001324,BRN000010,Verified,2023-07-19,2023-07-16
STK000204,BRN000005,Updated,2024-10-20,2024-09-22
STK000161,BRN000012,Verified,2023-04-26,2023-04-05
STK000331,BRN000001,Pending,2023-06-17,2023-06-08
STK000672,BRN000005,Verified,2023-08-01,2023-07-22
STK000405,BRN000014,Pending,2023-11-10,2023-10-27
STK000009,BRN000019,Pending,2023-07-07,2023-06-21
STK001226,BRN000014,Pending,2024-05-19,2024-05-07
STK000604,BRN000014,Pending,2023-10-19,2023-10-16
STK000708,BRN000012,Pending,2025-07-11,2025-06-17
STK000773,BRN000009,Updated,2023-04-27,2023-04-17
STK000913,BRN000001,Verified,2023-02-03,2023-01-24
STK000956,BRN000007,Verified,2023-05-29,2023-05-10
STK001137,BRN000001,Updated,2025-03-09,2025-02-23
STK001315,BRN000016,Updated,2024-07-12,2024-06-20
STK000035,BRN000010,Updated,2022-07-09,2022-06-29
STK001465,BRN000003,Verified,2022-01-17,2022-01-05
STK001440,BRN000017,Verified,2023-11-01,2023-10-30
STK000618,BRN000004,Updated,2023-03-07,2023-03-04
STK000533,BRN000001,Verified,2022-04-22,2022-04-07
STK001288,BRN000006,Pending,2025-02-12,2025-01-23
STK001033,BRN000019,Pending,2023-11-11,2023-10-13
STK000455,BRN000006,Pending,2023-03-13,2023-02-16
STK000891,BRN000012,Verified,2023-01-25,2023-01-04
STK000465,BRN000004,Pending,2025-09-14,2025-08-22
STK001405,BRN000017,Verified,2023-09-19,2023-09-05
STK001322,BRN000011,Updated,2023-01-06,2022-12-14
STK000813,BRN000020,Verified,2025-02-20,2025-02-02
STK000173,BRN000013,Updated,2024-10-20,2024-10-08
STK000095,BRN000012,Verified,2025-04-15,2025-04-14
STK001272,BRN000013,Updated,2023-04-10,2023-04-03
STK000053,BRN000011,Verified,2025-12-16,2025-12-15
STK000517,BRN000002,Verified,2025-12-24,2025-12-20
STK000766,BRN000001,Updated,2025-04-16,2025-03-30
STK000556,BRN000016,Verified,2025-05-09,2025-05-03
STK000871,BRN000003,Updated,2024-12-27,2024-12-01
STK000079,BRN000017,Verified,2025-05-08,2025-04-10
STK000488,BRN000018,Verified,2024-09-16,2024-08-20
STK000807,BRN000018,Verified,2024-09-16,2024-09-14
STK000687,BRN000009,Pending,2022-06-22,2022-06-07
STK001311,BRN000001,Updated,2025-11-17,2025-11-08
STK000581,BRN000002,Verified,2022-11-20,2022-11-14
STK001129,BRN000002,Updated,2023-12-30,2023-12-10
STK000314,BRN000014,Updated,2022-11-12,2022-10-20
STK001166,BRN000003,Pending,2025-08-05,2025-08-04
STK000140,BRN000018,Pending,2023-03-02,2023-02-04
STK000717,BRN000002,Updated,2024-12-29,2024-12-24
STK001347,BRN000016,Updated,2024-09-14,2024-08-23
STK001428,BRN000005,Pending,2022-05-14,2022-04-16
STK001356,BRN000008,Updated,2024-11-08,2024-10-22
STK000316,BRN000003,Verified,2025-12-12,2025-11-14
STK001264,BRN000016,Updated,2022-09-27,2022-09-08
STK000284,BRN000020,Updated,2024-06-08,2024-05-12
STK000995,BRN000017,Pending,2024-01-26,2024-01-22
STK000116,BRN000014,Pending,2024-01-03,2023-12-29
STK001162,BRN000012,Updated,2025-04-12,2025-04-03
STK001450,BRN000007,Verified,2023-11-11,2023-11-06
STK000134,BRN000003,Updated,2022-11-15,2022-10-31
STK000686,BRN000003,Pending,2024-10-06,2024-09-20
STK001344,BRN000017,Verified,2023-07-22,2023-06-24
STK000241,BRN000019,Updated,2022-06-14,2022-06-12
STK000832,BRN000018,Verified,2023-02-17,2023-02-05
STK000576,BRN000008,Updated,2022-06-07,2022-05-29
STK001052,BRN000016,Verified,2024-06-12,2024-05-26
STK000505,BRN000006,Updated,2023-05-01,2023-04-02
STK000108,BRN000004,Updated,2024-02-17,2024-01-30
STK000079,BRN000011,Updated,2025-02-28,2025-02-18
STK000886,BRN000003,Pending,2025-03-03,2025-02-25
STK000232,BRN000012,Verified,2022-07-11,2022-06-23
STK000974,BRN000017,Updated,2024-05-04,2024-04-14
STK001133,BRN000015,Verified,2023-03-04,2023-02-22
STK000876,BRN000002,Pending,2023-05-07,2023-05-03
STK000752,BRN000011,Updated,2022-08-16,2022-07-19
STK001438,BRN000008,Verified,2022-08-07,2022-07-18
STK000606,BRN000007,Pending,2025-04-04,2025-03-13
STK000367,BRN000011,Verified,2023-01-07,2022-12-17
STK001059,BRN000006,Verified,2022-01-25,2021-12-30
STK001087,BRN000016,Updated,2023-07-17,2023-06-22
STK000963,BRN000015,Verified,2022-07-24,2022-07-04
STK000578,BRN000008,Pending,2022-08-09,2022-07-21
STK001185,BRN000020,Verified,2025-07-04,2025-07-02
