Customer_account_ID,Order_ID,Place_Date,Place_Status
CST002971,ORD012567,2025-12-07,Delivered
CST001872,ORD012568,2024-10-31,Shipped
CST000805,ORD012569,2023-10-10,Confirmed
CST002294,ORD012570,2023-03-03,Processing
CST002724,ORD012571,2025-06-15,Confirmed
CST001964,ORD012572,2025-08-16,Processing
CST000378,ORD012573,2024-03-12,Delivered
CST000368,ORD012574,2023-11-30,Delivered
CST000230,ORD012575,2024-12-02,Processing
CST001361,ORD012576,2024-05-26,Shipped
CST001266,ORD012577,2025-03-14,Processing
CST000425,ORD012578,2022-04-29,Processing
CST002139,ORD012579,2025-11-09,Confirmed
CST002517,ORD012580,2022-10-28,Shipped
CST001537,ORD012581,2024-05-10,Cancelled
CST000104,ORD012582,2023-02-21,Delivered
CST002111,ORD012583,2024-08-13,Pending
CST000280,ORD012584,2024-11-16,Confirmed
CST000032,ORD012585,2022-07-21,Shipped
CST000888,ORD012586,2025-04-23,Pending
CST000629,ORD012587,2025-07-25,Processing
CST002507,ORD012588,2022-06-12,Pending
CST001547,ORD012589,2025-09-14,Confirmed
CST001187,ORD012590,2022-08-02,Confirmed
CST001565,ORD012591,2025-10-11,Pending
CST002233,ORD012592,2022-03-26,Processing
CST002897,ORD012593,2022-01-11,Confirmed
CST002227,ORD012594,2025-06-12,Processing
CST000246,ORD012595,2024-08-06,Shipped
CST000338,ORD012596,2024-09-21,Confirmed
CST002034,ORD012597,2023-08-19,Shipped
CST001401,ORD012598,2022-09-14,Delivered
CST000304,ORD012599,2025-01-22,Pending
CST001158,ORD012600,2024-10-06,Shipped
CST000516,ORD012601,2022-01-24,Processing
CST000125,ORD012602,2022-01-31,Pending
CST000034,ORD012603,2025-12-06,Delivered
CST000608,ORD012604,2025-08-13,Processing
CST000764,ORD012605,2022-02-19,Confirmed
CST000026,ORD012606,2024-10-12,Shipped
CST000427,ORD012607,2023-11-19,Cancelled
CST000701,ORD012608,2025-07-09,Processing
CST002710,ORD012609,2024-05-03,Confirmed
CST000345,ORD012610,2025-03-10,Confirmed
CST000908,ORD012611,2022-05-31,Delivered
CST000847,ORD012612,2023-12-08,Cancelled
CST002100,ORD012613,2025-10-24,Confirmed
CST002282,ORD012614,2024-10-22,Confirmed
CST000393,ORD012615,2024-06-07,Processing
CST002926,ORD012616,2024-11-07,Delivered
CST002041,ORD012617,2025-06-18,Shipped
CST000205,ORD012618,2022-02-06,Delivered
CST000414,ORD012619,2022-07-10,Processing
CST002609,ORD012620,2023-05-09,Confirmed
CST002873,ORD012621,2025-09-04,Confirmed
CST000945,ORD012622,2024-03-04,Delivered
CST002126,ORD012623,2025-11-15,Processing
CST001965,ORD012624,2025-10-01,Cancelled
CST000733,ORD012625,2025-05-22,Confirmed
CST000849,ORD012626,2024-12-25,Pending
CST002253,ORD012627,2025-01-16,Pending
CST001161,ORD012628,2022-02-18,Delivered
CST000146,ORD012629,2025-06-09,Confirmed
CST001379,ORD012630,2024-06-17,Delivered
CST000166,ORD012631,2022-06-03,Processing
CST000707,ORD012632,2025-11-12,Processing
CST000399,ORD012633,2023-06-01,Shipped
CST002284,ORD012634,2024-02-21,Confirmed
CST002295,ORD012635,2023-03-04,Processing
CST002241,ORD012636,2025-04-25,Confirmed
CST000359,ORD012637,2024-08-27,Cancelled
CST000884,ORD012638,2024-01-12,Pending
CST002240,ORD012639,2025-03-02,Delivered
CST002412,ORD012640,2022-08-13,Cancelled
CST000058,ORD012641,2023-01-28,Delivered
CST000699,ORD012642,2023-07-20,Processing
CST001648,ORD012643,2023-05-27,Pending
CST002456,ORD012644,2024-02-03,Delivered
CST002602,ORD012645,2024-10-14,Pending
CST001070,ORD012646,2024-07-18,Processing
CST000996,ORD012647,2023-08-19,Shipped
CST002819,ORD012648,2024-01-30,Delivered
CST002892,ORD012649,2025-05-18,Processing
CST000553,ORD012650,2025-04-01,Confirmed
CST000107,ORD012651,2022-06-29,Shipped
CST001865,ORD012652,2024-06-23,Delivered
CST001017,ORD012653,2024-05-10,Delivered
CST000750,ORD012654,2022-08-03,Confirmed
CST002308,ORD012655,2024-10-14,Cancelled
CST002696,ORD012656,2022-10-14,Cancelled
CST002023,ORD012657,2023-02-07,Delivered
CST000385,ORD012658,2024-03-23,Pending
CST001991,ORD012659,2025-10-16,Shipped
CST002189,ORD012660,2025-04-02,Confirmed
CST002023,ORD012661,2023-08-29,Cancelled
CST001801,ORD012662,2025-08-19,Confirmed
CST000720,ORD012663,2022-02-11,Shipped
CST002139,ORD012664,2025-10-08,Pending
CST002322,ORD012665,2022-05-26,Confirmed
CST001060,ORD012666,2022-06-23,Pending
CST002751,ORD012667,2023-11-14,Pending
CST000178,ORD012668,2023-10-05,Cancelled
CST001763,ORD012669,2025-08-16,Pending
CST001673,ORD012670,2023-10-05,Cancelled
CST001427,ORD012671,2025-09-01,Pending
CST001935,ORD012672,2024-01-18,Confirmed
CST002946,ORD012673,2024-08-26,Confirmed
CST000114,ORD012674,2024-08-25,Confirmed
CST001270,ORD012675,2023-12-10,Pending
CST000643,ORD012676,2025-12-13,Confirmed
CST002200,ORD012677,2024-03-25,Confirmed
CST000050,ORD012678,2025-10-26,Cancelled
CST001411,ORD012679,2024-12-15,Cancelled
CST001217,ORD012680,2023-10-08,Processing
CST001871,ORD012681,2025-01-04,Cancelled
CST000611,ORD012682,2022-06-25,Processing
CST001367,ORD012683,2025-02-19,Shipped
CST002158,ORD012684,2023-02-25,Cancelled
CST001039,ORD012685,2024-02-29,Processing
CST002489,ORD012686,2025-08-29,Delivered
CST002050,ORD012687,2022-11-26,Pending
CST001068,ORD012688,2024-08-21,Delivered
CST000293,ORD012689,2022-08-17,Processing
CST002847,ORD012690,2022-03-10,Confirmed
CST001149,ORD012691,2022-05-12,Cancelled
CST000234,ORD012692,2025-06-13,Shipped
CST001918,ORD012693,2023-05-23,Processing
CST000153,ORD012694,2024-08-18,Confirmed
CST001852,ORD012695,2023-04-30,Confirmed
CST001059,ORD012696,2023-05-18,Confirmed
CST002723,ORD012697,2024-02-29,Confirmed
CST002209,ORD012698,2022-08-06,Pending
CST002909,ORD012699,2024-04-06,Pending
CST000667,ORD012700,2022-07-22,Cancelled
CST000138,ORD012701,2022-07-05,Pending
CST001648,ORD012702,2024-08-07,Pending
CST000252,ORD012703,2022-07-14,Pending
CST002237,ORD012704,2025-04-20,Processing
CST000966,ORD012705,2023-09-08,Pending
CST002096,ORD012706,2025-02-25,Processing
CST001125,ORD012707,2022-02-20,Shipped
CST001577,ORD012708,2024-11-29,Confirmed
CST002721,ORD012709,2022-08-15,Shipped
CST000330,ORD012710,2024-12-19,Cancelled
CST000611,ORD012711,2022-12-15,Delivered
CST001197,ORD012712,2024-08-17,Pending
CST000955,ORD012713,2023-02-27,Shipped
CST002964,ORD012714,2023-06-02,Delivered
CST000750,ORD012715,2022-02-13,Processing
CST000926,ORD012716,2022-07-15,Cancelled
CST001710,ORD012717,2022-05-25,Pending
CST002221,ORD012718,2022-06-30,Processing
CST001849,ORD012719,2022-12-09,Delivered
CST000057,ORD012720,2023-09-03,Shipped
CST000988,ORD012721,2024-10-19,Confirmed
CST002250,ORD012722,2025-07-24,Shipped
CST001242,ORD012723,2024-12-18,Processing
CST001314,ORD012724,2024-03-24,Cancelled
CST002014,ORD012725,2024-06-24,Delivered
CST002162,ORD012726,2024-01-18,Cancelled
CST001634,ORD012727,2022-11-06,Shipped
CST000151,ORD012728,2025-02-08,Delivered
CST001570,ORD012729,2022-12-15,Processing
CST001503,ORD012730,2024-06-24,Confirmed
CST002337,ORD012731,2025-09-25,Confirmed
CST000792,ORD012732,2025-05-02,Processing
CST001384,ORD012733,2025-10-11,Cancelled
CST000878,ORD012734,2022-02-13,Cancelled
CST000462,ORD012735,2022-09-16,Delivered
CST001438,ORD012736,2022-08-30,Pending
CST001140,ORD012737,2022-11-24,Shipped
CST001966,ORD012738,2025-06-03,Processing
CST000758,ORD012739,2025-05-30,Shipped
CST002916,ORD012740,2025-11-14,Processing
CST002223,ORD012741,2022-12-17,Cancelled
CST002747,ORD012742,2022-12-31,Pending
CST001077,ORD012743,2022-03-23,Delivered
CST001315,ORD012744,2022-11-14,Cancelled
CST000987,ORD012745,2024-05-17,Delivered
CST001797,ORD012746,2024-05-01,Delivered
CST000840,ORD012747,2024-10-11,Pending
CST001255,ORD012748,2024-04-03,Pending
CST000946,ORD012749,2025-01-30,Delivered
CST002977,ORD012750,2023-01-06,Pending
CST001994,ORD012751,2025-10-21,Pending
CST002236,ORD012752,2025-12-08,Delivered
CST001202,ORD012753,2024-11-25,Shipped
CST002775,ORD012754,2024-05-12,Pending
CST001034,ORD012755,2024-04-27,Cancelled
CST001195,ORD012756,2023-05-08,Pending
CST001836,ORD012757,2022-08-04,Confirmed
CST002955,ORD012758,2024-07-01,Delivered
CST000733,ORD012759,2024-04-14,Delivered
CST002780,ORD012760,2022-01-14,Processing
CST002133,ORD012761,2023-02-03,Shipped
CST002526,ORD012762,2024-09-19,Confirmed
CST002205,ORD012763,2025-10-03,Cancelled
CST001772,ORD012764,2022-03-19,Cancelled
CST000390,ORD012765,2022-09-22,Processing
CST001271,ORD012766,2023-05-26,Confirmed
CST002594,ORD012767,2024-11-14,Processing
CST002263,ORD012768,2022-07-30,Delivered
CST001046,ORD012769,2022-10-27,Processing
CST001779,ORD012770,2023-05-19,Processing
CST000400,ORD012771,2023-02-06,Shipped
CST001280,ORD012772,2023-04-01,Cancelled
CST001583,ORD012773,2024-02-13,Cancelled
CST001907,ORD012774,2022-05-31,Processing
CST000688,ORD012775,2025-05-11,Pending
CST001429,ORD012776,2023-03-05,Pending
CST001222,ORD012777,2024-11-02,Delivered
CST001569,ORD012778,2024-04-27,Pending
CST000658,ORD012779,2022-09-09,Confirmed
CST002047,ORD012780,2024-02-17,Cancelled
CST000827,ORD012781,2024-02-27,Shipped
CST002834,ORD012782,2024-01-04,Processing
CST001531,ORD012783,2022-07-27,Pending
CST002967,ORD012784,2023-03-29,Pending
CST001755,ORD012785,2022-11-03,Processing
CST002342,ORD012786,2025-06-11,Processing
CST001431,ORD012787,2024-02-01,Shipped
CST001900,ORD012788,2023-06-14,Pending
CST001113,ORD012789,2024-05-12,Delivered
CST002056,ORD012790,2024-08-12,Shipped
CST000572,ORD012791,2024-05-30,Shipped
CST001837,ORD012792,2024-02-06,Processing
CST000582,ORD012793,2023-05-14,Confirmed
CST000946,ORD012794,2024-02-05,Delivered
CST002146,ORD012795,2022-01-30,Cancelled
CST000264,ORD012796,2025-08-19,Delivered
CST001723,ORD012797,2023-02-21,Processing
CST001962,ORD012798,2022-04-13,Confirmed
CST000816,ORD012799,2025-02-23,Cancelled
CST001638,ORD012800,2024-10-10,Shipped
CST001585,ORD012801,2023-08-16,Delivered
CST002997,ORD012802,2025-02-27,Shipped
CST000953,ORD012803,2024-09-18,Processing
CST001019,ORD012804,2024-06-30,Cancelled
CST000549,ORD012805,2023-02-02,Processing
CST000695,ORD012806,2023-09-13,Delivered
CST001922,ORD012807,2024-12-17,Delivered
CST001298,ORD012808,2025-03-24,Pending
CST000362,ORD012809,2023-06-05,Cancelled
CST001728,ORD012810,2023-10-03,Shipped
CST000277,ORD012811,2025-10-24,Processing
CST002236,ORD012812,2022-12-14,Processing
CST001729,ORD012813,2022-10-12,Delivered
CST000216,ORD012814,2023-01-23,Pending
CST001117,ORD012815,2025-10-31,Confirmed
CST000813,ORD012816,2023-10-11,Pending
CST000164,ORD012817,2025-07-04,Delivered
CST002640,ORD012818,2023-11-02,Processing
CST002638,ORD012819,2024-12-07,Shipped
CST001061,ORD012820,2023-01-01,Pending
CST001583,ORD012821,2025-06-08,Delivered
CST002952,ORD012822,2022-11-24,Confirmed
CST000210,ORD012823,2023-02-16,Cancelled
CST002921,ORD012824,2024-11-25,Cancelled
CST002896,ORD012825,2025-02-14,Shipped
CST000784,ORD012826,2022-03-13,Processing
CST002928,ORD012827,2023-09-26,Confirmed
CST002002,ORD012828,2025-12-19,Shipped
CST000525,ORD012829,2024-08-15,Shipped
CST002480,ORD012830,2024-04-23,Cancelled
CST000191,ORD012831,2022-08-16,Shipped
CST001346,ORD012832,2025-08-02,Pending
CST002178,ORD012833,2022-06-25,Pending
CST001819,ORD012834,2022-04-19,Pending
CST000761,ORD012835,2022-11-11,Shipped
CST002970,ORD012836,2024-06-13,Cancelled
CST000650,ORD012837,2025-02-08,Pending
CST002344,ORD012838,2022-06-18,Shipped
CST000629,ORD012839,2024-12-19,Processing
CST000175,ORD012840,2025-02-20,Shipped
CST001818,ORD012841,2022-11-19,Confirmed
CST000839,ORD012842,2023-08-05,Delivered
CST002203,ORD012843,2025-01-04,Delivered
CST000096,ORD012844,2025-12-18,Confirmed
CST000153,ORD012845,2024-04-24,Processing
CST002956,ORD012846,2024-09-04,Pending
CST000529,ORD012847,2023-02-18,Pending
CST002627,ORD012848,2024-08-05,Cancelled
CST002758,ORD012849,2024-02-13,Delivered
CST002114,ORD012850,2024-07-12,Shipped
CST002889,ORD012851,2022-10-17,Processing
CST000333,ORD012852,2023-04-27,Delivered
CST000304,ORD012853,2025-04-28,Pending
CST000068,ORD012854,2024-04-27,Pending
CST002447,ORD012855,2024-12-07,Confirmed
CST002825,ORD012856,2024-07-19,Cancelled
CST000529,ORD012857,2023-10-07,Cancelled
CST001235,ORD012858,2025-07-01,Pending
CST001738,ORD012859,2024-10-20,Shipped
CST000808,ORD012860,2024-06-11,Processing
CST000290,ORD012861,2025-09-24,Pending
CST002966,ORD012862,2024-09-12,Pending
CST000630,ORD012863,2024-05-21,Delivered
CST000253,ORD012864,2022-02-21,Confirmed
CST002923,ORD012865,2024-10-18,Processing
CST000184,ORD012866,2022-05-14,Delivered
CST000192,ORD012867,2023-08-31,Processing
CST001071,ORD012868,2024-01-26,Shipped
CST000692,ORD012869,2024-11-12,Processing
CST002134,ORD012870,2023-05-22,Pending
CST000972,ORD012871,2023-10-07,Cancelled
CST001889,ORD012872,2022-10-04,Pending
CST002333,ORD012873,2024-03-05,Pending
CST001393,ORD012874,2025-06-19,Delivered
CST001036,ORD012875,2022-05-29,Pending
CST002634,ORD012876,2023-09-06,Confirmed
CST002126,ORD012877,2022-05-05,Cancelled
CST000101,ORD012878,2022-01-11,Delivered
CST000545,ORD012879,2024-08-10,Confirmed
CST002515,ORD012880,2025-03-25,Pending
CST002719,ORD012881,2022-05-28,Cancelled
CST002977,ORD012882,2023-05-09,Confirmed
CST002067,ORD012883,2022-05-23,Shipped
CST002700,ORD012884,2023-11-23,Pending
CST001639,ORD012885,2022-11-20,Confirmed
CST002191,ORD012886,2022-09-26,Processing
CST001746,ORD012887,2022-02-03,Confirmed
CST000316,ORD012888,2024-09-10,Pending
CST002752,ORD012889,2022-10-18,Delivered
CST000538,ORD012890,2024-06-24,Pending
CST000692,ORD012891,2024-02-03,Delivered
CST000408,ORD012892,2025-02-26,Shipped
CST000440,ORD012893,2024-10-19,Pending
CST000165,ORD012894,2023-02-08,Processing
CST002590,ORD012895,2024-04-08,Confirmed
CST000683,ORD012896,2022-06-15,Pending
CST002590,ORD012897,2025-05-10,Processing
CST002935,ORD012898,2022-03-21,Processing
CST000808,ORD012899,2024-10-29,Confirmed
CST000071,ORD012900,2025-01-13,Delivered
CST000564,ORD012901,2024-09-30,Confirmed
CST001221,ORD012902,2025-08-01,Processing
CST001386,ORD012903,2023-12-09,Delivered
CST001514,ORD012904,2024-11-13,Delivered
CST002585,ORD012905,2022-10-24,Shipped
CST000359,ORD012906,2024-03-11,Delivered
CST001318,ORD012907,2023-12-06,Cancelled
CST000433,ORD012908,2022-04-06,Cancelled
CST001452,ORD012909,2024-03-18,Cancelled
CST000309,ORD012910,2025-01-02,Pending
CST001105,ORD012911,2024-01-13,Cancelled
CST002920,ORD012912,2024-11-16,Cancelled
CST000768,ORD012913,2023-10-03,Pending
CST000219,ORD012914,2023-05-30,Delivered
CST000078,ORD012915,2025-11-11,Processing
CST002084,ORD012916,2022-03-06,Processing
CST002190,ORD012917,2024-04-07,Processing
CST002830,ORD012918,2022-01-17,Delivered
CST000907,ORD012919,2023-08-08,Confirmed
CST000775,ORD012920,2022-12-24,Cancelled
CST000887,ORD012921,2022-08-19,Delivered
CST002597,ORD012922,2024-10-13,Shipped
CST002929,ORD012923,2024-12-26,Processing
CST000923,ORD012924,2025-01-23,Confirmed
CST000625,ORD012925,2022-12-01,Confirmed
CST001642,ORD012926,2023-05-08,Delivered
CST002438,ORD012927,2024-04-06,Delivered
CST001505,ORD012928,2025-07-06,Delivered
CST002835,ORD012929,2022-10-01,Shipped
CST000943,ORD012930,2022-06-01,Shipped
CST002075,ORD012931,2022-05-16,Cancelled
CST001326,ORD012932,2025-03-02,Delivered
CST000265,ORD012933,2024-11-26,Shipped
CST002754,ORD012934,2022-09-21,Delivered
CST001885,ORD012935,2025-09-01,Cancelled
CST002999,ORD012936,2023-11-03,Confirmed
CST002229,ORD012937,2023-04-22,Cancelled
CST002617,ORD012938,2024-05-28,Delivered
CST001670,ORD012939,2024-11-22,Cancelled
CST000997,ORD012940,2023-04-06,Delivered
CST002218,ORD012941,2024-11-11,Delivered
CST002341,ORD012942,2022-03-19,Shipped
CST001956,ORD012943,2025-05-12,Confirmed
CST002752,ORD012944,2023-01-20,Delivered
CST000689,ORD012945,2024-02-01,Confirmed
CST002021,ORD012946,2023-05-23,Pending
CST000422,ORD012947,2023-12-08,Cancelled
CST000675,ORD012948,2025-10-25,Pending
CST002202,ORD012949,2022-04-15,Processing
CST002142,ORD012950,2022-06-11,Processing
CST000892,ORD012951,2022-06-20,Confirmed
CST001246,ORD012952,2025-08-04,Confirmed
CST002826,ORD012953,2025-09-20,Cancelled
CST001052,ORD012954,2023-08-12,Processing
CST002163,ORD012955,2023-03-28,Processing
CST001672,ORD012956,2025-04-26,Cancelled
CST002847,ORD012957,2023-07-03,Confirmed
CST000373,ORD012958,2024-09-15,Pending
CST002870,ORD012959,2024-01-08,Delivered
CST000840,ORD012960,2025-05-09,Pending
CST001274,ORD012961,2023-06-30,Pending
CST001055,ORD012962,2023-12-12,Processing
CST001470,ORD012963,2022-09-12,Pending
CST000909,ORD012964,2025-05-02,Delivered
CST002840,ORD012965,2025-05-03,Pending
CST001402,ORD012966,2023-11-30,Cancelled
CST000921,ORD012967,2025-06-15,Confirmed
CST001904,ORD012968,2022-09-10,Cancelled
CST002280,ORD012969,2022-01-12,Cancelled
CST002027,ORD012970,2023-06-20,Confirmed
CST000640,ORD012971,2025-10-13,Shipped
CST002044,ORD012972,2022-10-05,Confirmed
CST002727,ORD012973,2023-01-24,Processing
CST002079,ORD012974,2024-11-15,Cancelled
CST000474,ORD012975,2025-12-14,Shipped
CST001947,ORD012976,2024-07-21,Shipped
CST002824,ORD012977,2023-08-28,Shipped
CST002067,ORD012978,2023-10-29,Delivered
CST000513,ORD012979,2024-09-29,Delivered
CST002415,ORD012980,2025-05-23,Cancelled
CST001772,ORD012981,2023-05-17,Shipped
CST002425,ORD012982,2024-06-10,Processing
CST002010,ORD012983,2022-06-02,Confirmed
CST000494,ORD012984,2025-02-17,Pending
CST001113,ORD012985,2022-08-20,Pending
CST002643,ORD012986,2024-05-10,Delivered
CST000905,ORD012987,2024-11-26,Pending
CST002746,ORD012988,2023-04-30,Shipped
CST001260,ORD012989,2023-01-15,Pending
CST002679,ORD012990,2023-03-31,Shipped
CST001780,ORD012991,2024-11-19,Cancelled
CST002091,ORD012992,2023-08-22,Confirmed
CST002217,ORD012993,2022-11-17,Pending
CST001952,ORD012994,2025-11-05,Processing
CST000347,ORD012995,2023-06-23,Processing
CST001411,ORD012996,2025-07-10,Pending
CST001541,ORD012997,2023-08-13,Cancelled
CST000104,ORD012998,2023-05-11,Cancelled
CST002868,ORD012999,2024-01-05,Pending
CST001659,ORD013000,2024-01-07,Pending
CST002537,ORD013001,2025-02-04,Delivered
CST001846,ORD013002,2025-04-01,Delivered
CST001643,ORD013003,2023-11-07,Delivered
CST002165,ORD013004,2023-10-10,Confirmed
CST000825,ORD013005,2025-11-20,Pending
CST002661,ORD013006,2024-12-02,Processing
CST000906,ORD013007,2024-03-02,Confirmed
CST002960,ORD013008,2022-06-20,Delivered
CST002018,ORD013009,2022-06-29,Confirmed
CST000729,ORD013010,2022-09-20,Shipped
CST000808,ORD013011,2022-05-22,Shipped
CST002554,ORD013012,2024-09-04,Pending
CST000622,ORD013013,2022-11-28,Confirmed
CST000710,ORD013014,2024-06-18,Processing
CST002752,ORD013015,2024-04-09,Shipped
CST002276,ORD013016,2022-08-13,Pending
CST000981,ORD013017,2022-07-30,Delivered
CST001966,ORD013018,2022-04-11,Shipped
CST000345,ORD013019,2023-09-08,Confirmed
CST002014,ORD013020,2024-07-25,Shipped
CST000273,ORD013021,2023-02-13,Cancelled
CST002803,ORD013022,2022-06-16,Cancelled
CST002779,ORD013023,2023-01-04,Cancelled
CST002901,ORD013024,2022-09-10,Confirmed
CST001240,ORD013025,2025-12-08,Shipped
CST001557,ORD013026,2022-08-15,Pending
CST001865,ORD013027,2023-04-04,Confirmed
CST000277,ORD013028,2023-04-25,Delivered
CST001441,ORD013029,2023-09-29,Pending
CST001742,ORD013030,2025-04-03,Confirmed
CST000968,ORD013031,2022-04-09,Shipped
CST000808,ORD013032,2022-03-26,Delivered
CST000850,ORD013033,2022-06-19,Processing
CST000769,ORD013034,2022-07-04,Shipped
CST000275,ORD013035,2024-11-23,Delivered
CST001925,ORD013036,2024-02-11,Delivered
CST002227,ORD013037,2023-01-12,Shipped
CST002059,ORD013038,2025-12-21,Cancelled
CST002234,ORD013039,2022-06-01,Cancelled
CST000721,ORD013040,2024-11-07,Processing
CST000774,ORD013041,2023-12-22,Shipped
CST002967,ORD013042,2025-05-13,Cancelled
CST000548,ORD013043,2023-07-04,Pending
CST000328,ORD013044,2022-12-16,Processing
CST001818,ORD013045,2022-12-14,Confirmed
CST002422,ORD013046,2025-08-14,Delivered
CST002850,ORD013047,2025-12-03,Shipped
CST000313,ORD013048,2025-07-18,Shipped
CST000118,ORD013049,2022-11-22,Delivered
CST002744,ORD013050,2022-06-06,Cancelled
CST000402,ORD013051,2022-11-18,Delivered
CST001144,ORD013052,2023-11-09,Cancelled
CST000858,ORD013053,2025-06-20,Delivered
CST002459,ORD013054,2022-01-29,Shipped
CST001392,ORD013055,2023-06-06,Shipped
CST000068,ORD013056,2023-11-03,Pending
CST000693,ORD013057,2022-07-19,Shipped
CST000453,ORD013058,2024-08-22,Cancelled
CST002825,ORD013059,2023-03-05,Shipped
CST001686,ORD013060,2023-03-25,Confirmed
CST002310,ORD013061,2023-05-09,Pending
CST002548,ORD013062,2024-12-14,Cancelled
CST001167,ORD013063,2022-12-03,Delivered
CST001246,ORD013064,2022-06-14,Cancelled
CST002564,ORD013065,2024-07-11,Cancelled
CST002105,ORD013066,2022-10-05,Pending
CST000864,ORD013067,2024-03-15,Shipped
CST001600,ORD013068,2022-03-08,Confirmed
CST002659,ORD013069,2022-06-26,Confirmed
CST002472,ORD013070,2023-03-08,Shipped
CST000894,ORD013071,2022-06-10,Pending
CST001401,ORD013072,2023-03-30,Shipped
CST001671,ORD013073,2024-08-17,Processing
CST000319,ORD013074,2025-10-01,Shipped
CST001085,ORD013075,2024-01-23,Cancelled
CST001437,ORD013076,2025-04-19,Delivered
CST001721,ORD013077,2025-10-18,Shipped
CST000828,ORD013078,2024-05-16,Shipped
CST001157,ORD013079,2022-07-13,Cancelled
CST001482,ORD013080,2022-11-12,Pending
CST001572,ORD013081,2024-03-08,Cancelled
CST002483,ORD013082,2024-02-02,Confirmed
CST002613,ORD013083,2024-02-05,Pending
CST002974,ORD013084,2025-03-09,Shipped
CST002492,ORD013085,2023-10-09,Cancelled
CST000699,ORD013086,2025-06-12,Cancelled
CST001146,ORD013087,2022-10-05,Confirmed
CST000799,ORD013088,2022-01-29,Delivered
CST000297,ORD013089,2024-12-28,Cancelled
CST002922,ORD013090,2024-06-19,Shipped
CST001681,ORD013091,2025-03-13,Cancelled
CST001968,ORD013092,2023-04-29,Shipped
CST000468,ORD013093,2023-07-09,Confirmed
CST001561,ORD013094,2025-08-24,Shipped
CST000579,ORD013095,2025-10-22,Shipped
CST001111,ORD013096,2025-07-13,Pending
CST000279,ORD013097,2023-05-13,Shipped
CST002968,ORD013098,2024-03-26,Confirmed
CST000342,ORD013099,2024-08-15,Shipped
CST002929,ORD013100,2023-12-19,Cancelled
CST002280,ORD013101,2024-05-28,Shipped
CST002038,ORD013102,2024-12-23,Pending
CST001180,ORD013103,2024-01-20,Processing
CST001126,ORD013104,2023-06-24,Delivered
CST002717,ORD013105,2025-04-11,Pending
CST000325,ORD013106,2022-05-27,Cancelled
CST000966,ORD013107,2022-07-10,Confirmed
CST001815,ORD013108,2022-04-10,Pending
CST002156,ORD013109,2023-08-20,Confirmed
CST002640,ORD013110,2024-08-22,Shipped
CST002969,ORD013111,2025-10-13,Pending
CST001656,ORD013112,2023-09-04,Cancelled
CST000472,ORD013113,2025-05-02,Pending
CST000152,ORD013114,2024-05-01,Shipped
CST002869,ORD013115,2024-07-07,Cancelled
CST000105,ORD013116,2023-12-06,Shipped
CST002152,ORD013117,2023-01-29,Cancelled
CST000897,ORD013118,2022-05-18,Confirmed
CST000785,ORD013119,2023-03-30,Delivered
CST001953,ORD013120,2022-09-28,Shipped
CST002804,ORD013121,2025-03-28,Pending
CST001074,ORD013122,2024-06-25,Cancelled
CST001467,ORD013123,2023-02-03,Cancelled
CST000872,ORD013124,2023-06-29,Processing
CST000515,ORD013125,2022-03-08,Delivered
CST000814,ORD013126,2025-10-12,Delivered
CST002767,ORD013127,2022-02-20,Delivered
CST002796,ORD013128,2023-04-22,Processing
CST002830,ORD013129,2025-02-24,Cancelled
CST000558,ORD013130,2024-09-17,Shipped
CST001302,ORD013131,2025-07-16,Delivered
CST001144,ORD013132,2023-04-24,Shipped
CST002907,ORD013133,2025-04-10,Cancelled
CST002488,ORD013134,2024-08-08,Delivered
CST001346,ORD013135,2023-09-03,Confirmed
CST000046,ORD013136,2023-10-15,Confirmed
CST000733,ORD013137,2023-07-08,Shipped
CST001725,ORD013138,2024-02-02,Cancelled
CST000606,ORD013139,2022-08-26,Confirmed
CST001349,ORD013140,2024-05-28,Delivered
CST002043,ORD013141,2025-06-27,Shipped
CST001233,ORD013142,2024-04-08,Shipped
CST000570,ORD013143,2022-06-17,Delivered
CST002743,ORD013144,2024-10-25,Pending
CST002924,ORD013145,2023-01-02,Confirmed
CST001133,ORD013146,2022-02-12,Cancelled
CST002978,ORD013147,2024-12-17,Pending
CST002486,ORD013148,2024-09-04,Confirmed
CST001464,ORD013149,2024-06-12,Delivered
CST001690,ORD013150,2024-09-19,Cancelled
CST000500,ORD013151,2022-12-11,Delivered
CST001343,ORD013152,2022-06-02,Pending
CST001047,ORD013153,2022-07-31,Delivered
CST002219,ORD013154,2022-06-17,Confirmed
CST001734,ORD013155,2022-09-04,Cancelled
CST001313,ORD013156,2024-05-06,Processing
CST000102,ORD013157,2022-10-21,Processing
CST002332,ORD013158,2022-02-05,Confirmed
CST000364,ORD013159,2024-06-05,Shipped
CST002650,ORD013160,2025-06-04,Processing
CST002958,ORD013161,2022-12-17,Processing
CST002177,ORD013162,2022-09-05,Confirmed
CST000692,ORD013163,2023-04-26,Processing
CST002551,ORD013164,2023-07-10,Cancelled
CST001862,ORD013165,2025-10-20,Processing
CST000663,ORD013166,2022-02-06,Pending
CST002589,ORD013167,2022-01-11,Processing
CST002445,ORD013168,2022-11-14,Confirmed
CST002319,ORD013169,2023-06-09,Confirmed
CST001097,ORD013170,2023-09-22,Delivered
CST000602,ORD013171,2024-12-30,Cancelled
CST001931,ORD013172,2025-04-18,Cancelled
CST001088,ORD013173,2025-05-14,Pending
