Membership_ID,Membership_tier,Membership_status,Customer_account_ID
MEM001484,Bronze,Active,CST001484
MEM001485,Silver,Active,CST001485
MEM001486,Bronze,Active,CST001486
MEM001487,Bronze,Active,CST001487
MEM001488,Gold,Inactive,CST001488
MEM001489,Bronze,Active,CST001489
MEM001490,Silver,Active,CST001490
MEM001491,Bronze,Active,CST001491
MEM001492,Gold,Inactive,CST001492
MEM001493,Bronze,Expired,CST001493
MEM001494,Bronze,Active,CST001494
MEM001495,Bronze,Active,CST001495
MEM001496,Gold,Active,CST001496
MEM001497,Diamond,Active,CST001497
MEM001498,Bronze,Active,CST001498
MEM001499,Gold,Inactive,CST001499
MEM001500,Bronze,Active,CST001500
MEM001501,Bronze,Active,CST001501
MEM001502,Bronze,Active,CST001502
MEM001503,Platinum,Active,CST001503
MEM001504,Gold,Inactive,CST001504
MEM001505,Bronze,Active,CST001505
MEM001506,Bronze,Active,CST001506
MEM001507,Gold,Inactive,CST001507
MEM001508,Platinum,Active,CST001508
MEM001509,Bronze,Active,CST001509
MEM001510,Gold,Active,CST001510
MEM001511,Bronze,Active,CST001511
MEM001512,Platinum,Active,CST001512
MEM001513,Bronze,Active,CST001513
MEM001514,Bronze,Active,CST001514
MEM001515,Platinum,Active,CST001515
MEM001516,Platinum,Expired,CST001516
MEM001517,Bronze,Inactive,CST001517
MEM001518,Bronze,Active,CST001518
MEM001519,Silver,Active,CST001519
MEM001520,Silver,Inactive,CST001520
MEM001521,Bronze,Active,CST001521
MEM001522,Bronze,Active,CST001522
MEM001523,Silver,Expired,CST001523
MEM001524,Silver,Inactive,CST001524
MEM001525,Bronze,Inactive,CST001525
MEM001526,Bronze,Active,CST001526
MEM001527,Bronze,Active,CST001527
MEM001528,Bronze,Active,CST001528
MEM001529,Gold,Active,CST001529
MEM001530,Silver,Inactive,CST001530
MEM001531,Silver,Active,CST001531
MEM001532,Bronze,Active,CST001532
MEM001533,Diamond,Inactive,CST001533
MEM001534,Silver,Active,CST001534
MEM001535,Gold,Active,CST001535
MEM001536,Silver,Active,CST001536
MEM001537,Bronze,Active,CST001537
MEM001538,Bronze,Inactive,CST001538
MEM001539,Bronze,Active,CST001539
MEM001540,Bronze,Active,CST001540
MEM001541,Diamond,Inactive,CST001541
MEM001542,Gold,Inactive,CST001542
MEM001543,Bronze,Active,CST001543
MEM001544,Bronze,Active,CST001544
MEM001545,Silver,Inactive,CST001545
MEM001546,Silver,Active,CST001546
MEM001547,Silver,Active,CST001547
MEM001548,Bronze,Active,CST001548
MEM001549,Bronze,Active,CST001549
MEM001550,Bronze,Active,CST001550
MEM001551,Bronze,Active,CST001551
MEM001552,Silver,Active,CST001552
MEM001553,Bronze,Active,CST001553
MEM001554,Silver,Inactive,CST001554
MEM001555,Silver,Active,CST001555
MEM001556,Platinum,Expired,CST001556
MEM001557,Bronze,Inactive,CST001557
MEM001558,Silver,Active,CST001558
MEM001559,Bronze,Active,CST001559
MEM001560,Silver,Inactive,CST001560
MEM001561,Bronze,Active,CST001561
MEM001562,Silver,Active,CST001562
MEM001563,Bronze,Active,CST001563
MEM001564,Platinum,Active,CST001564
MEM001565,Silver,Active,CST001565
MEM001566,Silver,Active,CST001566
MEM001567,Platinum,Active,CST001567
MEM001568,Bronze,Inactive,CST001568
MEM001569,Gold,Active,CST001569
MEM001570,Bronze,Active,CST001570
MEM001571,Silver,Active,CST001571
MEM001572,Diamond,Active,CST001572
MEM001573,Bronze,Active,CST001573
MEM001574,Silver,Expired,CST001574
MEM001575,Diamond,Active,CST001575
MEM001576,Bronze,Active,CST001576
MEM001577,Bronze,Inactive,CST001577
MEM001578,Gold,Active,CST001578
MEM001579,Platinum,Active,CST001579
MEM001580,Silver,Active,CST001580
MEM001581,Gold,Active,CST001581
MEM001582,Bronze,Active,CST001582
MEM001583,Bronze,Active,CST001583
MEM001584,Bronze,Active,CST001584
MEM001585,Gold,Active,CST001585
MEM001586,Silver,Expired,CST001586
MEM001587,Bronze,Active,CST001587
MEM001588,Bronze,Active,CST001588
MEM001589,Silver,Active,CST001589
MEM001590,Gold,Active,CST001590
MEM001591,Gold,Active,CST001591
MEM001592,Silver,Active,CST001592
MEM001593,Gold,Active,CST001593
MEM001594,Gold,Active,CST001594
MEM001595,Gold,Active,CST001595
MEM001596,Silver,Active,CST001596
MEM001597,Platinum,Active,CST001597
MEM001598,Gold,Active,CST001598
MEM001599,Gold,Active,CST001599
MEM001600,Silver,Active,CST001600
MEM001601,Gold,Active,CST001601
MEM001602,Platinum,Active,CST001602
MEM001603,Silver,Active,CST001603
MEM001604,Bronze,Expired,CST001604
MEM001605,Gold,Inactive,CST001605
MEM001606,Diamond,Active,CST001606
MEM001607,Silver,Active,CST001607
MEM001608,Silver,Active,CST001608
MEM001609,Gold,Active,CST001609
MEM001610,Bronze,Active,CST001610
MEM001611,Silver,Active,CST001611
MEM001612,Diamond,Inactive,CST001612
MEM001613,Bronze,Active,CST001613
MEM001614,Silver,Active,CST001614
MEM001615,Silver,Active,CST001615
MEM001616,Bronze,Active,CST001616
MEM001617,Silver,Active,CST001617
MEM001618,Platinum,Active,CST001618
MEM001619,Silver,Active,CST001619
MEM001620,Gold,Inactive,CST001620
MEM001621,Platinum,Active,CST001621
MEM001622,Silver,Active,CST001622
MEM001623,Bronze,Active,CST001623
MEM001624,Gold,Active,CST001624
MEM001625,Silver,Active,CST001625
MEM001626,Gold,Active,CST001626
MEM001627,Gold,Active,CST001627
MEM001628,Silver,Expired,CST001628
MEM001629,Silver,Active,CST001629
MEM001630,Silver,Active,CST001630
MEM001631,Bronze,Active,CST001631
MEM001632,Silver,Active,CST001632
MEM001633,Bronze,Active,CST001633
MEM001634,Silver,Active,CST001634
MEM001635,Silver,Expired,CST001635
MEM001636,Gold,Active,CST001636
MEM001637,Silver,Active,CST001637
MEM001638,Silver,Active,CST001638
MEM001639,Bronze,Active,CST001639
MEM001640,Bronze,Inactive,CST001640
MEM001641,Bronze,Active,CST001641
MEM001642,Silver,Inactive,CST001642
MEM001643,Gold,Expired,CST001643
MEM001644,Bronze,Active,CST001644
MEM001645,Bronze,Active,CST001645
MEM001646,Bronze,Active,CST001646
MEM001647,Diamond,Expired,CST001647
MEM001648,Bronze,Active,CST001648
MEM001649,Platinum,Active,CST001649
MEM001650,Silver,Active,CST001650
MEM001651,Silver,Active,CST001651
MEM001652,Silver,Active,CST001652
MEM001653,Bronze,Active,CST001653
MEM001654,Silver,Active,CST001654
MEM001655,Bronze,Active,CST001655
MEM001656,Bronze,Active,CST001656
MEM001657,Silver,Inactive,CST001657
MEM001658,Gold,Active,CST001658
MEM001659,Diamond,Active,CST001659
MEM001660,Gold,Active,CST001660
MEM001661,Gold,Active,CST001661
MEM001662,Platinum,Active,CST001662
MEM001663,Silver,Active,CST001663
MEM001664,Gold,Active,CST001664
MEM001665,Silver,Active,CST001665
MEM001666,Silver,Active,CST001666
MEM001667,Gold,Active,CST001667
MEM001668,Gold,Inactive,CST001668
MEM001669,Bronze,Active,CST001669
MEM001670,Silver,Active,CST001670
MEM001671,Gold,Active,CST001671
MEM001672,Bronze,Inactive,CST001672
MEM001673,Bronze,Active,CST001673
MEM001674,Bronze,Active,CST001674
MEM001675,Silver,Active,CST001675
MEM001676,Bronze,Active,CST001676
MEM001677,Bronze,Active,CST001677
MEM001678,Platinum,Expired,CST001678
MEM001679,Silver,Active,CST001679
MEM001680,Diamond,Active,CST001680
MEM001681,Gold,Active,CST001681
MEM001682,Silver,Active,CST001682
MEM001683,Platinum,Expired,CST001683
MEM001684,Bronze,Active,CST001684
MEM001685,Silver,Active,CST001685
MEM001686,Bronze,Active,CST001686
MEM001687,Bronze,Active,CST001687
MEM001688,Platinum,Active,CST001688
MEM001689,Silver,Active,CST001689
MEM001690,Silver,Inactive,CST001690
MEM001691,Gold,Active,CST001691
MEM001692,Silver,Active,CST001692
MEM001693,Silver,Active,CST001693
MEM001694,Gold,Active,CST001694
MEM001695,Gold,Expired,CST001695
MEM001696,Bronze,Active,CST001696
MEM001697,Bronze,Active,CST001697
MEM001698,Gold,Expired,CST001698
MEM001699,Bronze,Active,CST001699
MEM001700,Gold,Active,CST001700
MEM001701,Bronze,Active,CST001701
MEM001702,Silver,Active,CST001702
MEM001703,Bronze,Expired,CST001703
MEM001704,Diamond,Active,CST001704
MEM001705,Silver,Active,CST001705
MEM001706,Gold,Active,CST001706
MEM001707,Bronze,Active,CST001707
MEM001708,Bronze,Active,CST001708
MEM001709,Bronze,Active,CST001709
MEM001710,Bronze,Active,CST001710
MEM001711,Bronze,Active,CST001711
MEM001712,Silver,Active,CST001712
MEM001713,Bronze,Inactive,CST001713
MEM001714,Gold,Active,CST001714
MEM001715,Bronze,Inactive,CST001715
MEM001716,Gold,Active,CST001716
MEM001717,Gold,Active,CST001717
MEM001718,Gold,Active,CST001718
MEM001719,Silver,Active,CST001719
MEM001720,Platinum,Active,CST001720
MEM001721,Bronze,Active,CST001721
MEM001722,Bronze,Active,CST001722
MEM001723,Platinum,Active,CST001723
MEM001724,Bronze,Expired,CST001724
MEM001725,Diamond,Active,CST001725
MEM001726,Silver,Active,CST001726
MEM001727,Gold,Active,CST001727
MEM001728,Silver,Active,CST001728
MEM001729,Gold,Active,CST001729
MEM001730,Bronze,Active,CST001730
MEM001731,Bronze,Active,CST001731
MEM001732,Platinum,Active,CST001732
MEM001733,Bronze,Active,CST001733
MEM001734,Diamond,Active,CST001734
MEM001735,Bronze,Inactive,CST001735
MEM001736,Silver,Active,CST001736
MEM001737,Gold,Active,CST001737
MEM001738,Bronze,Active,CST001738
MEM001739,Silver,Inactive,CST001739
MEM001740,Bronze,Active,CST001740
MEM001741,Gold,Expired,CST001741
MEM001742,Silver,Active,CST001742
MEM001743,Bronze,Expired,CST001743
MEM001744,Bronze,Active,CST001744
MEM001745,Bronze,Active,CST001745
MEM001746,Platinum,Active,CST001746
MEM001747,Silver,Active,CST001747
MEM001748,Gold,Inactive,CST001748
MEM001749,Silver,Active,CST001749
MEM001750,Gold,Active,CST001750
MEM001751,Bronze,Inactive,CST001751
MEM001752,Gold,Active,CST001752
MEM001753,Platinum,Active,CST001753
MEM001754,Bronze,Active,CST001754
MEM001755,Gold,Active,CST001755
MEM001756,Platinum,Expired,CST001756
MEM001757,Silver,Expired,CST001757
MEM001758,Silver,Active,CST001758
MEM001759,Diamond,Inactive,CST001759
MEM001760,Silver,Active,CST001760
MEM001761,Gold,Active,CST001761
MEM001762,Bronze,Active,CST001762
MEM001763,Gold,Active,CST001763
MEM001764,Silver,Active,CST001764
MEM001765,Silver,Active,CST001765
MEM001766,Bronze,Inactive,CST001766
MEM001767,Bronze,Active,CST001767
MEM001768,Bronze,Active,CST001768
MEM001769,Bronze,Active,CST001769
MEM001770,Silver,Active,CST001770
MEM001771,Bronze,Active,CST001771
MEM001772,Bronze,Active,CST001772
MEM001773,Silver,Active,CST001773
MEM001774,Silver,Active,CST001774
MEM001775,Bronze,Active,CST001775
MEM001776,Bronze,Active,CST001776
MEM001777,Bronze,Active,CST001777
MEM001778,Bronze,Inactive,CST001778
MEM001779,Gold,Active,CST001779
MEM001780,Platinum,Active,CST001780
MEM001781,Gold,Inactive,CST001781
MEM001782,Bronze,Active,CST001782
MEM001783,Silver,Active,CST001783
MEM001784,Bronze,Inactive,CST001784
MEM001785,Gold,Active,CST001785
MEM001786,Gold,Active,CST001786
MEM001787,Bronze,Active,CST001787
MEM001788,Platinum,Active,CST001788
MEM001789,Bronze,Active,CST001789
MEM001790,Diamond,Active,CST001790
MEM001791,Diamond,Expired,CST001791
MEM001792,Gold,Active,CST001792
MEM001793,Platinum,Expired,CST001793
MEM001794,Silver,Active,CST001794
MEM001795,Bronze,Active,CST001795
MEM001796,Bronze,Active,CST001796
MEM001797,Silver,Active,CST001797
MEM001798,Gold,Active,CST001798
MEM001799,Gold,Active,CST001799
MEM001800,Bronze,Active,CST001800
MEM001801,Platinum,Inactive,CST001801
MEM001802,Platinum,Active,CST001802
MEM001803,Bronze,Expired,CST001803
MEM001804,Bronze,Active,CST001804
MEM001805,Silver,Active,CST001805
MEM001806,Platinum,Active,CST001806
MEM001807,Bronze,Active,CST001807
MEM001808,Silver,Active,CST001808
MEM001809,Bronze,Active,CST001809
MEM001810,Gold,Active,CST001810
MEM001811,Platinum,Active,CST001811
MEM001812,Gold,Active,CST001812
MEM001813,Silver,Active,CST001813
MEM001814,Silver,Active,CST001814
MEM001815,Diamond,Active,CST001815
MEM001816,Platinum,Expired,CST001816
MEM001817,Gold,Active,CST001817
MEM001818,Platinum,Active,CST001818
MEM001819,Platinum,Inactive,CST001819
MEM001820,Bronze,Expired,CST001820
MEM001821,Gold,Inactive,CST001821
MEM001822,Gold,Active,CST001822
MEM001823,Bronze,Active,CST001823
MEM001824,Bronze,Active,CST001824
MEM001825,Bronze,Active,CST001825
MEM001826,Bronze,Active,CST001826
MEM001827,Gold,Active,CST001827
MEM001828,Silver,Active,CST001828
MEM001829,Silver,Active,CST001829
MEM001830,Bronze,Active,CST001830
MEM001831,Silver,Inactive,CST001831
MEM001832,Gold,Expired,CST001832
MEM001833,Gold,Active,CST001833
MEM001834,Gold,Active,CST001834
MEM001835,Bronze,Active,CST001835
MEM001836,Silver,Active,CST001836
MEM001837,Gold,Active,CST001837
MEM001838,Silver,Active,CST001838
MEM001839,Gold,Active,CST001839
MEM001840,Bronze,Active,CST001840
MEM001841,Silver,Active,CST001841
MEM001842,Gold,Active,CST001842
MEM001843,Diamond,Active,CST001843
MEM001844,Diamond,Active,CST001844
MEM001845,Bronze,Active,CST001845
MEM001846,Silver,Active,CST001846
MEM001847,Silver,Inactive,CST001847
MEM001848,Bronze,Active,CST001848
MEM001849,Gold,Active,CST001849
MEM001850,Bronze,Active,CST001850
MEM001851,Silver,Active,CST001851
MEM001852,Bronze,Active,CST001852
MEM001853,Gold,Active,CST001853
MEM001854,Gold,Active,CST001854
MEM001855,Platinum,Active,CST001855
MEM001856,Bronze,Active,CST001856
MEM001857,Gold,Inactive,CST001857
MEM001858,Bronze,Active,CST001858
MEM001859,Platinum,Active,CST001859
MEM001860,Bronze,Active,CST001860
MEM001861,Bronze,Expired,CST001861
MEM001862,Bronze,Active,CST001862
MEM001863,Platinum,Active,CST001863
MEM001864,Bronze,Active,CST001864
MEM001865,Silver,Active,CST001865
MEM001866,Gold,Expired,CST001866
MEM001867,Platinum,Inactive,CST001867
MEM001868,Gold,Active,CST001868
MEM001869,Diamond,Active,CST001869
MEM001870,Bronze,Active,CST001870
MEM001871,Gold,Active,CST001871
MEM001872,Silver,Inactive,CST001872
MEM001873,Bronze,Active,CST001873
MEM001874,Bronze,Active,CST001874
MEM001875,Gold,Active,CST001875
MEM001876,Gold,Active,CST001876
MEM001877,Silver,Active,CST001877
MEM001878,Silver,Active,CST001878
MEM001879,Bronze,Active,CST001879
MEM001880,Gold,Active,CST001880
MEM001881,Silver,Active,CST001881
MEM001882,Bronze,Active,CST001882
MEM001883,Bronze,Inactive,CST001883
MEM001884,Platinum,Active,CST001884
MEM001885,Bronze,Active,CST001885
MEM001886,Silver,Active,CST001886
MEM001887,Bronze,Active,CST001887
MEM001888,Diamond,Inactive,CST001888
MEM001889,Bronze,Active,CST001889
MEM001890,Bronze,Active,CST001890
MEM001891,Bronze,Expired,CST001891
MEM001892,Silver,Inactive,CST001892
MEM001893,Platinum,Active,CST001893
MEM001894,Bronze,Active,CST001894
MEM001895,Bronze,Active,CST001895
MEM001896,Bronze,Active,CST001896
MEM001897,Gold,Active,CST001897
MEM001898,Bronze,Active,CST001898
MEM001899,Bronze,Active,CST001899
MEM001900,Platinum,Active,CST001900
MEM001901,Diamond,Expired,CST001901
MEM001902,Gold,Active,CST001902
MEM001903,Bronze,Inactive,CST001903
MEM001904,Silver,Active,CST001904
MEM001905,Silver,Active,CST001905
MEM001906,Gold,Active,CST001906
MEM001907,Bronze,Active,CST001907
MEM001908,Gold,Active,CST001908
MEM001909,Bronze,Active,CST001909
MEM001910,Bronze,Inactive,CST001910
MEM001911,Bronze,Active,CST001911
MEM001912,Platinum,Active,CST001912
MEM001913,Silver,Active,CST001913
MEM001914,Silver,Active,CST001914
MEM001915,Bronze,Active,CST001915
MEM001916,Silver,Inactive,CST001916
MEM001917,Platinum,Expired,CST001917
MEM001918,Platinum,Inactive,CST001918
MEM001919,Bronze,Active,CST001919
MEM001920,Bronze,Active,CST001920
MEM001921,Diamond,Active,CST001921
MEM001922,Platinum,Expired,CST001922
MEM001923,Gold,Active,CST001923
MEM001924,Gold,Active,CST001924
MEM001925,Bronze,Active,CST001925
MEM001926,Silver,Active,CST001926
MEM001927,Silver,Active,CST001927
MEM001928,Diamond,Active,CST001928
MEM001929,Gold,Active,CST001929
MEM001930,Silver,Inactive,CST001930
MEM001931,Silver,Inactive,CST001931
MEM001932,Bronze,Inactive,CST001932
MEM001933,Gold,Active,CST001933
MEM001934,Bronze,Active,CST001934
MEM001935,Bronze,Expired,CST001935
MEM001936,Bronze,Active,CST001936
MEM001937,Bronze,Active,CST001937
MEM001938,Silver,Active,CST001938
MEM001939,Bronze,Inactive,CST001939
MEM001940,Platinum,Active,CST001940
MEM001941,Bronze,Active,CST001941
MEM001942,Gold,Active,CST001942
MEM001943,Platinum,Active,CST001943
MEM001944,Gold,Inactive,CST001944
MEM001945,Silver,Active,CST001945
MEM001946,Gold,Active,CST001946
MEM001947,Silver,Active,CST001947
MEM001948,Silver,Inactive,CST001948
MEM001949,Gold,Active,CST001949
MEM001950,Bronze,Active,CST001950
MEM001951,Silver,Active,CST001951
MEM001952,Bronze,Active,CST001952
MEM001953,Bronze,Active,CST001953
MEM001954,Bronze,Active,CST001954
MEM001955,Diamond,Active,CST001955
MEM001956,Bronze,Active,CST001956
MEM001957,Silver,Active,CST001957
MEM001958,Silver,Active,CST001958
MEM001959,Bronze,Active,CST001959
MEM001960,Bronze,Active,CST001960
MEM001961,Silver,Active,CST001961
MEM001962,Bronze,Active,CST001962
MEM001963,Gold,Active,CST001963
MEM001964,Bronze,Active,CST001964
MEM001965,Gold,Active,CST001965
MEM001966,Gold,Inactive,CST001966
MEM001967,Diamond,Active,CST001967
MEM001968,Bronze,Active,CST001968
MEM001969,Bronze,Inactive,CST001969
MEM001970,Silver,Active,CST001970
MEM001971,Bronze,Active,CST001971
MEM001972,Gold,Active,CST001972
MEM001973,Silver,Active,CST001973
MEM001974,Silver,Inactive,CST001974
MEM001975,Bronze,Active,CST001975
MEM001976,Bronze,Active,CST001976
MEM001977,Bronze,Active,CST001977
MEM001978,Gold,Inactive,CST001978
MEM001979,Bronze,Active,CST001979
MEM001980,Gold,Expired,CST001980
MEM001981,Bronze,Active,CST001981
MEM001982,Silver,Active,CST001982
MEM001983,Silver,Active,CST001983
MEM001984,Bronze,Active,CST001984
MEM001985,Bronze,Active,CST001985
MEM001986,Gold,Inactive,CST001986
MEM001987,Silver,Inactive,CST001987
MEM001988,Bronze,Expired,CST001988
MEM001989,Bronze,Active,CST001989
MEM001990,Bronze,Active,CST001990
MEM001991,Silver,Active,CST001991
MEM001992,Gold,Active,CST001992
MEM001993,Bronze,Active,CST001993
MEM001994,Gold,Active,CST001994
MEM001995,Gold,Expired,CST001995
MEM001996,Silver,Active,CST001996
MEM001997,Bronze,Active,CST001997
MEM001998,Gold,Active,CST001998
MEM001999,Bronze,Active,CST001999
MEM002000,Silver,Active,CST002000
MEM002001,Bronze,Active,CST002001
MEM002002,Silver,Active,CST002002
MEM002003,Bronze,Active,CST002003
MEM002004,Gold,Active,CST002004
MEM002005,Gold,Inactive,CST002005
MEM002006,Silver,Active,CST002006
MEM002007,Silver,Active,CST002007
MEM002008,Bronze,Active,CST002008
MEM002009,Gold,Expired,CST002009
MEM002010,Platinum,Inactive,CST002010
MEM002011,Platinum,Inactive,CST002011
MEM002012,Silver,Active,CST002012
MEM002013,Bronze,Active,CST002013
MEM002014,Bronze,Expired,CST002014
MEM002015,Silver,Active,CST002015
MEM002016,Gold,Active,CST002016
MEM002017,Silver,Active,CST002017
MEM002018,Bronze,Active,CST002018
MEM002019,Silver,Active,CST002019
MEM002020,Bronze,Active,CST002020
MEM002021,Bronze,Active,CST002021
MEM002022,Silver,Active,CST002022
MEM002023,Bronze,Inactive,CST002023
MEM002024,Gold,Active,CST002024
MEM002025,Bronze,Active,CST002025
MEM002026,Gold,Active,CST002026
MEM002027,Silver,Active,CST002027
MEM002028,Bronze,Active,CST002028
MEM002029,Bronze,Active,CST002029
MEM002030,Gold,Active,CST002030
MEM002031,Bronze,Active,CST002031
MEM002032,Silver,Active,CST002032
MEM002033,Platinum,Expired,CST002033
MEM002034,Platinum,Expired,CST002034
MEM002035,Silver,Active,CST002035
MEM002036,Bronze,Active,CST002036
MEM002037,Silver,Active,CST002037
MEM002038,Bronze,Active,CST002038
MEM002039,Bronze,Active,CST002039
MEM002040,Gold,Inactive,CST002040
MEM002041,Silver,Inactive,CST002041
MEM002042,Bronze,Inactive,CST002042
MEM002043,Bronze,Active,CST002043
MEM002044,Bronze,Active,CST002044
MEM002045,Bronze,Active,CST002045
MEM002046,Bronze,Inactive,CST002046
MEM002047,Bronze,Active,CST002047
MEM002048,Silver,Active,CST002048
MEM002049,Gold,Active,CST002049
MEM002050,Diamond,Active,CST002050
MEM002051,Platinum,Active,CST002051
MEM002052,Gold,Active,CST002052
MEM002053,Gold,Active,CST002053
MEM002054,Silver,Active,CST002054
MEM002055,Platinum,Active,CST002055
MEM002056,Gold,Inactive,CST002056
MEM002057,Gold,Active,CST002057
MEM002058,Bronze,Active,CST002058
MEM002059,Gold,Active,CST002059
MEM002060,Platinum,Active,CST002060
MEM002061,Bronze,Active,CST002061
MEM002062,Silver,Active,CST002062
MEM002063,Bronze,Active,CST002063
MEM002064,Silver,Active,CST002064
MEM002065,Silver,Inactive,CST002065
MEM002066,Gold,Active,CST002066
MEM002067,Gold,Active,CST002067
MEM002068,Silver,Active,CST002068
MEM002069,Silver,Active,CST002069
MEM002070,Silver,Active,CST002070
MEM002071,Bronze,Expired,CST002071
MEM002072,Silver,Active,CST002072
MEM002073,Bronze,Active,CST002073
MEM002074,Bronze,Active,CST002074
MEM002075,Bronze,Inactive,CST002075
MEM002076,Gold,Active,CST002076
MEM002077,Bronze,Active,CST002077
MEM002078,Bronze,Active,CST002078
MEM002079,Silver,Active,CST002079
MEM002080,Platinum,Active,CST002080
MEM002081,Bronze,Expired,CST002081
MEM002082,Silver,Active,CST002082
MEM002083,Bronze,Active,CST002083
MEM002084,Bronze,Active,CST002084
MEM002085,Silver,Active,CST002085
MEM002086,Silver,Active,CST002086
MEM002087,Silver,Expired,CST002087
MEM002088,Silver,Active,CST002088
MEM002089,Bronze,Active,CST002089
MEM002090,Silver,Active,CST002090
MEM002091,Diamond,Active,CST002091
MEM002092,Gold,Active,CST002092
MEM002093,Silver,Expired,CST002093
MEM002094,Platinum,Active,CST002094
MEM002095,Platinum,Active,CST002095
MEM002096,Bronze,Active,CST002096
MEM002097,Gold,Active,CST002097
MEM002098,Silver,Active,CST002098
MEM002099,Bronze,Active,CST002099
MEM002100,Bronze,Active,CST002100
MEM002101,Bronze,Active,CST002101
MEM002102,Bronze,Active,CST002102
MEM002103,Bronze,Active,CST002103
MEM002104,Gold,Expired,CST002104
MEM002105,Bronze,Inactive,CST002105
MEM002106,Bronze,Active,CST002106
MEM002107,Bronze,Active,CST002107
MEM002108,Silver,Active,CST002108
MEM002109,Bronze,Active,CST002109
MEM002110,Bronze,Active,CST002110
MEM002111,Platinum,Active,CST002111
MEM002112,Bronze,Active,CST002112
MEM002113,Silver,Inactive,CST002113
MEM002114,Bronze,Active,CST002114
MEM002115,Platinum,Active,CST002115
MEM002116,Gold,Active,CST002116
MEM002117,Silver,Inactive,CST002117
MEM002118,Silver,Inactive,CST002118
MEM002119,Bronze,Active,CST002119
MEM002120,Gold,Active,CST002120
MEM002121,Silver,Active,CST002121
MEM002122,Platinum,Active,CST002122
MEM002123,Gold,Active,CST002123
MEM002124,Silver,Active,CST002124
MEM002125,Gold,Inactive,CST002125
MEM002126,Gold,Active,CST002126
MEM002127,Bronze,Active,CST002127
MEM002128,Silver,Active,CST002128
MEM002129,Diamond,Active,CST002129
MEM002130,Silver,Active,CST002130
MEM002131,Platinum,Active,CST002131
MEM002132,Platinum,Inactive,CST002132
MEM002133,Gold,Active,CST002133
MEM002134,Silver,Active,CST002134
MEM002135,Gold,Active,CST002135
MEM002136,Platinum,Active,CST002136
MEM002137,Bronze,Expired,CST002137
MEM002138,Bronze,Active,CST002138
MEM002139,Silver,Inactive,CST002139
MEM002140,Silver,Active,CST002140
MEM002141,Silver,Active,CST002141
MEM002142,Gold,Active,CST002142
MEM002143,Silver,Inactive,CST002143
MEM002144,Bronze,Active,CST002144
MEM002145,Silver,Active,CST002145
MEM002146,Silver,Expired,CST002146
MEM002147,Bronze,Active,CST002147
MEM002148,Silver,Active,CST002148
MEM002149,Diamond,Active,CST002149
MEM002150,Gold,Active,CST002150
MEM002151,Bronze,Expired,CST002151
MEM002152,Bronze,Expired,CST002152
MEM002153,Bronze,Active,CST002153
MEM002154,Bronze,Expired,CST002154
MEM002155,Diamond,Active,CST002155
MEM002156,Bronze,Active,CST002156
MEM002157,Gold,Active,CST002157
MEM002158,Silver,Inactive,CST002158
MEM002159,Bronze,Active,CST002159
MEM002160,Silver,Active,CST002160
MEM002161,Gold,Expired,CST002161
MEM002162,Gold,Active,CST002162
MEM002163,Gold,Active,CST002163
MEM002164,Bronze,Inactive,CST002164
MEM002165,Silver,Active,CST002165
MEM002166,Silver,Active,CST002166
MEM002167,Silver,Active,CST002167
MEM002168,Bronze,Expired,CST002168
MEM002169,Silver,Active,CST002169
MEM002170,Silver,Expired,CST002170
MEM002171,Gold,Active,CST002171
MEM002172,Bronze,Active,CST002172
MEM002173,Bronze,Expired,CST002173
MEM002174,Bronze,Inactive,CST002174
MEM002175,Silver,Inactive,CST002175
MEM002176,Silver,Expired,CST002176
MEM002177,Gold,Active,CST002177
MEM002178,Silver,Expired,CST002178
MEM002179,Silver,Active,CST002179
MEM002180,Gold,Active,CST002180
MEM002181,Platinum,Active,CST002181
MEM002182,Silver,Expired,CST002182
MEM002183,Gold,Active,CST002183
MEM002184,Silver,Active,CST002184
MEM002185,Silver,Active,CST002185
MEM002186,Platinum,Inactive,CST002186
MEM002187,Bronze,Active,CST002187
MEM002188,Silver,Active,CST002188
MEM002189,Bronze,Inactive,CST002189
MEM002190,Gold,Active,CST002190
MEM002191,Gold,Active,CST002191
MEM002192,Silver,Active,CST002192
MEM002193,Platinum,Expired,CST002193
MEM002194,Bronze,Active,CST002194
MEM002195,Gold,Active,CST002195
MEM002196,Silver,Inactive,CST002196
MEM002197,Diamond,Active,CST002197
MEM002198,Silver,Expired,CST002198
MEM002199,Gold,Active,CST002199
MEM002200,Bronze,Active,CST002200
MEM002201,Bronze,Active,CST002201
MEM002202,Silver,Active,CST002202
MEM002203,Silver,Active,CST002203
MEM002204,Gold,Inactive,CST002204
MEM002205,Gold,Active,CST002205
MEM002206,Platinum,Active,CST002206
MEM002207,Gold,Active,CST002207
MEM002208,Gold,Active,CST002208
MEM002209,Silver,Active,CST002209
MEM002210,Bronze,Active,CST002210
MEM002211,Bronze,Active,CST002211
MEM002212,Gold,Active,CST002212
MEM002213,Bronze,Active,CST002213
MEM002214,Diamond,Active,CST002214
MEM002215,Diamond,Active,CST002215
MEM002216,Bronze,Active,CST002216
MEM002217,Platinum,Active,CST002217
MEM002218,Silver,Expired,CST002218
MEM002219,Silver,Active,CST002219
MEM002220,Bronze,Active,CST002220
MEM002221,Silver,Active,CST002221
MEM002222,Platinum,Active,CST002222
MEM002223,Bronze,Active,CST002223
MEM002224,Bronze,Active,CST002224
