Receipt_ID,Receipt_DateTime,Quantity,TotalPrice,ChangeDue,TAX_Rate,Payment_ID
RCP015779,2024-01-04 21:10:00,5,3424.23,0.0,0.07,PAY015779
RCP015780,2022-11-26 08:13:00,2,41151.74,500.0,0.07,PAY015780
RCP015781,2023-06-19 15:13:00,2,19845.38,200.0,0.07,PAY015781
RCP015782,2024-11-13 20:47:00,3,80191.88,0.0,0.07,PAY015782
RCP015783,2022-06-29 20:58:00,1,28668.57,500.0,0.07,PAY015783
RCP015784,2023-07-19 15:45:00,4,89266.56,50.0,0.07,PAY015784
RCP015785,2025-05-05 14:27:00,2,16439.36,200.0,0.07,PAY015785
RCP015786,2022-03-10 17:23:00,5,26716.97,50.0,0.07,PAY015786
RCP015787,2023-09-26 14:54:00,5,59805.61,0.0,0.07,PAY015787
RCP015788,2022-01-18 12:32:00,4,97572.03,0.0,0.07,PAY015788
RCP015789,2025-05-25 13:48:00,2,91330.18,0.0,0.07,PAY015789
RCP015790,2022-06-18 11:17:00,5,119658.92,0.0,0.07,PAY015790
RCP015791,2022-05-04 09:35:00,5,81644.91,200.0,0.07,PAY015791
RCP015792,2022-01-20 21:23:00,1,88609.4,0.0,0.07,PAY015792
RCP015793,2022-01-25 09:12:00,4,34182.17,0.0,0.07,PAY015793
RCP015794,2023-12-25 14:24:00,2,94873.14,500.0,0.07,PAY015794
RCP015795,2022-08-31 11:21:00,1,104879.03,0.0,0.07,PAY015795
RCP015796,2025-08-04 13:50:00,5,48472.08,500.0,0.07,PAY015796
RCP015797,2023-06-16 10:38:00,3,552.96,0.0,0.07,PAY015797
RCP015798,2025-02-18 18:34:00,5,71196.94,500.0,0.07,PAY015798
RCP015799,2025-12-31 18:53:00,2,19802.59,0.0,0.07,PAY015799
RCP015800,2022-08-15 12:31:00,2,1150.64,50.0,0.07,PAY015800
RCP015801,2023-06-20 12:15:00,1,9276.3,100.0,0.07,PAY015801
RCP015802,2025-09-13 21:23:00,5,58977.62,0.0,0.07,PAY015802
RCP015803,2023-11-30 13:13:00,5,65452.61,50.0,0.07,PAY015803
RCP015804,2025-04-03 08:00:00,2,4777.3,0.0,0.07,PAY015804
RCP015805,2025-11-15 08:02:00,4,75441.23,0.0,0.07,PAY015805
RCP015806,2024-10-26 18:54:00,2,80038.82,100.0,0.07,PAY015806
RCP015807,2024-12-21 15:08:00,1,49255.39,500.0,0.07,PAY015807
RCP015808,2024-03-04 09:20:00,4,8849.04,500.0,0.07,PAY015808
RCP015809,2023-04-18 10:12:00,2,113118.33,0.0,0.07,PAY015809
RCP015810,2022-08-12 14:23:00,1,82985.33,100.0,0.07,PAY015810
RCP015811,2022-06-23 19:15:00,5,4332.92,0.0,0.07,PAY015811
RCP015812,2024-08-31 08:38:00,1,61691.76,200.0,0.07,PAY015812
RCP015813,2025-07-25 11:13:00,4,109045.08,0.0,0.07,PAY015813
RCP015814,2023-03-24 10:03:00,2,96993.58,100.0,0.07,PAY015814
RCP015815,2025-03-08 08:42:00,3,70669.14,500.0,0.07,PAY015815
RCP015816,2025-07-22 09:27:00,2,22314.14,0.0,0.07,PAY015816
RCP015817,2023-11-23 14:18:00,4,102944.28,100.0,0.07,PAY015817
RCP015818,2022-11-26 19:25:00,2,50974.39,500.0,0.07,PAY015818
RCP015819,2025-03-17 15:40:00,2,27156.5,500.0,0.07,PAY015819
RCP015820,2024-12-12 09:45:00,1,59989.41,0.0,0.07,PAY015820
RCP015821,2022-02-23 08:27:00,1,14576.83,0.0,0.07,PAY015821
RCP015822,2023-09-21 13:38:00,5,69084.37,0.0,0.07,PAY015822
RCP015823,2025-02-16 08:39:00,3,9366.48,200.0,0.07,PAY015823
RCP015824,2022-05-16 12:28:00,5,2608.21,50.0,0.07,PAY015824
RCP015825,2023-12-12 15:07:00,3,55440.37,100.0,0.07,PAY015825
RCP015826,2023-03-16 12:37:00,1,85125.78,200.0,0.07,PAY015826
RCP015827,2022-12-12 16:08:00,2,4707.05,500.0,0.07,PAY015827
RCP015828,2023-05-31 20:40:00,4,48775.12,500.0,0.07,PAY015828
RCP015829,2024-09-23 13:50:00,3,24098.52,50.0,0.07,PAY015829
RCP015830,2022-06-21 16:04:00,3,39319.98,0.0,0.07,PAY015830
RCP015831,2025-11-17 09:50:00,3,48647.5,50.0,0.07,PAY015831
RCP015832,2024-07-07 17:43:00,4,25327.64,50.0,0.07,PAY015832
RCP015833,2022-10-30 20:04:00,1,27115.86,200.0,0.07,PAY015833
RCP015834,2024-08-17 12:11:00,1,46046.74,500.0,0.07,PAY015834
RCP015835,2024-11-03 10:57:00,2,28650.44,50.0,0.07,PAY015835
RCP015836,2024-07-16 12:17:00,2,89512.54,200.0,0.07,PAY015836
RCP015837,2022-01-30 18:10:00,2,76193.51,0.0,0.07,PAY015837
RCP015838,2022-03-24 20:11:00,5,34930.99,0.0,0.07,PAY015838
RCP015839,2024-03-06 21:51:00,2,70727.19,500.0,0.07,PAY015839
RCP015840,2022-01-09 14:43:00,5,12702.15,0.0,0.07,PAY015840
RCP015841,2023-07-22 19:11:00,3,12177.59,0.0,0.07,PAY015841
RCP015842,2024-09-01 19:08:00,4,78334.45,50.0,0.07,PAY015842
RCP015843,2023-11-03 16:51:00,1,75985.37,0.0,0.07,PAY015843
RCP015844,2023-07-03 14:39:00,4,23818.73,0.0,0.07,PAY015844
RCP015845,2022-04-10 09:46:00,1,31000.27,50.0,0.07,PAY015845
RCP015846,2022-02-07 21:57:00,3,42507.1,100.0,0.07,PAY015846
RCP015847,2022-08-31 08:07:00,2,15559.53,50.0,0.07,PAY015847
RCP015848,2023-09-01 21:07:00,3,55254.7,0.0,0.07,PAY015848
RCP015849,2024-10-02 14:44:00,1,73552.52,0.0,0.07,PAY015849
RCP015850,2025-08-18 17:04:00,5,673.77,0.0,0.07,PAY015850
RCP015851,2025-04-29 21:30:00,4,13390.39,500.0,0.07,PAY015851
RCP015852,2024-03-20 08:24:00,1,44570.7,500.0,0.07,PAY015852
RCP015853,2023-01-05 08:51:00,3,74849.94,200.0,0.07,PAY015853
RCP015854,2023-06-26 14:20:00,3,114459.66,0.0,0.07,PAY015854
RCP015855,2024-08-25 15:09:00,3,52450.33,0.0,0.07,PAY015855
RCP015856,2022-09-27 15:49:00,5,44589.37,0.0,0.07,PAY015856
RCP015857,2025-07-24 12:14:00,3,108773.14,200.0,0.07,PAY015857
RCP015858,2023-11-19 19:28:00,4,114926.97,200.0,0.07,PAY015858
RCP015859,2024-03-10 15:31:00,1,19672.57,0.0,0.07,PAY015859
RCP015860,2025-02-12 09:19:00,1,90698.05,0.0,0.07,PAY015860
RCP015861,2025-07-28 14:11:00,5,3642.45,100.0,0.07,PAY015861
RCP015862,2025-11-14 15:11:00,1,43199.12,0.0,0.07,PAY015862
RCP015863,2023-08-03 20:46:00,5,86328.04,100.0,0.07,PAY015863
RCP015864,2023-10-27 09:11:00,1,18161.08,0.0,0.07,PAY015864
RCP015865,2025-10-21 16:06:00,2,5534.22,50.0,0.07,PAY015865
RCP015866,2025-08-09 19:40:00,2,22897.84,100.0,0.07,PAY015866
RCP015867,2022-10-20 19:40:00,3,115811.21,500.0,0.07,PAY015867
RCP015868,2025-12-17 16:27:00,5,78661.6,200.0,0.07,PAY015868
RCP015869,2023-12-05 21:16:00,5,57218.78,500.0,0.07,PAY015869
RCP015870,2024-09-07 21:36:00,2,115245.12,0.0,0.07,PAY015870
RCP015871,2024-06-26 10:38:00,4,27494.5,0.0,0.07,PAY015871
RCP015872,2024-09-29 13:44:00,2,47128.25,0.0,0.07,PAY015872
RCP015873,2022-10-05 21:36:00,4,30859.9,500.0,0.07,PAY015873
RCP015874,2024-10-23 14:00:00,5,43499.34,50.0,0.07,PAY015874
RCP015875,2025-10-29 16:12:00,2,38852.04,0.0,0.07,PAY015875
RCP015876,2023-09-28 16:17:00,3,39172.26,100.0,0.07,PAY015876
RCP015877,2022-01-28 08:11:00,1,38133.36,0.0,0.07,PAY015877
RCP015878,2022-07-05 21:39:00,2,50809.99,0.0,0.07,PAY015878
RCP015879,2024-07-30 16:47:00,5,59422.51,50.0,0.07,PAY015879
RCP015880,2023-02-11 15:23:00,5,61763.31,0.0,0.07,PAY015880
RCP015881,2023-03-28 21:34:00,1,51429.31,0.0,0.07,PAY015881
RCP015882,2022-05-19 21:10:00,3,36380.3,0.0,0.07,PAY015882
RCP015883,2024-06-12 09:45:00,1,68349.4,0.0,0.07,PAY015883
RCP015884,2022-12-03 13:38:00,2,30162.72,200.0,0.07,PAY015884
RCP015885,2024-04-09 12:25:00,4,69089.88,50.0,0.07,PAY015885
RCP015886,2022-03-28 18:53:00,3,114877.51,500.0,0.07,PAY015886
RCP015887,2023-01-24 19:40:00,4,24648.44,0.0,0.07,PAY015887
RCP015888,2022-09-09 18:44:00,3,32950.24,0.0,0.07,PAY015888
RCP015889,2024-09-02 08:14:00,2,116293.81,0.0,0.07,PAY015889
RCP015890,2025-12-12 09:11:00,2,58175.89,500.0,0.07,PAY015890
RCP015891,2022-09-11 16:10:00,5,106447.17,500.0,0.07,PAY015891
RCP015892,2022-11-02 21:11:00,4,66031.39,0.0,0.07,PAY015892
RCP015893,2024-01-30 16:49:00,1,98981.31,0.0,0.07,PAY015893
RCP015894,2022-05-28 10:59:00,1,22279.73,50.0,0.07,PAY015894
RCP015895,2024-06-09 11:18:00,4,81348.04,0.0,0.07,PAY015895
RCP015896,2024-10-21 12:28:00,2,106299.87,0.0,0.07,PAY015896
RCP015897,2025-11-20 21:30:00,2,75748.26,50.0,0.07,PAY015897
RCP015898,2023-04-23 16:33:00,4,65500.05,0.0,0.07,PAY015898
RCP015899,2025-01-09 13:11:00,1,15225.13,100.0,0.07,PAY015899
RCP015900,2024-11-25 14:21:00,5,62586.52,500.0,0.07,PAY015900
RCP015901,2025-03-22 11:20:00,3,46980.45,0.0,0.07,PAY015901
RCP015902,2025-05-13 19:28:00,3,76345.93,50.0,0.07,PAY015902
RCP015903,2024-05-09 14:13:00,4,49591.76,0.0,0.07,PAY015903
RCP015904,2025-06-13 18:01:00,2,37532.96,500.0,0.07,PAY015904
RCP015905,2025-08-19 17:23:00,1,45167.85,0.0,0.07,PAY015905
RCP015906,2023-01-12 09:08:00,2,102048.33,50.0,0.07,PAY015906
RCP015907,2024-08-22 20:47:00,3,40703.25,50.0,0.07,PAY015907
RCP015908,2022-05-19 08:37:00,2,96751.03,50.0,0.07,PAY015908
RCP015909,2024-03-23 19:56:00,2,9321.65,0.0,0.07,PAY015909
RCP015910,2022-09-17 15:06:00,1,66860.06,100.0,0.07,PAY015910
RCP015911,2024-07-13 18:20:00,1,26419.35,0.0,0.07,PAY015911
RCP015912,2023-12-26 14:43:00,5,3618.37,0.0,0.07,PAY015912
RCP015913,2024-07-01 21:04:00,4,94008.88,0.0,0.07,PAY015913
RCP015914,2024-01-10 21:28:00,5,11740.72,50.0,0.07,PAY015914
RCP015915,2022-09-13 10:06:00,5,93104.25,0.0,0.07,PAY015915
RCP015916,2022-06-04 15:34:00,4,103534.03,0.0,0.07,PAY015916
RCP015917,2025-08-02 19:11:00,5,36152.86,200.0,0.07,PAY015917
RCP015918,2022-01-24 13:31:00,1,52308.23,0.0,0.07,PAY015918
RCP015919,2022-11-20 14:06:00,2,27406.21,200.0,0.07,PAY015919
RCP015920,2025-09-14 18:29:00,2,59100.43,0.0,0.07,PAY015920
RCP015921,2023-07-09 14:54:00,1,13415.79,500.0,0.07,PAY015921
RCP015922,2024-11-09 09:46:00,3,24309.25,0.0,0.07,PAY015922
RCP015923,2025-08-18 09:50:00,4,115585.55,100.0,0.07,PAY015923
RCP015924,2024-03-30 16:36:00,3,57675.23,50.0,0.07,PAY015924
RCP015925,2022-08-10 17:27:00,3,30152.55,50.0,0.07,PAY015925
RCP015926,2022-05-26 12:00:00,4,21763.36,500.0,0.07,PAY015926
RCP015927,2022-02-21 09:27:00,1,11298.4,0.0,0.07,PAY015927
RCP015928,2025-09-10 12:34:00,3,62784.08,100.0,0.07,PAY015928
RCP015929,2024-01-02 12:48:00,1,4715.25,200.0,0.07,PAY015929
RCP015930,2025-07-06 11:34:00,1,19906.26,0.0,0.07,PAY015930
RCP015931,2023-11-10 17:49:00,5,16715.57,0.0,0.07,PAY015931
RCP015932,2025-09-21 16:53:00,4,7734.67,0.0,0.07,PAY015932
RCP015933,2024-06-12 10:00:00,5,42904.42,50.0,0.07,PAY015933
RCP015934,2025-03-24 20:07:00,3,6393.68,500.0,0.07,PAY015934
RCP015935,2023-08-11 19:18:00,1,99140.72,100.0,0.07,PAY015935
RCP015936,2023-04-11 20:16:00,4,112307.93,0.0,0.07,PAY015936
RCP015937,2022-01-12 09:17:00,4,95064.77,0.0,0.07,PAY015937
RCP015938,2025-06-30 15:00:00,2,49721.92,0.0,0.07,PAY015938
RCP015939,2024-05-07 21:38:00,1,99354.63,50.0,0.07,PAY015939
RCP015940,2022-08-27 15:44:00,1,10875.23,100.0,0.07,PAY015940
RCP015941,2025-06-29 21:44:00,2,77486.04,100.0,0.07,PAY015941
RCP015942,2025-06-04 14:27:00,5,12820.11,50.0,0.07,PAY015942
RCP015943,2025-07-25 08:08:00,4,31409.08,50.0,0.07,PAY015943
RCP015944,2023-04-17 12:33:00,4,32276.53,0.0,0.07,PAY015944
RCP015945,2023-08-31 18:00:00,3,89479.94,200.0,0.07,PAY015945
RCP015946,2022-01-11 08:48:00,5,112216.46,50.0,0.07,PAY015946
RCP015947,2025-10-19 12:17:00,2,53293.91,0.0,0.07,PAY015947
RCP015948,2023-01-14 11:32:00,4,27267.1,500.0,0.07,PAY015948
RCP015949,2025-02-24 16:28:00,3,23383.24,0.0,0.07,PAY015949
RCP015950,2025-06-20 13:11:00,5,9365.03,0.0,0.07,PAY015950
RCP015951,2022-05-01 20:30:00,1,110943.3,0.0,0.07,PAY015951
RCP015952,2023-04-13 21:26:00,1,109690.02,0.0,0.07,PAY015952
RCP015953,2025-09-07 11:59:00,4,55731.35,0.0,0.07,PAY015953
RCP015954,2024-09-09 08:04:00,4,118891.66,0.0,0.07,PAY015954
RCP015955,2022-08-03 08:12:00,5,44769.17,0.0,0.07,PAY015955
RCP015956,2025-09-12 09:16:00,3,36150.41,0.0,0.07,PAY015956
RCP015957,2024-04-17 14:33:00,5,37621.62,100.0,0.07,PAY015957
RCP015958,2023-10-13 10:34:00,4,116751.16,200.0,0.07,PAY015958
RCP015959,2025-03-21 14:43:00,4,30793.42,200.0,0.07,PAY015959
RCP015960,2023-09-24 08:21:00,5,31116.76,200.0,0.07,PAY015960
RCP015961,2024-02-06 10:33:00,3,117921.68,0.0,0.07,PAY015961
RCP015962,2025-12-27 17:12:00,5,101987.14,0.0,0.07,PAY015962
RCP015963,2025-08-02 10:14:00,4,57845.63,0.0,0.07,PAY015963
RCP015964,2025-09-11 18:17:00,4,63232.07,0.0,0.07,PAY015964
RCP015965,2022-10-20 17:04:00,5,75606.97,50.0,0.07,PAY015965
RCP015966,2024-04-01 20:06:00,1,76123.47,100.0,0.07,PAY015966
RCP015967,2022-12-03 10:33:00,5,82698.4,50.0,0.07,PAY015967
RCP015968,2023-09-24 10:55:00,5,37370.58,200.0,0.07,PAY015968
RCP015969,2023-06-30 20:52:00,3,880.94,0.0,0.07,PAY015969
RCP015970,2025-05-20 08:46:00,2,23887.21,100.0,0.07,PAY015970
RCP015971,2023-05-05 14:52:00,5,57453.15,0.0,0.07,PAY015971
RCP015972,2022-02-21 12:13:00,5,19801.03,0.0,0.07,PAY015972
RCP015973,2022-03-05 14:40:00,5,65822.71,0.0,0.07,PAY015973
RCP015974,2023-11-16 21:26:00,3,73996.13,100.0,0.07,PAY015974
RCP015975,2022-02-24 17:35:00,3,37078.22,0.0,0.07,PAY015975
RCP015976,2024-07-10 18:54:00,4,105537.17,0.0,0.07,PAY015976
RCP015977,2022-06-20 19:17:00,3,57974.02,200.0,0.07,PAY015977
RCP015978,2022-04-03 11:14:00,3,68335.06,0.0,0.07,PAY015978
RCP015979,2023-06-21 09:36:00,1,8905.47,500.0,0.07,PAY015979
RCP015980,2022-12-06 19:42:00,2,86453.94,200.0,0.07,PAY015980
RCP015981,2025-06-18 13:48:00,3,106044.15,50.0,0.07,PAY015981
RCP015982,2022-07-03 20:30:00,5,64138.89,0.0,0.07,PAY015982
RCP015983,2022-12-17 12:20:00,5,63450.22,100.0,0.07,PAY015983
RCP015984,2022-04-30 09:35:00,5,117490.66,100.0,0.07,PAY015984
RCP015985,2023-10-31 09:56:00,3,12583.9,50.0,0.07,PAY015985
RCP015986,2025-05-11 20:37:00,3,85382.4,0.0,0.07,PAY015986
RCP015987,2025-07-04 08:16:00,3,69257.46,100.0,0.07,PAY015987
RCP015988,2025-10-18 19:42:00,1,25479.48,100.0,0.07,PAY015988
RCP015989,2024-02-09 18:21:00,1,7182.88,50.0,0.07,PAY015989
RCP015990,2025-03-22 08:50:00,2,99761.97,0.0,0.07,PAY015990
RCP015991,2025-06-14 17:33:00,4,22968.51,50.0,0.07,PAY015991
RCP015992,2025-09-30 14:41:00,1,33649.15,50.0,0.07,PAY015992
RCP015993,2023-01-03 11:27:00,4,114024.27,50.0,0.07,PAY015993
RCP015994,2022-06-28 16:44:00,3,119009.26,0.0,0.07,PAY015994
RCP015995,2025-10-14 09:24:00,1,119857.74,500.0,0.07,PAY015995
RCP015996,2025-09-29 08:40:00,2,91042.17,0.0,0.07,PAY015996
RCP015997,2022-09-01 13:27:00,4,40973.96,100.0,0.07,PAY015997
RCP015998,2024-05-23 20:25:00,4,47356.16,200.0,0.07,PAY015998
RCP015999,2022-01-30 15:37:00,3,88531.5,0.0,0.07,PAY015999
RCP016000,2022-01-07 16:33:00,3,40623.66,0.0,0.07,PAY016000
RCP016001,2024-05-20 14:36:00,4,17833.33,100.0,0.07,PAY016001
RCP016002,2022-09-12 19:57:00,2,9646.56,100.0,0.07,PAY016002
RCP016003,2025-07-29 17:04:00,1,57880.26,200.0,0.07,PAY016003
RCP016004,2023-04-19 18:07:00,4,109385.39,0.0,0.07,PAY016004
RCP016005,2023-10-21 11:40:00,2,97968.35,0.0,0.07,PAY016005
RCP016006,2023-02-20 21:49:00,3,40011.07,0.0,0.07,PAY016006
RCP016007,2022-03-09 14:19:00,3,10220.38,0.0,0.07,PAY016007
RCP016008,2022-05-29 08:40:00,1,65894.82,0.0,0.07,PAY016008
RCP016009,2023-08-26 21:38:00,3,102757.89,0.0,0.07,PAY016009
RCP016010,2023-09-22 14:00:00,2,62368.51,100.0,0.07,PAY016010
RCP016011,2025-12-09 18:54:00,5,33148.63,500.0,0.07,PAY016011
RCP016012,2023-12-06 09:47:00,4,91431.44,50.0,0.07,PAY016012
RCP016013,2025-04-23 15:03:00,5,71148.39,500.0,0.07,PAY016013
RCP016014,2024-01-14 13:43:00,5,65261.4,100.0,0.07,PAY016014
RCP016015,2022-01-22 08:58:00,5,83603.54,50.0,0.07,PAY016015
RCP016016,2022-01-25 15:00:00,5,106200.68,50.0,0.07,PAY016016
RCP016017,2023-10-28 15:37:00,5,55381.92,200.0,0.07,PAY016017
RCP016018,2022-09-27 19:09:00,3,83443.17,0.0,0.07,PAY016018
RCP016019,2025-05-10 18:57:00,4,8547.2,200.0,0.07,PAY016019
RCP016020,2023-11-09 18:48:00,1,81223.78,50.0,0.07,PAY016020
RCP016021,2025-06-02 21:56:00,4,59325.27,200.0,0.07,PAY016021
RCP016022,2024-05-11 08:15:00,1,87911.08,0.0,0.07,PAY016022
RCP016023,2022-11-19 14:40:00,2,115856.78,200.0,0.07,PAY016023
RCP016024,2025-06-24 20:15:00,5,44226.11,100.0,0.07,PAY016024
RCP016025,2022-07-15 18:47:00,1,8385.51,50.0,0.07,PAY016025
RCP016026,2022-02-01 12:47:00,3,112062.7,500.0,0.07,PAY016026
RCP016027,2022-04-27 17:52:00,1,48176.4,0.0,0.07,PAY016027
RCP016028,2023-08-15 09:05:00,1,13129.46,500.0,0.07,PAY016028
RCP016029,2022-08-28 21:10:00,1,45972.18,100.0,0.07,PAY016029
RCP016030,2025-07-04 09:14:00,5,59046.32,0.0,0.07,PAY016030
RCP016031,2024-11-09 12:44:00,1,67359.77,500.0,0.07,PAY016031
RCP016032,2023-01-03 11:47:00,3,73970.08,50.0,0.07,PAY016032
RCP016033,2025-12-16 12:23:00,4,45253.64,0.0,0.07,PAY016033
RCP016034,2024-04-27 15:17:00,4,68775.92,0.0,0.07,PAY016034
RCP016035,2025-10-15 14:07:00,2,11716.22,0.0,0.07,PAY016035
RCP016036,2025-07-10 14:28:00,3,115719.96,0.0,0.07,PAY016036
RCP016037,2023-12-31 16:39:00,2,73757.3,0.0,0.07,PAY016037
RCP016038,2022-06-20 18:59:00,5,41618.58,0.0,0.07,PAY016038
RCP016039,2025-04-15 08:03:00,5,98384.97,0.0,0.07,PAY016039
RCP016040,2025-08-19 11:00:00,1,50980.57,50.0,0.07,PAY016040
RCP016041,2023-07-14 19:22:00,2,20618.82,200.0,0.07,PAY016041
RCP016042,2025-05-31 21:11:00,1,21310.54,0.0,0.07,PAY016042
RCP016043,2022-08-29 15:24:00,5,73892.13,500.0,0.07,PAY016043
RCP016044,2022-04-03 14:30:00,5,14277.08,500.0,0.07,PAY016044
RCP016045,2023-08-19 19:10:00,4,113718.2,0.0,0.07,PAY016045
RCP016046,2024-12-10 18:36:00,5,47837.28,0.0,0.07,PAY016046
RCP016047,2024-09-11 17:15:00,4,17733.3,0.0,0.07,PAY016047
RCP016048,2025-06-04 17:31:00,2,42270.36,200.0,0.07,PAY016048
RCP016049,2024-10-18 16:25:00,3,24763.54,0.0,0.07,PAY016049
RCP016050,2022-08-22 17:37:00,1,87049.95,0.0,0.07,PAY016050
RCP016051,2025-07-11 16:13:00,2,22159.33,50.0,0.07,PAY016051
RCP016052,2022-04-20 20:30:00,2,95782.24,50.0,0.07,PAY016052
RCP016053,2024-07-10 11:00:00,4,44547.91,50.0,0.07,PAY016053
RCP016054,2023-04-15 17:43:00,1,43976.01,0.0,0.07,PAY016054
RCP016055,2024-08-21 19:17:00,1,29240.44,0.0,0.07,PAY016055
RCP016056,2022-07-23 21:00:00,4,93146.32,100.0,0.07,PAY016056
RCP016057,2024-01-30 21:14:00,1,113807.71,50.0,0.07,PAY016057
RCP016058,2022-09-02 21:01:00,1,86303.72,100.0,0.07,PAY016058
RCP016059,2025-02-19 20:43:00,5,31612.43,0.0,0.07,PAY016059
RCP016060,2025-06-13 10:32:00,1,33752.85,0.0,0.07,PAY016060
RCP016061,2024-11-01 19:13:00,4,18301.29,50.0,0.07,PAY016061
RCP016062,2025-07-07 15:18:00,5,91899.9,100.0,0.07,PAY016062
RCP016063,2025-02-11 15:34:00,4,108969.11,0.0,0.07,PAY016063
RCP016064,2022-10-29 14:23:00,5,63001.83,100.0,0.07,PAY016064
RCP016065,2022-03-03 09:46:00,4,17966.41,200.0,0.07,PAY016065
RCP016066,2025-04-03 13:56:00,5,112498.65,100.0,0.07,PAY016066
RCP016067,2022-12-12 08:09:00,2,69606.48,100.0,0.07,PAY016067
RCP016068,2022-10-10 10:08:00,4,823.23,0.0,0.07,PAY016068
RCP016069,2023-05-23 11:46:00,4,57392.89,200.0,0.07,PAY016069
RCP016070,2024-08-06 08:15:00,2,107260.18,0.0,0.07,PAY016070
RCP016071,2024-12-12 21:15:00,3,34395.43,100.0,0.07,PAY016071
RCP016072,2024-06-13 14:24:00,2,74665.81,50.0,0.07,PAY016072
RCP016073,2024-10-02 17:03:00,1,3086.57,0.0,0.07,PAY016073
RCP016074,2022-08-02 12:40:00,4,78548.99,50.0,0.07,PAY016074
RCP016075,2023-06-25 09:57:00,1,70847.17,200.0,0.07,PAY016075
RCP016076,2024-09-13 15:15:00,3,18067.52,100.0,0.07,PAY016076
RCP016077,2024-06-24 13:51:00,5,26221.55,100.0,0.07,PAY016077
RCP016078,2025-04-24 17:06:00,1,113314.2,0.0,0.07,PAY016078
RCP016079,2025-12-18 16:09:00,3,22974.82,0.0,0.07,PAY016079
RCP016080,2025-07-09 19:27:00,5,93998.85,0.0,0.07,PAY016080
RCP016081,2023-03-31 13:44:00,1,111925.89,200.0,0.07,PAY016081
RCP016082,2023-10-27 12:26:00,5,16276.32,100.0,0.07,PAY016082
RCP016083,2025-09-05 14:17:00,5,65581.29,200.0,0.07,PAY016083
RCP016084,2022-03-12 13:20:00,3,119912.07,50.0,0.07,PAY016084
RCP016085,2024-07-29 10:40:00,4,33976.97,500.0,0.07,PAY016085
RCP016086,2024-03-04 17:31:00,3,50247.41,0.0,0.07,PAY016086
RCP016087,2024-09-13 17:08:00,2,20901.65,50.0,0.07,PAY016087
RCP016088,2025-08-15 08:17:00,4,116472.17,200.0,0.07,PAY016088
RCP016089,2024-12-09 13:21:00,3,1494.16,200.0,0.07,PAY016089
RCP016090,2025-03-07 18:01:00,4,11684.03,200.0,0.07,PAY016090
RCP016091,2024-07-04 12:22:00,4,35478.15,500.0,0.07,PAY016091
RCP016092,2025-01-22 11:16:00,5,65609.38,0.0,0.07,PAY016092
RCP016093,2022-07-25 09:20:00,4,52539.28,0.0,0.07,PAY016093
RCP016094,2025-01-03 15:13:00,3,41722.28,50.0,0.07,PAY016094
RCP016095,2024-04-23 19:23:00,1,97351.43,500.0,0.07,PAY016095
RCP016096,2023-11-23 13:58:00,3,84610.73,50.0,0.07,PAY016096
RCP016097,2023-10-25 20:53:00,1,12596.97,200.0,0.07,PAY016097
RCP016098,2024-10-13 17:49:00,4,21842.67,0.0,0.07,PAY016098
RCP016099,2024-06-11 20:46:00,4,73444.94,0.0,0.07,PAY016099
RCP016100,2023-10-22 10:39:00,2,11537.08,500.0,0.07,PAY016100
RCP016101,2025-10-21 08:07:00,2,87871.92,50.0,0.07,PAY016101
RCP016102,2022-10-18 09:01:00,2,8797.2,0.0,0.07,PAY016102
RCP016103,2025-07-07 21:19:00,1,110198.68,200.0,0.07,PAY016103
RCP016104,2023-02-01 15:33:00,2,22250.33,100.0,0.07,PAY016104
RCP016105,2024-05-07 19:09:00,3,1004.99,500.0,0.07,PAY016105
RCP016106,2024-03-05 21:58:00,5,84385.5,50.0,0.07,PAY016106
RCP016107,2025-08-30 08:22:00,5,97112.03,0.0,0.07,PAY016107
RCP016108,2025-12-15 20:37:00,4,21159.92,50.0,0.07,PAY016108
RCP016109,2023-09-25 19:31:00,4,108939.53,0.0,0.07,PAY016109
RCP016110,2023-01-15 14:41:00,2,8660.52,0.0,0.07,PAY016110
RCP016111,2023-06-19 18:17:00,1,52376.46,500.0,0.07,PAY016111
RCP016112,2025-05-03 14:38:00,4,17483.2,200.0,0.07,PAY016112
RCP016113,2023-12-05 12:34:00,3,87913.61,50.0,0.07,PAY016113
RCP016114,2024-01-06 08:32:00,5,9602.62,50.0,0.07,PAY016114
RCP016115,2024-05-28 08:16:00,2,34147.75,0.0,0.07,PAY016115
RCP016116,2024-02-16 18:05:00,1,30882.68,50.0,0.07,PAY016116
RCP016117,2024-05-09 20:40:00,1,55894.49,0.0,0.07,PAY016117
RCP016118,2023-11-07 14:11:00,2,115892.92,500.0,0.07,PAY016118
RCP016119,2024-09-16 21:06:00,3,71905.24,100.0,0.07,PAY016119
RCP016120,2025-10-18 13:54:00,1,23403.14,0.0,0.07,PAY016120
RCP016121,2025-01-22 09:23:00,3,21166.95,200.0,0.07,PAY016121
RCP016122,2022-01-24 12:06:00,2,87401.75,100.0,0.07,PAY016122
RCP016123,2024-10-21 14:46:00,1,50222.28,0.0,0.07,PAY016123
RCP016124,2022-01-14 20:31:00,5,16477.22,500.0,0.07,PAY016124
RCP016125,2024-09-27 16:16:00,4,95905.32,0.0,0.07,PAY016125
RCP016126,2025-10-29 19:20:00,3,6422.64,100.0,0.07,PAY016126
