Product_SerialNumber,Stock_ID,track_date,track_updated_movement
SN307761952,STK000561,2025-02-23,Reserved
SN890576424,STK000137,2022-03-18,Returned
SN947467869,STK001221,2022-08-30,Transferred
SN786527574,STK001371,2025-08-30,Adjusted
SN112078583,STK000279,2025-10-24,Adjusted
SN865402752,STK000058,2023-08-26,Returned
SN600433375,STK000265,2024-01-18,Sold
SN413488676,STK000494,2023-04-26,Adjusted
SN657324842,STK001258,2024-08-01,Adjusted
SN819628197,STK000308,2024-06-17,Transferred
SN839032248,STK000498,2025-11-22,Received
SN165621030,STK000266,2024-06-21,Reserved
SN626162768,STK000186,2022-11-15,Received
SN108659784,STK001347,2024-04-24,Received
SN721102069,STK000840,2022-08-20,Transferred
SN108445383,STK000847,2025-12-21,Sold
SN448493346,STK000159,2025-02-02,Returned
SN200578794,STK000871,2022-02-08,Returned
SN389901165,STK001468,2025-08-01,Reserved
SN150025140,STK001438,2025-11-25,Returned
SN483807568,STK000786,2023-06-04,Reserved
SN262751099,STK000398,2025-04-08,Transferred
SN890576424,STK000709,2025-12-26,Transferred
SN186404978,STK000302,2022-01-04,Reserved
SN515253268,STK000925,2024-03-04,Reserved
SN344312828,STK001262,2024-11-17,Adjusted
SN521440835,STK000055,2025-10-14,Received
SN468112910,STK000960,2024-04-27,Received
SN571181665,STK000065,2024-01-20,Sold
SN719847013,STK000556,2022-05-19,Sold
SN843124891,STK001281,2022-01-21,Transferred
SN234427982,STK000679,2025-06-25,Transferred
SN847125665,STK001182,2024-04-29,Returned
SN868597168,STK000201,2022-07-10,Adjusted
SN548058043,STK000130,2022-04-03,Received
SN821752902,STK000983,2023-04-25,Sold
SN552532845,STK000204,2023-02-09,Transferred
SN959158456,STK001318,2022-08-19,Reserved
SN824852177,STK000724,2025-07-25,Sold
SN465386172,STK001002,2025-04-03,Adjusted
SN893679551,STK001269,2024-08-16,Adjusted
SN751719292,STK001108,2024-02-28,Adjusted
SN199281160,STK000512,2022-09-09,Returned
SN167123977,STK001209,2022-05-20,Transferred
SN712305802,STK001195,2022-07-23,Reserved
SN735746224,STK000413,2022-06-08,Adjusted
SN805557365,STK001429,2025-06-30,Reserved
SN410769971,STK000803,2024-09-19,Transferred
SN108659784,STK000306,2022-02-06,Returned
SN215789725,STK001325,2022-06-22,Transferred
SN530188359,STK000474,2024-03-31,Transferred
SN374898833,STK000321,2025-03-27,Reserved
SN861036702,STK000939,2024-03-23,Adjusted
SN658764771,STK001159,2025-01-17,Transferred
SN230761224,STK001180,2024-12-27,Received
SN199281160,STK001282,2024-02-24,Received
SN650140502,STK000486,2025-11-15,Reserved
SN556284606,STK001300,2023-03-16,Reserved
SN865402752,STK000840,2024-07-01,Reserved
SN246881526,STK000866,2023-05-07,Returned
SN318381219,STK000148,2023-12-06,Received
SN583977259,STK001370,2023-08-31,Sold
SN947467869,STK000227,2023-02-21,Reserved
SN564828977,STK000886,2024-09-05,Sold
SN810852223,STK000140,2022-01-09,Sold
SN983188146,STK000842,2023-02-03,Sold
SN410769971,STK001338,2025-06-05,Reserved
SN940120598,STK000354,2022-10-27,Adjusted
SN134911099,STK000863,2023-10-27,Reserved
SN271734574,STK000731,2024-04-10,Adjusted
SN951323988,STK000483,2023-09-24,Received
SN412404895,STK000068,2025-11-08,Reserved
SN969298774,STK000117,2025-02-09,Transferred
SN380094439,STK000836,2024-10-01,Adjusted
SN258152154,STK001363,2023-08-02,Transferred
SN650140502,STK000083,2023-05-08,Sold
SN445077710,STK000114,2025-11-30,Adjusted
SN108445383,STK000735,2025-02-26,Sold
SN500467574,STK000923,2023-06-23,Received
SN872706479,STK000127,2024-09-08,Received
SN491310430,STK001340,2024-04-15,Received
SN158931992,STK000380,2024-01-16,Received
SN932831232,STK000670,2022-08-12,Reserved
SN234427982,STK000583,2023-10-05,Sold
SN806006384,STK000031,2025-02-01,Transferred
SN806006384,STK000026,2025-01-08,Transferred
SN301736497,STK000845,2024-06-20,Returned
SN286516717,STK000672,2023-05-14,Received
SN380892232,STK001296,2023-03-02,Reserved
SN699313297,STK001177,2024-05-17,Returned
SN160213727,STK000058,2025-04-20,Transferred
SN364788676,STK001330,2022-07-27,Adjusted
SN981643779,STK000983,2025-03-26,Returned
SN858537368,STK001038,2024-06-09,Received
SN659860385,STK000074,2023-03-16,Reserved
SN843048303,STK001145,2024-07-31,Adjusted
SN113674643,STK000667,2022-06-16,Returned
SN721102069,STK000345,2025-11-03,Reserved
SN699313297,STK000199,2023-10-13,Received
SN820395066,STK000331,2024-10-23,Transferred
SN929349708,STK000327,2023-09-23,Returned
SN552532845,STK001212,2022-08-29,Transferred
SN741620161,STK001031,2022-07-05,Reserved
SN875595874,STK001105,2023-06-28,Reserved
SN108659784,STK000031,2024-05-13,Returned
SN821752902,STK001327,2024-11-26,Transferred
SN266831295,STK000865,2023-11-04,Returned
SN778002778,STK001476,2022-09-09,Adjusted
SN449000369,STK001227,2025-10-04,Sold
SN115247157,STK001321,2024-05-16,Reserved
SN863488510,STK001115,2025-06-12,Transferred
SN261912137,STK000516,2023-06-10,Received
SN861036702,STK001197,2023-12-27,Sold
SN893679551,STK001478,2024-11-05,Returned
SN620932215,STK000417,2024-09-26,Received
SN533973928,STK001073,2024-01-16,Sold
SN729076620,STK000062,2023-11-21,Sold
SN230761224,STK000684,2025-01-12,Sold
SN552532845,STK001043,2023-03-02,Sold
SN816485950,STK000360,2024-07-05,Reserved
SN665361187,STK000750,2025-08-05,Transferred
SN468112910,STK001379,2025-10-08,Received
SN266556424,STK000836,2025-04-22,Adjusted
SN759401387,STK001042,2022-10-10,Transferred
SN195468521,STK001140,2025-05-25,Sold
SN429484816,STK001131,2024-04-09,Reserved
SN437039174,STK001135,2022-07-27,Sold
SN473919935,STK000595,2024-07-29,Reserved
SN982769541,STK001087,2024-08-13,Transferred
SN665361187,STK000943,2022-10-02,Transferred
SN220134083,STK000297,2025-03-11,Returned
SN678390102,STK000344,2023-01-02,Sold
SN505225906,STK000510,2022-04-01,Reserved
SN666033334,STK001256,2023-05-18,Received
SN541958674,STK000543,2024-11-04,Returned
SN442868695,STK000743,2025-10-24,Reserved
SN777835522,STK001180,2023-09-16,Adjusted
SN699642085,STK000189,2025-08-09,Reserved
SN497665934,STK001179,2023-12-07,Reserved
SN880337248,STK000260,2022-06-20,Received
SN981643779,STK001147,2023-09-11,Adjusted
SN380094439,STK000850,2022-05-07,Received
SN698611742,STK001078,2022-05-24,Received
SN991858405,STK000008,2023-01-26,Adjusted
SN115075284,STK000270,2023-08-11,Adjusted
SN140875226,STK000706,2025-05-21,Received
SN713459412,STK000256,2025-09-12,Reserved
SN604401434,STK000975,2025-01-17,Sold
SN959158456,STK000518,2022-04-10,Received
SN350346336,STK000413,2025-07-27,Adjusted
SN222776132,STK000092,2022-01-05,Received
SN805557365,STK000571,2024-03-30,Adjusted
SN330705481,STK000063,2023-02-02,Reserved
SN199281160,STK000986,2023-04-07,Received
SN496471435,STK000078,2023-02-25,Sold
SN871435208,STK001208,2024-08-08,Received
SN159870818,STK000962,2022-07-30,Received
SN737697223,STK001056,2025-11-16,Sold
SN544179579,STK000080,2025-06-08,Sold
SN961622974,STK000977,2022-10-20,Adjusted
SN660906951,STK000258,2024-02-03,Returned
SN981747735,STK000886,2023-09-13,Sold
SN482256697,STK000729,2022-06-16,Transferred
SN429484816,STK001388,2022-02-01,Returned
SN279191022,STK000887,2022-07-27,Sold
SN508388263,STK000787,2025-07-17,Adjusted
SN301736497,STK000811,2022-02-02,Received
SN192260453,STK001236,2025-12-13,Received
SN192260453,STK000118,2022-03-29,Received
SN657324842,STK000963,2025-01-14,Sold
SN464770555,STK001308,2024-01-02,Received
SN698611742,STK001429,2024-02-16,Sold
SN256249832,STK000727,2023-05-09,Sold
SN759401387,STK000438,2022-10-14,Received
SN350346336,STK000858,2022-03-18,Transferred
SN361347624,STK000070,2023-01-25,Returned
SN616168357,STK000050,2023-07-03,Transferred
SN514364411,STK001226,2022-02-10,Transferred
SN947467869,STK000425,2025-07-02,Transferred
SN684590140,STK001084,2025-01-19,Transferred
SN912404236,STK000858,2025-05-14,Reserved
SN678390102,STK001478,2025-05-30,Returned
SN307761952,STK000117,2023-11-08,Received
SN809805780,STK000529,2024-08-02,Sold
SN376671582,STK001224,2023-04-08,Reserved
SN792152709,STK001330,2023-02-13,Transferred
SN529115820,STK000761,2023-12-20,Returned
SN617581747,STK000204,2024-12-02,Received
SN417334625,STK001074,2024-11-30,Reserved
SN997802121,STK001500,2022-07-01,Reserved
SN631619127,STK000265,2024-02-27,Sold
SN414917268,STK000656,2022-10-03,Adjusted
SN260128874,STK001065,2024-01-16,Returned
SN199281160,STK001336,2024-05-26,Adjusted
SN821752902,STK000905,2023-01-02,Reserved
SN753805447,STK001474,2024-03-20,Transferred
SN703226647,STK000742,2025-06-17,Reserved
SN416395000,STK001452,2025-10-09,Sold
SN816072298,STK000869,2024-01-14,Adjusted
SN659860385,STK001104,2022-03-13,Reserved
SN887373055,STK001351,2022-04-22,Adjusted
SN939060325,STK001335,2025-09-05,Returned
SN149163980,STK000971,2024-09-22,Received
SN821739242,STK000897,2022-03-19,Transferred
SN977274810,STK000636,2024-09-20,Transferred
SN491310430,STK000802,2024-04-05,Returned
SN598888943,STK000215,2024-10-04,Received
SN863488510,STK000268,2024-06-19,Transferred
SN364788676,STK000327,2025-02-18,Transferred
SN795636897,STK001104,2024-05-27,Sold
SN233114896,STK001315,2025-04-06,Adjusted
SN947467869,STK000304,2023-02-06,Sold
SN887800374,STK001164,2024-06-22,Adjusted
SN806006384,STK000729,2024-08-22,Adjusted
SN187878054,STK000167,2023-05-05,Received
SN542116966,STK000580,2022-11-26,Returned
SN405676613,STK000185,2024-07-23,Sold
SN806006384,STK000400,2024-12-21,Reserved
SN781539371,STK000509,2024-07-21,Transferred
SN716144599,STK000420,2022-09-12,Received
SN708486928,STK000599,2023-09-13,Returned
SN448664540,STK000048,2022-05-15,Transferred
SN500467574,STK000019,2023-08-11,Reserved
SN512165815,STK000854,2025-11-30,Sold
SN623387452,STK001397,2022-12-06,Transferred
SN867468531,STK000161,2024-08-04,Received
SN525794755,STK001071,2024-12-20,Reserved
SN678843958,STK000733,2023-04-15,Sold
SN451940918,STK000674,2025-08-14,Returned
SN245673075,STK001137,2024-03-30,Returned
SN183175424,STK001431,2024-03-15,Sold
SN318381219,STK000208,2022-12-01,Returned
SN524605360,STK001080,2024-10-24,Reserved
SN950757919,STK000377,2025-07-18,Transferred
SN948289563,STK001112,2025-08-30,Transferred
SN556284606,STK000420,2022-06-20,Sold
SN189517299,STK000656,2022-02-26,Sold
SN886196669,STK000591,2024-03-06,Adjusted
SN514120577,STK000493,2025-01-19,Transferred
SN512165815,STK000434,2023-07-08,Adjusted
SN150938666,STK001286,2024-03-11,Sold
SN212049628,STK000902,2024-06-02,Adjusted
SN778002778,STK001173,2022-04-14,Reserved
SN330705481,STK001328,2022-03-03,Returned
SN261912137,STK000302,2025-08-04,Returned
SN179877028,STK000873,2024-03-03,Reserved
SN713459412,STK000491,2024-08-20,Sold
SN880337248,STK000854,2022-01-30,Returned
SN305068631,STK001421,2022-09-07,Transferred
SN162390086,STK001236,2023-07-07,Reserved
SN573485701,STK001124,2025-09-28,Transferred
SN835261303,STK000824,2024-08-06,Adjusted
SN525794755,STK000775,2023-02-28,Reserved
SN779724559,STK000854,2025-01-09,Returned
SN451940918,STK001003,2025-10-02,Transferred
SN417230497,STK000787,2022-06-06,Transferred
SN615517327,STK000382,2025-08-19,Returned
SN207408299,STK000785,2025-11-18,Returned
SN508388263,STK000394,2022-03-19,Received
SN835261303,STK000889,2023-01-22,Received
SN723359206,STK001284,2023-08-12,Received
SN604401434,STK000071,2023-01-18,Received
SN820395066,STK000106,2022-04-13,Reserved
SN775349787,STK000527,2025-10-28,Returned
SN350346336,STK001036,2025-07-28,Received
SN870809125,STK000619,2023-05-03,Received
SN871435208,STK000202,2023-01-15,Received
SN390838922,STK000707,2024-05-18,Sold
SN368400646,STK000977,2024-12-10,Sold
SN363898064,STK001020,2022-04-23,Adjusted
SN739768807,STK000984,2023-10-03,Received
SN558736454,STK000680,2024-06-13,Received
SN321017052,STK000345,2024-02-14,Transferred
SN144155421,STK000817,2023-10-07,Adjusted
SN830572850,STK001209,2022-08-18,Adjusted
SN858537368,STK000362,2022-06-08,Returned
SN236402267,STK001070,2023-02-12,Transferred
SN419777307,STK000098,2022-12-20,Transferred
SN541958674,STK001288,2022-11-24,Transferred
SN723359206,STK001371,2024-06-08,Transferred
SN195468521,STK000379,2023-04-16,Reserved
SN108445383,STK000514,2025-04-04,Adjusted
SN256249832,STK000237,2024-05-26,Transferred
SN774308762,STK001249,2025-01-31,Reserved
SN719847013,STK000587,2023-01-07,Received
SN808351589,STK000307,2022-05-13,Returned
SN146143917,STK000475,2022-03-10,Returned
SN555020609,STK001199,2025-02-15,Received
SN580081326,STK001466,2024-03-30,Transferred
SN414917268,STK000763,2024-10-11,Received
SN189517299,STK000024,2025-09-25,Sold
SN614218554,STK000692,2022-02-10,Transferred
SN266556424,STK001420,2023-06-14,Reserved
SN865402752,STK000979,2024-07-23,Reserved
SN936689478,STK000354,2024-02-22,Transferred
SN143119987,STK001303,2022-04-04,Sold
SN874314568,STK000643,2025-05-28,Transferred
SN620580236,STK000942,2022-01-23,Returned
SN623387452,STK000981,2025-06-04,Returned
SN530188359,STK000621,2025-02-06,Sold
SN583759674,STK000924,2023-10-09,Received
SN587274756,STK000358,2024-05-24,Returned
SN745580353,STK000281,2023-01-07,Returned
SN892753602,STK000138,2025-10-26,Returned
SN666033334,STK001108,2023-11-07,Adjusted
SN102699691,STK001323,2024-08-09,Received
SN405676613,STK000079,2022-10-05,Transferred
SN195468521,STK001187,2024-05-07,Returned
SN296937629,STK001168,2023-02-08,Received
SN865402752,STK000275,2024-10-04,Reserved
SN206454189,STK000035,2024-09-08,Returned
SN845534349,STK000221,2024-08-29,Transferred
SN837779943,STK000723,2022-07-15,Adjusted
SN555020609,STK001065,2023-12-26,Transferred
SN518677347,STK000437,2025-05-08,Reserved
SN697614499,STK001343,2024-05-21,Received
SN472845185,STK000829,2023-08-01,Received
SN712305802,STK000170,2024-04-16,Received
SN617581747,STK001224,2023-12-03,Reserved
SN887800374,STK000526,2023-07-01,Returned
SN739298737,STK000701,2025-07-12,Reserved
SN165621030,STK000982,2023-12-19,Sold
SN383562770,STK000085,2025-01-11,Transferred
SN775349787,STK001381,2024-09-24,Returned
SN947467869,STK000105,2023-10-05,Adjusted
SN192260453,STK000859,2022-06-27,Transferred
SN296937629,STK000193,2023-08-19,Sold
SN572081777,STK000406,2025-02-27,Reserved
SN207625426,STK000187,2024-03-10,Transferred
SN991858405,STK001154,2022-11-03,Returned
SN581780028,STK001191,2023-08-15,Transferred
SN271734574,STK000632,2022-02-19,Adjusted
SN723359206,STK000546,2025-01-23,Sold
SN830572850,STK000064,2024-02-28,Transferred
SN234427982,STK001152,2025-07-05,Transferred
SN284536129,STK001137,2024-10-23,Sold
SN979402423,STK000069,2022-06-03,Reserved
SN260128874,STK000564,2025-03-12,Sold
SN565676781,STK000271,2022-09-28,Received
SN900831154,STK000894,2023-12-15,Transferred
SN646976463,STK000207,2022-05-07,Sold
SN367922719,STK000648,2025-03-03,Reserved
SN216872612,STK000878,2025-06-27,Sold
SN144155421,STK001131,2025-09-04,Transferred
SN220294510,STK001261,2025-08-06,Received
SN417334625,STK001398,2025-08-26,Transferred
SN843048303,STK000500,2025-04-18,Adjusted
SN947662356,STK001188,2022-09-03,Reserved
SN949351243,STK000601,2024-06-17,Received
SN900831154,STK001176,2023-11-21,Transferred
SN867468531,STK000127,2023-09-11,Returned
SN500467574,STK001310,2023-10-28,Returned
SN753805447,STK000613,2025-12-26,Returned
SN959158456,STK000676,2023-07-06,Adjusted
SN931906124,STK001250,2025-07-23,Returned
SN703226647,STK001442,2024-06-07,Adjusted
SN824954148,STK001329,2023-08-27,Reserved
SN668370652,STK000583,2022-09-02,Returned
SN821739242,STK000939,2022-09-07,Adjusted
SN384722185,STK001360,2023-12-28,Received
SN405676613,STK000390,2024-03-19,Sold
SN233114896,STK001481,2024-08-21,Sold
SN478317077,STK001189,2022-10-28,Transferred
SN824954148,STK000960,2025-04-25,Sold
SN566961377,STK000227,2022-11-04,Sold
SN513174482,STK001421,2023-03-23,Sold
SN930461408,STK000177,2023-07-01,Received
SN572081777,STK001245,2022-06-28,Received
SN440583982,STK000128,2022-04-07,Returned
SN266556424,STK001070,2022-11-05,Transferred
SN183175424,STK001239,2025-05-07,Adjusted
SN309419237,STK000235,2024-09-21,Received
SN824954148,STK001162,2023-08-12,Received
SN722159521,STK000563,2023-09-12,Transferred
SN631619127,STK001477,2023-06-27,Adjusted
SN582656385,STK000347,2024-05-21,Returned
SN582138582,STK001023,2023-04-17,Reserved
SN284536129,STK001483,2025-10-18,Sold
SN518677347,STK000798,2023-11-23,Transferred
SN271734574,STK000473,2022-02-07,Sold
SN949351243,STK001142,2023-10-19,Returned
SN566152395,STK000945,2023-04-12,Returned
SN344312828,STK000865,2022-08-31,Sold
SN779724559,STK001084,2025-06-21,Sold
SN950066499,STK001059,2024-05-05,Returned
SN158931992,STK000847,2023-12-25,Reserved
SN657324842,STK001435,2025-05-12,Adjusted
SN821739242,STK000511,2025-05-24,Adjusted
SN199281160,STK000511,2022-11-12,Sold
SN936689478,STK000661,2023-11-07,Transferred
SN976132363,STK000495,2024-08-18,Received
SN508388263,STK000497,2025-12-25,Sold
SN468112910,STK000744,2024-09-20,Received
SN246881526,STK000073,2023-10-02,Returned
SN555020609,STK000962,2023-04-16,Returned
SN565884131,STK000151,2022-05-25,Transferred
SN474720196,STK000787,2025-03-10,Returned
SN677370211,STK000445,2025-12-06,Adjusted
SN709994661,STK001038,2023-07-05,Adjusted
SN463456800,STK000545,2022-01-02,Reserved
SN260128874,STK000559,2022-02-21,Adjusted
SN845331158,STK000683,2023-07-30,Sold
SN962343136,STK000410,2022-04-04,Returned
SN716144599,STK000166,2023-06-10,Sold
SN792152709,STK000595,2024-07-09,Received
SN503775620,STK000613,2025-01-08,Sold
SN855339761,STK000378,2023-09-02,Transferred
SN740743966,STK000926,2024-10-09,Returned
SN942153709,STK001204,2024-10-10,Adjusted
SN582138582,STK000284,2025-04-21,Sold
SN879019991,STK000961,2023-07-24,Sold
SN900831154,STK001328,2025-07-25,Transferred
SN808351589,STK001110,2024-09-04,Received
SN271734574,STK001257,2023-11-04,Sold
SN845534349,STK001225,2022-08-09,Transferred
SN821875925,STK001329,2024-04-09,Returned
SN463456800,STK000386,2023-05-06,Returned
SN947662356,STK001243,2022-12-09,Sold
SN150938666,STK000235,2022-09-11,Received
SN125363815,STK001010,2022-08-02,Received
SN197482764,STK000629,2023-04-01,Received
SN158931992,STK000492,2025-08-28,Transferred
SN115075284,STK001258,2022-08-13,Reserved
SN413033221,STK000350,2023-07-11,Transferred
SN451940918,STK000139,2023-04-20,Adjusted
SN726872665,STK000046,2024-05-28,Reserved
SN985928866,STK001215,2025-05-04,Sold
SN450937505,STK001438,2025-04-23,Received
SN998129936,STK000237,2024-12-19,Adjusted
SN220294510,STK001007,2025-06-06,Transferred
SN767048890,STK000987,2025-01-01,Returned
SN672265732,STK000429,2025-10-04,Returned
SN632692614,STK000170,2024-08-31,Reserved
SN969846892,STK000217,2025-09-07,Returned
SN600433375,STK000393,2023-12-20,Returned
SN335487201,STK000995,2022-10-03,Transferred
SN256249832,STK000877,2024-12-17,Returned
SN512749331,STK001102,2023-12-16,Adjusted
SN512749331,STK001137,2025-09-25,Transferred
SN697431959,STK000028,2025-02-27,Returned
SN745580353,STK001332,2025-10-16,Received
SN413033221,STK000016,2022-01-22,Reserved
SN112703315,STK000163,2022-07-02,Transferred
SN405676613,STK000824,2024-11-30,Returned
SN580542964,STK001199,2024-12-07,Received
SN512827994,STK001190,2025-12-15,Sold
SN719847013,STK000969,2023-09-03,Transferred
SN616168357,STK000731,2022-03-20,Transferred
SN244407217,STK001161,2023-06-07,Received
SN318381219,STK000471,2024-02-02,Sold
SN985928866,STK000293,2023-03-24,Reserved
SN183163451,STK000185,2022-05-23,Returned
SN981747735,STK000734,2025-08-09,Adjusted
SN737697223,STK000577,2023-03-15,Reserved
SN845331158,STK000934,2024-08-20,Returned
SN448664540,STK000102,2022-07-09,Reserved
SN898149957,STK000538,2023-11-02,Sold
SN958473986,STK000090,2023-09-09,Sold
SN552291754,STK000967,2022-01-19,Adjusted
SN723359206,STK000906,2025-05-12,Returned
SN359448982,STK001191,2023-08-23,Adjusted
SN544179579,STK000915,2023-09-22,Sold
SN724714782,STK000001,2024-01-24,Reserved
SN782915645,STK000620,2023-12-03,Sold
SN962343136,STK000424,2024-08-24,Returned
SN367922719,STK001175,2025-10-21,Received
SN717399631,STK000285,2023-05-16,Reserved
SN751719292,STK000464,2024-10-11,Adjusted
SN650140502,STK000609,2025-11-24,Reserved
SN723359206,STK001015,2023-01-11,Reserved
SN283104589,STK000028,2022-05-22,Reserved
SN541958674,STK001246,2024-12-24,Reserved
SN485415442,STK000675,2024-03-15,Transferred
SN753805447,STK000781,2022-12-25,Sold
SN887800374,STK001121,2023-02-19,Reserved
SN985928866,STK001276,2023-03-10,Adjusted
SN530773542,STK000221,2022-05-10,Received
SN678113412,STK000352,2022-11-08,Transferred
SN512165815,STK000670,2025-01-29,Received
SN481182921,STK000194,2023-09-11,Received
SN128940852,STK000829,2022-04-13,Reserved
SN284536129,STK000973,2025-02-06,Received
SN826253352,STK001195,2024-06-29,Received
SN712305802,STK000587,2023-06-03,Returned
SN746280719,STK001264,2025-09-07,Transferred
SN805557365,STK001057,2025-07-08,Returned
SN949351243,STK000388,2022-05-30,Transferred
SN767048890,STK000982,2024-07-09,Returned
SN905444958,STK000800,2025-11-25,Sold
SN247581613,STK001210,2022-04-29,Reserved
SN900831154,STK001396,2022-09-25,Sold
SN271734574,STK000204,2025-10-24,Returned
SN380892232,STK000418,2024-12-11,Transferred
SN616168357,STK001278,2022-05-25,Received
SN514364411,STK000723,2025-05-20,Returned
SN428985769,STK000236,2023-08-05,Returned
SN951323988,STK001262,2025-03-16,Adjusted
SN252217115,STK000467,2022-02-27,Sold
SN983258041,STK001047,2022-09-19,Sold
SN871830436,STK000819,2024-11-10,Received
SN936689478,STK000677,2024-01-04,Returned
SN891869344,STK000727,2022-01-26,Received
SN588962130,STK001251,2023-09-10,Sold
SN581996629,STK001183,2022-01-14,Transferred
SN608020535,STK001264,2025-04-10,Adjusted
SN849124182,STK000508,2022-11-10,Returned
SN858537368,STK000337,2025-05-12,Adjusted
SN542116966,STK001485,2023-11-09,Reserved
SN347003545,STK001499,2025-11-06,Adjusted
SN703226647,STK000131,2025-09-28,Returned
SN583977259,STK001050,2023-01-14,Returned
SN390119273,STK000435,2023-12-09,Reserved
SN208845305,STK001101,2024-11-05,Returned
SN751719292,STK000521,2023-07-29,Reserved
SN467188182,STK000905,2025-11-30,Reserved
SN702555339,STK001126,2025-10-11,Returned
SN867468531,STK001079,2025-06-29,Received
SN658764771,STK000282,2025-01-19,Received
SN665361187,STK001215,2023-04-07,Transferred
SN891869344,STK000594,2024-09-21,Sold
SN391764613,STK001183,2025-02-17,Adjusted
SN608020535,STK001344,2022-04-10,Transferred
SN698611742,STK000179,2025-09-11,Received
SN985928866,STK000157,2023-05-13,Sold
SN117977325,STK001454,2022-09-22,Returned
SN678390102,STK000884,2025-12-21,Received
SN739768807,STK001232,2022-12-03,Returned
SN571181665,STK000731,2024-08-14,Reserved
SN247581613,STK000894,2024-12-10,Reserved
SN178746714,STK000283,2024-03-05,Sold
SN798286236,STK000115,2022-06-13,Reserved
SN530188359,STK000310,2022-07-20,Received
SN350346336,STK000428,2025-05-02,Sold
SN991858405,STK001265,2025-06-16,Transferred
SN668370652,STK000626,2023-08-14,Sold
SN745580353,STK000220,2023-01-30,Transferred
SN465386172,STK000773,2024-10-12,Reserved
SN134911099,STK001188,2023-02-27,Transferred
SN739768807,STK000288,2022-10-06,Sold
SN656184057,STK001430,2025-08-17,Sold
SN798286236,STK000468,2024-09-12,Transferred
SN359448982,STK000320,2023-05-25,Sold
SN473919935,STK000937,2023-11-09,Transferred
SN668370652,STK001292,2025-07-20,Sold
SN685318615,STK001192,2023-03-19,Sold
SN260128874,STK000275,2023-03-25,Adjusted
SN871435208,STK001131,2024-05-17,Sold
SN459451013,STK000247,2023-12-31,Received
SN672265732,STK000258,2024-03-26,Reserved
SN739298737,STK000980,2022-09-16,Received
SN115075284,STK001141,2024-12-31,Transferred
SN112703315,STK000977,2025-10-29,Reserved
SN905444958,STK000341,2024-06-16,Returned
SN824954148,STK000607,2023-07-19,Returned
SN617203631,STK000963,2025-08-13,Returned
SN442868695,STK000593,2025-10-03,Adjusted
SN806006384,STK000144,2024-10-11,Transferred
SN739768807,STK001411,2022-09-05,Reserved
SN697431959,STK001413,2022-09-08,Adjusted
SN641089401,STK000694,2025-01-28,Transferred
SN642026297,STK000493,2022-02-04,Received
SN200578794,STK000917,2024-05-25,Received
SN940120598,STK000102,2024-09-05,Returned
SN949351243,STK000468,2022-04-12,Reserved
SN503775620,STK000573,2023-11-14,Reserved
SN220134083,STK000806,2024-07-02,Returned
SN222776132,STK000917,2022-01-13,Sold
SN165621030,STK000186,2024-12-16,Reserved
SN871435208,STK000291,2023-08-11,Transferred
SN246073614,STK000616,2022-02-20,Received
SN813573213,STK000417,2022-04-27,Transferred
SN562314772,STK001371,2024-05-25,Adjusted
SN221438870,STK000456,2022-10-22,Sold
SN810852223,STK000254,2024-09-10,Received
SN183175424,STK000866,2023-09-11,Received
SN462198422,STK000247,2022-09-02,Sold
SN125363815,STK001296,2025-05-10,Received
SN480788867,STK000746,2023-10-07,Transferred
SN739768807,STK000362,2025-04-12,Reserved
SN855339761,STK000397,2025-09-12,Transferred
SN746280719,STK000583,2024-05-02,Sold
SN512749331,STK001173,2023-09-26,Received
SN947662356,STK001317,2022-04-14,Reserved
SN767048890,STK000659,2023-07-07,Sold
SN573485701,STK000681,2022-05-01,Received
SN679922843,STK001466,2024-02-26,Received
SN380892232,STK000751,2025-10-03,Received
SN410769971,STK000406,2023-11-26,Reserved
SN961622974,STK001245,2022-02-05,Adjusted
SN465206668,STK000665,2025-08-28,Transferred
SN950757919,STK000408,2022-03-20,Returned
SN891869344,STK000583,2025-02-27,Adjusted
SN891869344,STK001105,2025-11-06,Reserved
SN411737672,STK000997,2023-06-23,Sold
SN801325215,STK000930,2025-07-09,Adjusted
SN782915645,STK000645,2025-07-10,Returned
SN189517299,STK001274,2024-02-11,Transferred
SN633958937,STK000934,2023-05-04,Sold
SN979402423,STK001452,2023-08-23,Sold
SN985928866,STK001413,2025-11-11,Returned
SN442868695,STK000656,2022-10-06,Reserved
SN703226647,STK000348,2024-02-02,Returned
SN397471112,STK001352,2023-05-09,Sold
SN697614499,STK001307,2023-12-28,Sold
SN187878054,STK000637,2025-02-25,Received
SN499582236,STK000508,2022-08-16,Received
SN374898833,STK001413,2024-11-27,Reserved
SN872708851,STK000660,2022-03-25,Received
SN556284606,STK001500,2022-10-30,Returned
SN868597168,STK000800,2025-04-18,Sold
SN722159521,STK001139,2024-06-12,Adjusted
SN144155421,STK001270,2023-03-17,Received
SN826253352,STK001033,2023-06-03,Returned
SN573485701,STK001103,2024-10-22,Transferred
SN796991801,STK000687,2022-07-14,Adjusted
SN177318104,STK000903,2025-08-05,Sold
SN939060325,STK000692,2025-07-07,Transferred
SN318381219,STK000667,2025-02-03,Adjusted
SN301736497,STK000287,2025-07-29,Returned
SN864946527,STK000394,2024-06-02,Adjusted
SN631619127,STK001225,2025-02-26,Received
SN419777307,STK000052,2023-02-25,Received
