Refund_ID,Refund_Date,Refund_Amount,Refund_Status,Approval_Date,Refund_Notes,Return_ID
RFD000642,2024-08-17,83618.06,Approved,2024-08-25,Refund processed per policy.,RET000196
RFD000643,2024-11-21,77341.32,Approved,2024-11-30,Refund processed per policy.,RET002014
RFD000644,2025-04-20,86219.62,Approved,2025-04-21,Refund processed per policy.,RET000700
RFD000645,2025-10-27,49097.96,Pending,,Refund processed per policy.,RET000782
RFD000646,2022-06-28,84045.41,Approved,2022-07-01,Refund processed per policy.,RET000932
RFD000647,2025-03-05,99831.15,Approved,2025-03-15,Refund processed per policy.,RET001743
RFD000648,2022-07-25,50460.73,Approved,2022-08-02,Refund processed per policy.,RET000840
RFD000649,2023-11-03,45367.6,Approved,2023-11-10,Refund processed per policy.,RET000549
RFD000650,2023-09-22,40895.87,Approved,2023-09-25,Refund processed per policy.,RET000703
RFD000651,2024-01-29,62050.64,Approved,2024-02-06,Refund processed per policy.,RET001551
RFD000652,2025-04-09,72549.75,Processed,2025-04-15,Refund processed per policy.,RET000968
RFD000653,2024-03-02,62510.36,Approved,2024-03-04,Refund processed per policy.,RET002405
RFD000654,2024-06-01,27938.65,Processed,2024-06-08,Refund processed per policy.,RET001010
RFD000655,2025-12-08,105357.0,Approved,2025-12-17,Refund processed per policy.,RET000559
RFD000656,2025-06-01,14176.27,Approved,2025-06-10,Refund processed per policy.,RET001928
RFD000657,2022-08-05,6395.9,Approved,2022-08-10,Refund processed per policy.,RET000173
RFD000658,2024-03-01,27187.13,Pending,,Refund processed per policy.,RET002125
RFD000659,2023-08-15,84019.02,Rejected,2023-08-21,Refund processed per policy.,RET001170
RFD000660,2023-06-04,63416.2,Approved,2023-06-10,Refund processed per policy.,RET000776
RFD000661,2025-08-03,74994.4,Approved,2025-08-06,Refund processed per policy.,RET001540
RFD000662,2024-07-24,11969.03,Approved,2024-07-28,Refund processed per policy.,RET002299
RFD000663,2025-05-21,49751.87,Rejected,2025-05-24,Refund processed per policy.,RET000505
RFD000664,2024-06-14,75125.59,Approved,2024-06-23,Refund processed per policy.,RET000785
RFD000665,2025-06-18,11733.41,Approved,2025-06-20,Refund processed per policy.,RET000747
RFD000666,2025-11-30,18174.59,Approved,2025-12-08,Refund processed per policy.,RET000469
RFD000667,2025-07-14,48189.01,Approved,2025-07-24,Refund processed per policy.,RET001568
RFD000668,2023-04-05,97553.27,Approved,2023-04-11,Refund processed per policy.,RET001463
RFD000669,2024-12-02,64281.77,Processed,2024-12-03,Refund processed per policy.,RET002146
RFD000670,2024-08-04,93229.32,Approved,2024-08-07,Refund processed per policy.,RET001933
RFD000671,2022-08-19,13631.12,Approved,2022-08-27,Refund processed per policy.,RET001206
RFD000672,2022-03-15,66264.9,Approved,2022-03-19,Refund processed per policy.,RET001147
RFD000673,2024-06-21,21618.49,Approved,2024-06-22,Refund processed per policy.,RET002151
RFD000674,2023-06-02,98277.55,Approved,2023-06-11,Refund processed per policy.,RET000423
RFD000675,2024-09-09,20529.26,Pending,,Refund processed per policy.,RET002233
RFD000676,2022-09-17,108166.97,Approved,2022-09-24,Refund processed per policy.,RET000194
RFD000677,2024-11-27,4527.52,Approved,2024-11-30,Refund processed per policy.,RET000854
RFD000678,2023-07-19,69355.76,Processed,2023-07-27,Refund processed per policy.,RET002464
RFD000679,2024-12-07,60896.68,Approved,2024-12-09,Refund processed per policy.,RET002104
RFD000680,2023-11-27,70042.3,Pending,,Refund processed per policy.,RET001377
RFD000681,2023-08-09,69035.2,Rejected,2023-08-16,Refund processed per policy.,RET002313
RFD000682,2024-01-06,32973.29,Approved,2024-01-13,Refund processed per policy.,RET001294
RFD000683,2023-11-02,101833.83,Approved,2023-11-04,Refund processed per policy.,RET001506
RFD000684,2022-07-17,90400.92,Processed,2022-07-18,Refund processed per policy.,RET000631
RFD000685,2024-12-17,30554.23,Approved,2024-12-18,Refund processed per policy.,RET001075
RFD000686,2024-10-06,93610.13,Approved,2024-10-15,Refund processed per policy.,RET000030
RFD000687,2024-09-28,115746.24,Pending,,Refund processed per policy.,RET002013
RFD000688,2022-12-17,87603.88,Rejected,2022-12-22,Refund processed per policy.,RET000760
RFD000689,2025-08-18,107256.19,Approved,2025-08-23,Refund processed per policy.,RET002273
RFD000690,2024-09-11,27514.21,Approved,2024-09-17,Refund processed per policy.,RET001225
RFD000691,2022-12-14,75217.07,Approved,2022-12-24,Refund processed per policy.,RET001298
RFD000692,2025-05-20,66032.42,Rejected,2025-05-29,Refund processed per policy.,RET000050
RFD000693,2024-05-09,96882.42,Approved,2024-05-13,Refund processed per policy.,RET001583
RFD000694,2023-03-26,92780.42,Approved,2023-04-02,Refund processed per policy.,RET001712
RFD000695,2024-04-25,78447.83,Approved,2024-04-30,Refund processed per policy.,RET000584
RFD000696,2024-11-08,105352.7,Approved,2024-11-16,Refund processed per policy.,RET002435
RFD000697,2023-03-19,104999.52,Approved,2023-03-25,Refund processed per policy.,RET001675
RFD000698,2025-09-17,82173.25,Rejected,2025-09-23,Refund processed per policy.,RET002056
RFD000699,2023-09-22,109323.81,Approved,2023-09-30,Refund processed per policy.,RET000308
RFD000700,2022-08-08,85984.04,Pending,,Refund processed per policy.,RET001255
RFD000701,2024-02-17,103910.57,Approved,2024-02-21,Refund processed per policy.,RET002214
RFD000702,2024-08-12,82726.41,Approved,2024-08-21,Refund processed per policy.,RET001182
RFD000703,2022-06-01,31752.99,Approved,2022-06-10,Refund processed per policy.,RET002393
RFD000704,2025-08-22,52916.81,Approved,2025-08-27,Refund processed per policy.,RET001515
RFD000705,2022-05-10,95382.17,Approved,2022-05-19,Refund processed per policy.,RET000077
RFD000706,2025-09-30,89396.51,Approved,2025-10-01,Refund processed per policy.,RET000148
RFD000707,2024-11-20,50825.85,Approved,2024-11-21,Refund processed per policy.,RET000163
RFD000708,2025-09-30,25686.9,Rejected,2025-10-04,Refund processed per policy.,RET001574
RFD000709,2022-05-29,8668.04,Rejected,2022-06-03,Refund processed per policy.,RET002238
RFD000710,2024-02-08,111278.87,Approved,2024-02-14,Refund processed per policy.,RET001516
RFD000711,2023-01-28,44896.1,Approved,2023-02-07,Refund processed per policy.,RET000694
RFD000712,2024-10-16,24235.87,Processed,2024-10-24,Refund processed per policy.,RET000024
RFD000713,2023-04-04,16056.83,Approved,2023-04-11,Refund processed per policy.,RET000356
RFD000714,2025-04-21,97208.78,Approved,2025-04-24,Refund processed per policy.,RET002235
RFD000715,2025-02-16,71087.89,Approved,2025-02-21,Refund processed per policy.,RET001157
RFD000716,2022-12-29,43778.6,Approved,2023-01-06,Refund processed per policy.,RET001582
RFD000717,2023-01-02,87301.24,Approved,2023-01-06,Refund processed per policy.,RET000977
RFD000718,2025-09-20,78970.86,Approved,2025-09-28,Refund processed per policy.,RET002125
RFD000719,2024-12-21,113848.0,Approved,2024-12-30,Refund processed per policy.,RET001661
RFD000720,2022-08-26,39454.62,Approved,2022-09-01,Refund processed per policy.,RET001567
RFD000721,2025-04-17,18893.47,Approved,2025-04-22,Refund processed per policy.,RET002140
RFD000722,2023-02-02,18469.24,Approved,2023-02-04,Refund processed per policy.,RET000176
RFD000723,2022-05-18,12177.35,Approved,2022-05-19,Refund processed per policy.,RET000109
RFD000724,2023-09-11,1531.69,Pending,,Refund processed per policy.,RET001856
RFD000725,2023-07-23,7100.06,Approved,2023-07-25,Refund processed per policy.,RET001853
RFD000726,2023-05-15,93480.84,Approved,2023-05-18,Refund processed per policy.,RET000622
RFD000727,2025-04-19,94857.17,Approved,2025-04-29,Refund processed per policy.,RET000658
RFD000728,2024-12-30,28809.18,Pending,,Refund processed per policy.,RET001789
RFD000729,2025-11-04,95161.93,Approved,2025-11-12,Refund processed per policy.,RET001495
RFD000730,2025-08-30,87352.82,Approved,2025-08-31,Refund processed per policy.,RET001622
RFD000731,2025-07-11,49830.83,Approved,2025-07-13,Refund processed per policy.,RET000023
RFD000732,2022-06-09,8232.69,Approved,2022-06-17,Refund processed per policy.,RET000369
RFD000733,2023-09-15,108524.88,Processed,2023-09-17,Refund processed per policy.,RET002229
RFD000734,2025-09-02,37779.01,Processed,2025-09-06,Refund processed per policy.,RET001418
RFD000735,2022-12-03,46002.3,Rejected,2022-12-13,Refund processed per policy.,RET001495
RFD000736,2023-02-06,114867.73,Approved,2023-02-09,Refund processed per policy.,RET001374
RFD000737,2025-06-13,15142.73,Processed,2025-06-18,Refund processed per policy.,RET000834
RFD000738,2023-08-25,82664.25,Approved,2023-08-26,Refund processed per policy.,RET001931
RFD000739,2024-07-05,55156.25,Approved,2024-07-09,Refund processed per policy.,RET001944
RFD000740,2022-12-02,25721.81,Approved,2022-12-11,Refund processed per policy.,RET001634
RFD000741,2024-07-15,12471.42,Approved,2024-07-25,Refund processed per policy.,RET000999
RFD000742,2023-07-27,66505.27,Approved,2023-07-28,Refund processed per policy.,RET000719
RFD000743,2022-03-28,36117.41,Approved,2022-04-01,Refund processed per policy.,RET002243
RFD000744,2025-07-06,26003.16,Processed,2025-07-14,Refund processed per policy.,RET001637
RFD000745,2022-12-14,39233.26,Approved,2022-12-17,Refund processed per policy.,RET000709
RFD000746,2023-09-24,12483.11,Approved,2023-09-30,Refund processed per policy.,RET001251
RFD000747,2025-08-13,66632.29,Rejected,2025-08-22,Refund processed per policy.,RET002273
RFD000748,2025-04-18,92480.49,Processed,2025-04-28,Refund processed per policy.,RET002083
RFD000749,2024-10-18,34560.23,Pending,,Refund processed per policy.,RET001202
RFD000750,2022-04-12,9630.44,Rejected,2022-04-16,Refund processed per policy.,RET000103
RFD000751,2023-12-15,43011.65,Processed,2023-12-18,Refund processed per policy.,RET000573
RFD000752,2025-03-28,88691.94,Approved,2025-04-02,Refund processed per policy.,RET002395
RFD000753,2024-06-20,54356.7,Processed,2024-06-29,Refund processed per policy.,RET000617
RFD000754,2023-04-23,35489.97,Processed,2023-04-26,Refund processed per policy.,RET000758
RFD000755,2023-12-05,108864.55,Rejected,2023-12-12,Refund processed per policy.,RET001336
RFD000756,2023-10-31,22271.43,Processed,2023-11-08,Refund processed per policy.,RET000922
RFD000757,2023-05-07,30624.6,Processed,2023-05-12,Refund processed per policy.,RET000552
RFD000758,2025-03-25,92692.16,Approved,2025-04-04,Refund processed per policy.,RET001763
RFD000759,2023-07-30,27714.52,Approved,2023-08-04,Refund processed per policy.,RET001077
RFD000760,2022-10-08,116834.33,Rejected,2022-10-16,Refund processed per policy.,RET000813
RFD000761,2023-02-05,47296.16,Pending,,Refund processed per policy.,RET000648
RFD000762,2022-08-03,60270.7,Approved,2022-08-08,Refund processed per policy.,RET001460
RFD000763,2023-09-06,115013.07,Approved,2023-09-09,Refund processed per policy.,RET001215
RFD000764,2023-04-06,45316.99,Approved,2023-04-11,Refund processed per policy.,RET000328
RFD000765,2023-05-30,35510.39,Pending,,Refund processed per policy.,RET000251
RFD000766,2025-08-27,5219.96,Approved,2025-09-01,Refund processed per policy.,RET000612
RFD000767,2022-09-08,98550.88,Approved,2022-09-15,Refund processed per policy.,RET000191
RFD000768,2024-10-12,104205.0,Approved,2024-10-22,Refund processed per policy.,RET000772
RFD000769,2024-07-15,40639.43,Approved,2024-07-25,Refund processed per policy.,RET000632
RFD000770,2025-07-23,10063.62,Approved,2025-07-31,Refund processed per policy.,RET001607
RFD000771,2022-10-25,88307.21,Approved,2022-10-26,Refund processed per policy.,RET002181
RFD000772,2024-10-23,98776.88,Approved,2024-11-01,Refund processed per policy.,RET000783
RFD000773,2024-01-08,101910.51,Approved,2024-01-13,Refund processed per policy.,RET000959
RFD000774,2023-11-16,47393.89,Processed,2023-11-26,Refund processed per policy.,RET001879
RFD000775,2025-06-05,32278.85,Processed,2025-06-11,Refund processed per policy.,RET000666
RFD000776,2022-02-22,55799.67,Rejected,2022-02-27,Refund processed per policy.,RET001566
RFD000777,2022-01-15,52908.09,Approved,2022-01-18,Refund processed per policy.,RET001954
RFD000778,2023-11-21,108769.38,Approved,2023-11-23,Refund processed per policy.,RET000262
RFD000779,2024-08-31,3517.46,Approved,2024-09-01,Refund processed per policy.,RET001555
RFD000780,2024-12-30,95020.63,Approved,2025-01-08,Refund processed per policy.,RET001736
RFD000781,2023-05-06,104438.95,Approved,2023-05-14,Refund processed per policy.,RET001153
RFD000782,2025-10-10,36407.0,Approved,2025-10-13,Refund processed per policy.,RET002417
RFD000783,2025-06-16,104526.8,Processed,2025-06-19,Refund processed per policy.,RET001149
RFD000784,2024-04-10,2310.75,Rejected,2024-04-20,Refund processed per policy.,RET001552
RFD000785,2022-12-16,54662.16,Processed,2022-12-24,Refund processed per policy.,RET000570
RFD000786,2025-05-14,118054.14,Pending,,Refund processed per policy.,RET001325
RFD000787,2022-11-02,2476.97,Pending,,Refund processed per policy.,RET002354
RFD000788,2025-03-14,118737.96,Approved,2025-03-16,Refund processed per policy.,RET001749
RFD000789,2022-01-13,73550.26,Approved,2022-01-16,Refund processed per policy.,RET001043
RFD000790,2022-10-25,96859.09,Approved,2022-10-30,Refund processed per policy.,RET001163
RFD000791,2024-02-21,112855.6,Approved,2024-03-02,Refund processed per policy.,RET001731
RFD000792,2023-06-21,62352.27,Approved,2023-06-22,Refund processed per policy.,RET001243
RFD000793,2022-02-10,69214.03,Processed,2022-02-19,Refund processed per policy.,RET000636
RFD000794,2025-06-13,30806.04,Approved,2025-06-21,Refund processed per policy.,RET001528
RFD000795,2022-08-07,26971.15,Rejected,2022-08-17,Refund processed per policy.,RET002328
RFD000796,2022-07-25,72783.28,Approved,2022-07-27,Refund processed per policy.,RET001613
RFD000797,2025-05-11,90447.44,Approved,2025-05-12,Refund processed per policy.,RET001987
RFD000798,2024-12-28,103717.87,Approved,2024-12-30,Refund processed per policy.,RET001596
RFD000799,2024-04-27,6915.08,Approved,2024-04-29,Refund processed per policy.,RET001297
RFD000800,2024-08-23,107311.52,Approved,2024-08-24,Refund processed per policy.,RET001015
RFD000801,2023-02-08,70315.83,Approved,2023-02-16,Refund processed per policy.,RET002345
RFD000802,2023-10-27,29081.49,Pending,,Refund processed per policy.,RET000091
RFD000803,2024-10-03,43072.06,Approved,2024-10-07,Refund processed per policy.,RET001374
RFD000804,2023-01-12,52495.82,Pending,,Refund processed per policy.,RET001969
RFD000805,2023-05-15,85395.31,Approved,2023-05-16,Refund processed per policy.,RET000280
RFD000806,2023-03-24,4825.35,Approved,2023-03-26,Refund processed per policy.,RET001787
RFD000807,2025-06-01,62537.5,Approved,2025-06-07,Refund processed per policy.,RET002266
RFD000808,2025-08-01,29111.03,Processed,2025-08-03,Refund processed per policy.,RET000604
RFD000809,2023-02-26,30950.67,Rejected,2023-02-28,Refund processed per policy.,RET001738
RFD000810,2025-04-05,113880.52,Approved,2025-04-09,Refund processed per policy.,RET001254
RFD000811,2024-03-10,13150.82,Approved,2024-03-13,Refund processed per policy.,RET001184
RFD000812,2022-02-15,9899.92,Approved,2022-02-17,Refund processed per policy.,RET001493
RFD000813,2023-06-09,64301.31,Approved,2023-06-11,Refund processed per policy.,RET001424
RFD000814,2023-02-26,85585.15,Approved,2023-03-01,Refund processed per policy.,RET001358
RFD000815,2025-02-18,92013.16,Approved,2025-02-28,Refund processed per policy.,RET002491
RFD000816,2024-07-24,78066.99,Approved,2024-08-03,Refund processed per policy.,RET000890
RFD000817,2022-05-04,73465.72,Approved,2022-05-14,Refund processed per policy.,RET001263
RFD000818,2024-01-24,109192.9,Approved,2024-01-25,Refund processed per policy.,RET001425
RFD000819,2022-01-27,46221.17,Approved,2022-01-31,Refund processed per policy.,RET000953
RFD000820,2025-03-30,115109.13,Approved,2025-04-08,Refund processed per policy.,RET001901
RFD000821,2024-09-25,85565.01,Pending,,Refund processed per policy.,RET000846
RFD000822,2025-01-17,23245.28,Approved,2025-01-27,Refund processed per policy.,RET001219
RFD000823,2025-04-17,57475.37,Rejected,2025-04-20,Refund processed per policy.,RET002217
RFD000824,2025-01-14,87927.81,Approved,2025-01-23,Refund processed per policy.,RET000041
RFD000825,2024-08-17,14236.58,Approved,2024-08-26,Refund processed per policy.,RET001666
RFD000826,2024-12-31,102227.12,Approved,2025-01-04,Refund processed per policy.,RET001736
RFD000827,2023-05-13,81052.31,Approved,2023-05-23,Refund processed per policy.,RET000555
RFD000828,2025-08-23,81865.54,Pending,,Refund processed per policy.,RET001918
RFD000829,2023-06-21,102819.83,Approved,2023-06-24,Refund processed per policy.,RET000296
RFD000830,2025-02-24,24890.91,Approved,2025-03-01,Refund processed per policy.,RET000569
RFD000831,2022-09-15,101497.47,Pending,,Refund processed per policy.,RET002125
RFD000832,2023-05-26,15475.45,Approved,2023-05-27,Refund processed per policy.,RET000506
RFD000833,2025-03-05,9629.18,Approved,2025-03-10,Refund processed per policy.,RET002136
RFD000834,2023-11-22,56953.65,Rejected,2023-11-25,Refund processed per policy.,RET000685
RFD000835,2022-05-27,100410.38,Pending,,Refund processed per policy.,RET001155
RFD000836,2024-04-06,113417.69,Processed,2024-04-15,Refund processed per policy.,RET002028
RFD000837,2024-04-19,20446.34,Processed,2024-04-21,Refund processed per policy.,RET001465
RFD000838,2022-11-07,94165.76,Approved,2022-11-11,Refund processed per policy.,RET001628
RFD000839,2023-05-18,4115.66,Processed,2023-05-23,Refund processed per policy.,RET001566
RFD000840,2025-11-07,100806.23,Processed,2025-11-14,Refund processed per policy.,RET002488
RFD000841,2024-10-01,83554.91,Approved,2024-10-06,Refund processed per policy.,RET000095
RFD000842,2022-10-18,114338.2,Approved,2022-10-28,Refund processed per policy.,RET001932
RFD000843,2025-02-12,102561.72,Approved,2025-02-20,Refund processed per policy.,RET001650
RFD000844,2023-07-24,53182.15,Approved,2023-08-03,Refund processed per policy.,RET002298
RFD000845,2025-06-26,38769.44,Approved,2025-07-04,Refund processed per policy.,RET001572
RFD000846,2025-04-01,75536.87,Processed,2025-04-11,Refund processed per policy.,RET000048
RFD000847,2022-11-29,63328.14,Approved,2022-11-30,Refund processed per policy.,RET000505
RFD000848,2025-01-31,76387.93,Approved,2025-02-01,Refund processed per policy.,RET002458
RFD000849,2022-10-04,67556.17,Approved,2022-10-13,Refund processed per policy.,RET001708
RFD000850,2023-08-25,23604.72,Approved,2023-08-30,Refund processed per policy.,RET001254
RFD000851,2025-05-19,31779.83,Approved,2025-05-27,Refund processed per policy.,RET001949
RFD000852,2022-12-20,59077.15,Approved,2022-12-21,Refund processed per policy.,RET000996
RFD000853,2024-10-13,55885.19,Processed,2024-10-21,Refund processed per policy.,RET000287
RFD000854,2025-12-17,56903.21,Pending,,Refund processed per policy.,RET000738
RFD000855,2025-11-14,67630.53,Approved,2025-11-20,Refund processed per policy.,RET000388
RFD000856,2023-02-04,15044.28,Approved,2023-02-14,Refund processed per policy.,RET001889
RFD000857,2025-02-12,36691.97,Approved,2025-02-16,Refund processed per policy.,RET000973
RFD000858,2024-05-06,3685.35,Approved,2024-05-12,Refund processed per policy.,RET001370
RFD000859,2023-04-23,108114.95,Approved,2023-04-27,Refund processed per policy.,RET000427
RFD000860,2022-02-28,38130.22,Approved,2022-03-04,Refund processed per policy.,RET001423
RFD000861,2022-01-18,84987.0,Approved,2022-01-23,Refund processed per policy.,RET001311
RFD000862,2024-05-15,86507.41,Rejected,2024-05-23,Refund processed per policy.,RET001240
RFD000863,2024-09-28,42432.16,Approved,2024-10-08,Refund processed per policy.,RET002244
RFD000864,2025-12-16,94519.79,Approved,2025-12-22,Refund processed per policy.,RET000164
RFD000865,2023-12-31,90836.14,Approved,2024-01-03,Refund processed per policy.,RET000623
RFD000866,2025-11-17,59659.85,Approved,2025-11-19,Refund processed per policy.,RET002266
RFD000867,2024-12-10,28226.51,Approved,2024-12-14,Refund processed per policy.,RET000310
RFD000868,2025-02-19,103356.8,Approved,2025-02-24,Refund processed per policy.,RET002015
RFD000869,2023-02-02,57056.6,Processed,2023-02-07,Refund processed per policy.,RET000083
RFD000870,2022-10-02,86261.82,Approved,2022-10-06,Refund processed per policy.,RET002077
RFD000871,2024-08-17,49255.43,Processed,2024-08-21,Refund processed per policy.,RET000421
RFD000872,2023-06-19,44349.25,Approved,2023-06-21,Refund processed per policy.,RET000962
RFD000873,2025-12-24,119001.12,Pending,,Refund processed per policy.,RET002291
RFD000874,2022-07-30,82343.01,Approved,2022-08-02,Refund processed per policy.,RET001505
RFD000875,2022-09-17,86770.53,Processed,2022-09-24,Refund processed per policy.,RET000552
RFD000876,2023-07-04,94822.16,Processed,2023-07-11,Refund processed per policy.,RET001421
RFD000877,2022-12-28,29237.73,Approved,2023-01-05,Refund processed per policy.,RET002298
RFD000878,2022-02-12,119592.37,Approved,2022-02-16,Refund processed per policy.,RET000503
RFD000879,2025-12-10,75048.94,Approved,2025-12-11,Refund processed per policy.,RET001574
RFD000880,2025-12-02,57946.65,Approved,2025-12-04,Refund processed per policy.,RET000398
RFD000881,2023-02-21,15500.86,Approved,2023-02-25,Refund processed per policy.,RET002078
RFD000882,2024-04-08,2383.87,Processed,2024-04-17,Refund processed per policy.,RET001433
RFD000883,2023-04-13,54161.6,Approved,2023-04-14,Refund processed per policy.,RET000225
RFD000884,2022-03-20,92729.55,Pending,,Refund processed per policy.,RET002366
RFD000885,2025-10-07,88212.2,Rejected,2025-10-13,Refund processed per policy.,RET001474
RFD000886,2025-09-09,109972.96,Approved,2025-09-15,Refund processed per policy.,RET001233
RFD000887,2022-05-14,78394.75,Pending,,Refund processed per policy.,RET000137
RFD000888,2024-03-04,64053.15,Approved,2024-03-13,Refund processed per policy.,RET001660
RFD000889,2025-11-01,56212.43,Approved,2025-11-03,Refund processed per policy.,RET002217
RFD000890,2023-10-09,20874.72,Approved,2023-10-12,Refund processed per policy.,RET001822
RFD000891,2024-04-18,87333.69,Approved,2024-04-28,Refund processed per policy.,RET000413
RFD000892,2024-03-23,5752.57,Approved,2024-03-31,Refund processed per policy.,RET002359
RFD000893,2023-11-10,15734.0,Processed,2023-11-18,Refund processed per policy.,RET002219
RFD000894,2024-12-11,118944.95,Approved,2024-12-20,Refund processed per policy.,RET001310
RFD000895,2025-10-20,1623.79,Approved,2025-10-28,Refund processed per policy.,RET001289
RFD000896,2024-09-02,32816.39,Approved,2024-09-03,Refund processed per policy.,RET001076
RFD000897,2024-10-12,108902.93,Approved,2024-10-14,Refund processed per policy.,RET000934
RFD000898,2023-11-28,65522.03,Approved,2023-12-02,Refund processed per policy.,RET000683
RFD000899,2023-03-18,54660.79,Pending,,Refund processed per policy.,RET000707
RFD000900,2025-08-05,84248.5,Approved,2025-08-08,Refund processed per policy.,RET000930
RFD000901,2022-01-06,9851.7,Rejected,2022-01-11,Refund processed per policy.,RET000780
RFD000902,2024-08-01,59691.02,Rejected,2024-08-05,Refund processed per policy.,RET000048
RFD000903,2022-01-29,9074.58,Approved,2022-01-30,Refund processed per policy.,RET000304
RFD000904,2022-07-20,61871.56,Approved,2022-07-29,Refund processed per policy.,RET001832
RFD000905,2025-02-18,60283.6,Rejected,2025-02-20,Refund processed per policy.,RET001701
RFD000906,2023-05-08,76332.04,Approved,2023-05-11,Refund processed per policy.,RET002334
RFD000907,2022-11-10,4548.85,Rejected,2022-11-12,Refund processed per policy.,RET001329
RFD000908,2024-11-22,77053.47,Approved,2024-12-02,Refund processed per policy.,RET001418
RFD000909,2025-10-10,1690.15,Approved,2025-10-17,Refund processed per policy.,RET001598
RFD000910,2022-09-23,41037.93,Rejected,2022-09-25,Refund processed per policy.,RET002476
RFD000911,2022-06-05,102861.57,Processed,2022-06-10,Refund processed per policy.,RET002381
RFD000912,2022-03-19,29073.44,Approved,2022-03-21,Refund processed per policy.,RET000918
RFD000913,2024-07-28,25158.62,Processed,2024-08-04,Refund processed per policy.,RET001746
RFD000914,2025-06-02,92620.09,Processed,2025-06-08,Refund processed per policy.,RET001993
RFD000915,2024-02-22,60218.63,Pending,,Refund processed per policy.,RET001502
RFD000916,2022-11-09,115485.11,Rejected,2022-11-12,Refund processed per policy.,RET001416
RFD000917,2022-08-01,81114.17,Approved,2022-08-04,Refund processed per policy.,RET000511
RFD000918,2022-12-19,57020.37,Approved,2022-12-25,Refund processed per policy.,RET002217
RFD000919,2025-03-31,115678.6,Approved,2025-04-07,Refund processed per policy.,RET001499
RFD000920,2024-11-09,20909.78,Approved,2024-11-15,Refund processed per policy.,RET001572
RFD000921,2023-01-06,95001.35,Rejected,2023-01-15,Refund processed per policy.,RET000726
RFD000922,2024-10-05,60726.48,Pending,,Refund processed per policy.,RET001625
RFD000923,2024-11-13,90247.19,Approved,2024-11-19,Refund processed per policy.,RET000121
RFD000924,2023-05-21,24572.46,Rejected,2023-05-30,Refund processed per policy.,RET000123
RFD000925,2023-05-24,62228.89,Approved,2023-05-30,Refund processed per policy.,RET000827
RFD000926,2025-08-22,95637.99,Approved,2025-08-26,Refund processed per policy.,RET000004
RFD000927,2023-06-30,48741.88,Approved,2023-07-10,Refund processed per policy.,RET001673
RFD000928,2023-06-08,118811.79,Approved,2023-06-10,Refund processed per policy.,RET000859
RFD000929,2022-02-27,95870.1,Approved,2022-03-07,Refund processed per policy.,RET001323
RFD000930,2024-05-11,90296.49,Approved,2024-05-14,Refund processed per policy.,RET001891
RFD000931,2025-12-06,8317.29,Approved,2025-12-07,Refund processed per policy.,RET001810
RFD000932,2023-10-17,119963.54,Approved,2023-10-22,Refund processed per policy.,RET001288
RFD000933,2022-02-04,102671.91,Approved,2022-02-11,Refund processed per policy.,RET000169
RFD000934,2025-12-27,6987.55,Processed,2025-12-28,Refund processed per policy.,RET000965
RFD000935,2024-11-19,74121.5,Approved,2024-11-22,Refund processed per policy.,RET000358
RFD000936,2023-11-06,13493.28,Approved,2023-11-09,Refund processed per policy.,RET000620
RFD000937,2025-11-19,72788.04,Processed,2025-11-28,Refund processed per policy.,RET000975
RFD000938,2025-07-30,6162.19,Processed,2025-08-02,Refund processed per policy.,RET001312
RFD000939,2024-01-19,106377.6,Approved,2024-01-25,Refund processed per policy.,RET000307
RFD000940,2025-07-03,40111.96,Approved,2025-07-06,Refund processed per policy.,RET001194
RFD000941,2024-09-19,38685.59,Processed,2024-09-28,Refund processed per policy.,RET001635
RFD000942,2022-03-10,115880.6,Approved,2022-03-17,Refund processed per policy.,RET000007
RFD000943,2025-02-15,46337.68,Processed,2025-02-19,Refund processed per policy.,RET001515
RFD000944,2022-01-01,62903.9,Approved,2022-01-07,Refund processed per policy.,RET000987
RFD000945,2022-05-21,54788.66,Processed,2022-05-25,Refund processed per policy.,RET001633
RFD000946,2025-05-21,26462.59,Processed,2025-05-31,Refund processed per policy.,RET001783
RFD000947,2023-10-09,404.41,Approved,2023-10-16,Refund processed per policy.,RET000880
RFD000948,2023-02-25,46930.93,Approved,2023-02-27,Refund processed per policy.,RET000733
RFD000949,2024-05-21,11698.9,Processed,2024-05-31,Refund processed per policy.,RET000583
RFD000950,2025-03-14,31774.54,Approved,2025-03-16,Refund processed per policy.,RET001013
RFD000951,2024-08-14,101596.04,Approved,2024-08-18,Refund processed per policy.,RET000751
RFD000952,2023-09-09,15854.2,Processed,2023-09-13,Refund processed per policy.,RET001961
RFD000953,2025-01-24,35501.99,Approved,2025-01-31,Refund processed per policy.,RET002068
RFD000954,2022-06-29,72126.63,Approved,2022-07-05,Refund processed per policy.,RET002172
RFD000955,2022-11-27,13650.8,Rejected,2022-12-07,Refund processed per policy.,RET000365
RFD000956,2022-04-25,8778.59,Approved,2022-04-27,Refund processed per policy.,RET001717
RFD000957,2024-05-15,61716.16,Approved,2024-05-24,Refund processed per policy.,RET000840
RFD000958,2022-10-07,33833.07,Processed,2022-10-12,Refund processed per policy.,RET001018
RFD000959,2023-08-01,376.04,Approved,2023-08-07,Refund processed per policy.,RET000642
RFD000960,2023-10-24,107142.71,Approved,2023-10-30,Refund processed per policy.,RET000329
