Product_line_number,Amount,Price,Total_Price,Date,Order_ID
PLN024370,1,73295.84,73295.84,2025-06-26,ORD012632
PLN044730,2,56614.2,113228.4,2025-12-06,ORD012632
PLN046009,3,76322.43,228967.29,2022-05-26,ORD012632
PLN047513,3,18438.97,55316.91,2025-11-03,ORD012632
PLN020679,2,62857.75,125715.5,2022-10-20,ORD012633
PLN047519,1,3497.52,3497.52,2025-05-31,ORD012633
PLN049975,3,56052.04,168156.12,2022-10-06,ORD012634
PLN004283,1,76546.88,76546.88,2024-02-08,ORD012637
PLN036442,3,37079.95,111239.85,2023-06-22,ORD012637
PLN043082,3,69996.22,209988.66,2023-01-25,ORD012637
PLN008062,1,69402.01,69402.01,2022-08-22,ORD012638
PLN013774,3,18711.02,56133.06,2023-05-20,ORD012638
PLN032248,2,72424.14,144848.28,2025-11-02,ORD012638
PLN029165,3,19762.65,59287.95,2025-12-11,ORD012639
PLN042699,2,56973.54,113947.08,2023-11-27,ORD012640
PLN049461,3,50273.22,150819.66,2024-07-14,ORD012640
PLN033036,4,45750.76,183003.04,2022-06-04,ORD012641
PLN005276,2,33811.36,67622.72,2024-11-21,ORD012643
PLN034786,1,28095.92,28095.92,2022-07-25,ORD012643
PLN044767,1,38637.97,38637.97,2023-04-06,ORD012643
PLN002608,1,40462.95,40462.95,2023-07-17,ORD012645
PLN015770,4,45799.63,183198.52,2023-02-16,ORD012645
PLN042503,1,26527.09,26527.09,2025-07-31,ORD012645
PLN014277,1,42282.49,42282.49,2025-07-17,ORD012647
PLN034536,1,43427.73,43427.73,2024-09-21,ORD012647
PLN030914,2,60835.81,121671.62,2023-12-29,ORD012648
PLN019522,4,2578.47,10313.88,2024-03-18,ORD012649
PLN032485,2,42651.35,85302.7,2025-10-21,ORD012649
PLN035537,4,32040.62,128162.48,2024-06-26,ORD012649
PLN045366,4,12414.74,49658.96,2023-06-23,ORD012649
PLN003258,2,45603.92,91207.84,2024-04-17,ORD012650
PLN030299,2,22290.61,44581.22,2023-01-10,ORD012650
PLN020996,4,75039.94,300159.76,2025-10-09,ORD012651
PLN038047,1,32778.25,32778.25,2025-02-19,ORD012651
PLN049984,2,71191.04,142382.08,2022-08-29,ORD012651
PLN014899,2,25321.39,50642.78,2023-10-29,ORD012653
PLN018640,4,14244.69,56978.76,2022-09-13,ORD012653
PLN011377,2,73627.06,147254.12,2022-04-24,ORD012654
PLN012985,4,26703.02,106812.08,2024-11-12,ORD012654
PLN026405,4,71139.23,284556.92,2023-07-02,ORD012654
PLN044749,3,73950.66,221851.98,2024-01-13,ORD012654
PLN007287,1,26914.61,26914.61,2023-10-23,ORD012655
PLN030120,3,15821.21,47463.63,2023-09-18,ORD012655
PLN037629,1,77006.24,77006.24,2022-07-27,ORD012655
PLN013934,2,40277.91,80555.82,2023-09-10,ORD012656
PLN033059,2,58444.62,116889.24,2022-09-13,ORD012656
PLN009440,2,31848.82,63697.64,2024-01-28,ORD012657
PLN011138,2,4039.96,8079.92,2025-06-22,ORD012657
PLN044973,4,56368.32,225473.28,2022-11-03,ORD012657
PLN003812,4,70629.42,282517.68,2022-11-18,ORD012658
PLN019885,3,40054.5,120163.5,2022-10-02,ORD012659
PLN021149,4,52367.02,209468.08,2024-12-17,ORD012659
PLN032977,2,10009.18,20018.36,2024-11-26,ORD012659
PLN046889,3,15990.18,47970.54,2023-02-26,ORD012660
PLN045451,3,51555.67,154667.01,2024-04-05,ORD012661
PLN047027,2,62358.83,124717.66,2023-03-29,ORD012661
PLN018603,2,11800.43,23600.86,2023-12-18,ORD012662
PLN040689,4,46371.66,185486.64,2025-10-20,ORD012662
PLN027199,4,49342.53,197370.12,2023-07-26,ORD012663
PLN015668,1,77171.73,77171.73,2024-02-03,ORD012665
PLN025779,1,75804.48,75804.48,2022-03-23,ORD012665
PLN006867,4,57303.24,229212.96,2024-01-03,ORD012667
PLN028582,3,60167.83,180503.49,2023-01-03,ORD012667
PLN037650,3,27995.28,83985.84,2022-06-22,ORD012667
PLN047294,2,16442.16,32884.32,2023-09-24,ORD012667
PLN011014,1,7303.08,7303.08,2022-02-15,ORD012668
PLN029311,2,9200.72,18401.44,2025-11-28,ORD012668
PLN015837,1,69375.16,69375.16,2023-08-12,ORD012669
PLN043356,1,58513.51,58513.51,2023-05-25,ORD012669
PLN047777,4,60519.03,242076.12,2025-07-28,ORD012669
PLN020026,3,6259.37,18778.11,2023-02-16,ORD012670
PLN026366,1,2927.27,2927.27,2022-05-04,ORD012670
PLN002766,2,73676.19,147352.38,2022-12-16,ORD012671
PLN015411,3,292.53,877.59,2023-05-26,ORD012671
PLN002918,3,77128.86,231386.58,2023-05-26,ORD012672
PLN010137,2,38689.81,77379.62,2023-02-22,ORD012673
PLN003276,2,38204.95,76409.9,2025-03-16,ORD012675
PLN038415,4,40486.99,161947.96,2024-06-30,ORD012676
PLN040101,4,21149.25,84597.0,2025-05-22,ORD012676
PLN041990,4,21385.61,85542.44,2025-06-22,ORD012676
PLN037087,4,39503.61,158014.44,2024-06-22,ORD012677
PLN010511,2,32583.19,65166.38,2024-02-29,ORD012678
PLN018922,2,58690.81,117381.62,2023-04-19,ORD012678
PLN040670,3,12279.49,36838.47,2025-03-30,ORD012678
PLN025059,2,40336.02,80672.04,2023-01-09,ORD012680
PLN044953,1,59528.67,59528.67,2022-10-03,ORD012680
PLN017823,1,77752.12,77752.12,2024-01-07,ORD012681
PLN009846,4,26430.74,105722.96,2024-03-04,ORD012682
PLN013892,1,77849.91,77849.91,2025-09-06,ORD012682
PLN000781,2,5951.79,11903.58,2024-12-05,ORD012683
PLN009512,1,32924.44,32924.44,2025-08-07,ORD012683
PLN023590,2,61353.32,122706.64,2023-07-30,ORD012683
PLN025359,3,28386.62,85159.86,2024-12-03,ORD012684
PLN043779,2,62499.1,124998.2,2024-10-11,ORD012684
PLN041649,3,65296.35,195889.05,2024-01-03,ORD012685
PLN012182,4,54982.54,219930.16,2025-05-02,ORD012686
PLN014132,3,34345.49,103036.47,2022-06-08,ORD012687
PLN039710,1,31094.14,31094.14,2025-10-08,ORD012687
PLN040521,2,50603.34,101206.68,2022-02-10,ORD012687
PLN002366,1,74926.03,74926.03,2022-07-20,ORD012688
PLN034389,4,70669.36,282677.44,2022-03-22,ORD012688
PLN008745,2,3268.31,6536.62,2024-04-07,ORD012689
PLN012535,3,73115.96,219347.88,2024-07-16,ORD012689
PLN028347,3,34216.63,102649.89,2025-01-19,ORD012689
PLN041633,1,45662.13,45662.13,2023-09-19,ORD012691
PLN015187,1,10594.95,10594.95,2025-07-30,ORD012692
PLN020368,2,40581.38,81162.76,2025-09-16,ORD012692
PLN046110,4,1855.06,7420.24,2025-08-27,ORD012693
PLN007687,2,66364.19,132728.38,2022-10-10,ORD012694
PLN022349,2,39720.6,79441.2,2022-12-29,ORD012694
PLN033907,2,35086.99,70173.98,2024-02-05,ORD012694
PLN048849,3,20179.61,60538.83,2025-09-15,ORD012694
PLN011417,3,74384.42,223153.26,2025-09-06,ORD012695
PLN018262,3,57905.73,173717.19,2025-11-29,ORD012695
PLN023427,3,11634.7,34904.1,2025-10-23,ORD012695
PLN035443,3,63507.33,190521.99,2024-11-10,ORD012695
PLN040768,2,23628.15,47256.3,2022-12-02,ORD012695
PLN031527,1,18198.74,18198.74,2024-07-09,ORD012696
PLN014283,1,79871.55,79871.55,2024-05-26,ORD012697
PLN003210,2,35495.46,70990.92,2025-01-16,ORD012698
PLN009176,4,70335.82,281343.28,2022-12-20,ORD012698
PLN022642,2,37351.98,74703.96,2025-04-17,ORD012698
PLN015969,2,24629.33,49258.66,2022-11-13,ORD012699
PLN021119,2,56944.95,113889.9,2022-11-21,ORD012699
PLN035525,3,57624.46,172873.38,2022-07-21,ORD012700
PLN045139,3,69432.48,208297.44,2023-11-21,ORD012700
PLN028234,1,69637.11,69637.11,2022-08-27,ORD012703
PLN032732,1,20884.28,20884.28,2023-05-12,ORD012704
PLN037207,4,63292.91,253171.64,2023-08-29,ORD012704
PLN046839,3,45426.58,136279.74,2023-10-08,ORD012704
PLN017825,3,29404.27,88212.81,2022-03-18,ORD012705
PLN048074,4,28465.97,113863.88,2025-05-25,ORD012705
PLN029792,2,26505.44,53010.88,2024-11-14,ORD012706
PLN039790,3,30171.0,90513.0,2024-09-29,ORD012706
PLN000465,4,62172.33,248689.32,2025-07-11,ORD012707
PLN022856,2,45173.95,90347.9,2023-03-26,ORD012707
PLN025066,2,65264.49,130528.98,2023-09-29,ORD012707
PLN003158,3,52684.23,158052.69,2025-07-14,ORD012708
PLN025905,1,26094.18,26094.18,2024-03-16,ORD012708
PLN020980,4,47206.28,188825.12,2022-05-31,ORD012709
PLN041339,4,35706.78,142827.12,2025-06-14,ORD012709
PLN011016,4,59605.5,238422.0,2024-07-21,ORD012710
PLN013582,2,28646.49,57292.98,2024-07-15,ORD012710
PLN028600,4,60183.63,240734.52,2025-11-19,ORD012710
PLN000829,3,14719.46,44158.38,2022-12-26,ORD012711
PLN018983,2,78668.35,157336.7,2024-08-25,ORD012711
PLN020999,1,20999.31,20999.31,2022-07-01,ORD012711
PLN029267,2,36840.47,73680.94,2022-11-10,ORD012711
PLN044926,2,16228.46,32456.92,2024-03-12,ORD012711
PLN007331,2,53712.65,107425.3,2023-01-27,ORD012712
PLN004085,4,54626.02,218504.08,2023-04-11,ORD012713
PLN007807,3,30126.28,90378.84,2024-05-02,ORD012714
PLN013874,2,53621.16,107242.32,2024-12-05,ORD012714
PLN020006,4,17684.79,70739.16,2025-01-28,ORD012714
PLN037679,4,79183.43,316733.72,2025-04-25,ORD012714
PLN034810,2,71370.57,142741.14,2022-01-26,ORD012715
PLN035715,3,27475.36,82426.08,2023-04-03,ORD012716
PLN010467,2,5265.42,10530.84,2024-10-16,ORD012718
PLN011236,2,4864.36,9728.72,2022-11-12,ORD012718
PLN030140,4,15382.63,61530.52,2022-11-04,ORD012718
PLN038418,2,66900.22,133800.44,2022-04-30,ORD012718
PLN018006,3,67397.42,202192.26,2025-10-22,ORD012719
PLN043271,3,71688.49,215065.47,2022-09-03,ORD012719
PLN041759,4,54631.75,218527.0,2023-02-21,ORD012720
PLN047837,4,77268.24,309072.96,2024-09-18,ORD012720
PLN011340,1,11414.58,11414.58,2023-02-27,ORD012721
PLN004838,3,56530.55,169591.65,2022-12-20,ORD012722
PLN027336,1,26305.21,26305.21,2025-06-18,ORD012722
PLN044806,4,26814.47,107257.88,2024-01-20,ORD012722
PLN025980,4,45487.45,181949.8,2025-06-17,ORD012723
PLN005981,3,74296.58,222889.74,2024-03-11,ORD012725
PLN042105,4,56102.75,224411.0,2024-05-19,ORD012725
PLN004680,4,52628.06,210512.24,2025-06-12,ORD012726
PLN001147,2,73340.75,146681.5,2022-05-04,ORD012727
PLN015263,4,67314.89,269259.56,2024-04-01,ORD012727
PLN026290,4,63090.55,252362.2,2022-05-26,ORD012727
PLN010739,3,60878.44,182635.32,2025-12-08,ORD012728
PLN040776,4,7653.36,30613.44,2024-05-02,ORD012728
PLN045033,4,42948.13,171792.52,2024-11-09,ORD012728
PLN011887,2,59080.02,118160.04,2023-02-14,ORD012729
PLN034045,3,59817.26,179451.78,2023-03-27,ORD012729
PLN000501,4,587.52,2350.08,2025-03-05,ORD012730
PLN035716,3,71969.19,215907.57,2025-05-02,ORD012730
PLN018496,4,23438.66,93754.64,2025-07-09,ORD012731
PLN027070,2,40975.31,81950.62,2025-05-25,ORD012732
PLN045550,2,28324.48,56648.96,2022-03-23,ORD012732
PLN049812,2,15699.79,31399.58,2025-02-04,ORD012732
PLN000717,3,56507.33,169521.99,2024-03-16,ORD012733
PLN002361,2,69980.33,139960.66,2022-03-20,ORD012733
PLN009374,1,49528.2,49528.2,2025-12-22,ORD012733
PLN014843,2,23724.05,47448.1,2025-02-10,ORD012733
PLN006102,2,52148.08,104296.16,2023-10-14,ORD012734
PLN041648,1,70241.3,70241.3,2025-09-14,ORD012734
PLN018377,4,2938.85,11755.4,2025-10-11,ORD012735
PLN021548,4,74759.17,299036.68,2022-06-26,ORD012735
PLN016001,3,51531.37,154594.11,2025-10-27,ORD012736
PLN033428,4,35691.72,142766.88,2025-01-27,ORD012736
PLN034567,2,48845.21,97690.42,2022-02-02,ORD012736
PLN020653,3,35569.71,106709.13,2022-08-19,ORD012737
PLN030706,1,26273.91,26273.91,2023-03-14,ORD012737
PLN037603,4,57351.38,229405.52,2023-03-09,ORD012737
PLN026610,3,48205.57,144616.71,2023-03-23,ORD012738
PLN045272,3,6774.16,20322.48,2024-11-16,ORD012738
PLN047471,2,12220.57,24441.14,2023-09-29,ORD012738
PLN013097,2,18087.28,36174.56,2024-08-07,ORD012739
PLN032076,4,3532.36,14129.44,2024-09-12,ORD012739
PLN039589,2,56336.15,112672.3,2024-06-28,ORD012739
PLN025523,2,69081.07,138162.14,2025-10-15,ORD012740
PLN011995,2,56128.28,112256.56,2022-03-21,ORD012741
PLN025916,2,10956.33,21912.66,2022-01-31,ORD012741
PLN043481,4,57835.64,231342.56,2025-04-29,ORD012741
PLN001298,1,30732.57,30732.57,2022-09-11,ORD012742
PLN001747,1,59583.18,59583.18,2022-03-28,ORD012742
PLN014410,3,33002.21,99006.63,2024-04-17,ORD012742
PLN019531,2,2151.31,4302.62,2023-03-10,ORD012742
PLN045072,4,78775.48,315101.92,2025-03-08,ORD012742
PLN042483,3,49311.31,147933.93,2023-09-28,ORD012744
PLN003568,2,74571.09,149142.18,2025-03-13,ORD012745
PLN028528,1,49583.96,49583.96,2022-05-29,ORD012745
PLN044861,3,6453.09,19359.27,2025-01-22,ORD012745
PLN007016,1,38455.48,38455.48,2025-11-09,ORD012746
PLN002522,4,69528.05,278112.2,2022-05-11,ORD012747
PLN002132,2,40189.84,80379.68,2023-04-10,ORD012748
PLN030093,1,46916.02,46916.02,2023-09-23,ORD012748
PLN034116,3,34548.79,103646.37,2024-11-26,ORD012748
PLN004321,1,63865.05,63865.05,2023-07-28,ORD012750
PLN013160,1,57346.33,57346.33,2024-07-09,ORD012750
PLN015072,2,33585.91,67171.82,2023-08-13,ORD012750
PLN040314,2,13114.61,26229.22,2024-04-17,ORD012750
PLN026441,4,33111.46,132445.84,2022-07-15,ORD012751
PLN031839,4,8106.64,32426.56,2025-11-16,ORD012751
PLN034179,2,62906.11,125812.22,2025-08-20,ORD012752
PLN029463,2,17864.81,35729.62,2025-10-27,ORD012753
PLN011205,1,22631.22,22631.22,2022-08-25,ORD012754
PLN036410,2,50846.82,101693.64,2022-11-19,ORD012754
PLN047455,2,24534.05,49068.1,2024-11-20,ORD012754
PLN035042,4,73587.83,294351.32,2025-07-01,ORD012757
PLN015389,1,18160.34,18160.34,2025-01-23,ORD012758
PLN011154,2,54154.48,108308.96,2024-12-29,ORD012759
PLN013706,2,65483.77,130967.54,2022-04-10,ORD012759
PLN038982,3,36478.18,109434.54,2022-05-21,ORD012759
PLN042676,4,53253.81,213015.24,2022-08-14,ORD012759
PLN049246,3,6444.26,19332.78,2022-06-26,ORD012759
PLN011361,1,63495.87,63495.87,2025-03-28,ORD012760
PLN046775,1,49307.19,49307.19,2022-01-04,ORD012760
PLN014413,3,48787.12,146361.36,2023-06-30,ORD012761
PLN023249,3,46884.34,140653.02,2025-03-02,ORD012761
PLN025352,1,28609.98,28609.98,2025-03-15,ORD012761
PLN031421,4,67198.11,268792.44,2023-05-13,ORD012761
PLN006237,1,2562.8,2562.8,2022-10-27,ORD012762
PLN028310,1,60869.65,60869.65,2022-09-08,ORD012762
PLN023789,2,58422.46,116844.92,2025-06-26,ORD012763
PLN019738,2,62030.57,124061.14,2022-03-05,ORD012764
PLN017356,1,53728.72,53728.72,2022-04-07,ORD012765
PLN003843,1,15272.61,15272.61,2024-12-08,ORD012766
PLN004719,3,31902.65,95707.95,2023-12-16,ORD012766
PLN015401,3,28645.71,85937.13,2022-11-26,ORD012766
PLN036125,4,33114.63,132458.52,2022-06-25,ORD012766
PLN005014,3,77523.49,232570.47,2024-01-13,ORD012767
PLN006565,3,23737.6,71212.8,2022-06-11,ORD012767
PLN043947,4,33679.58,134718.32,2024-06-17,ORD012767
PLN017940,2,33551.91,67103.82,2022-12-19,ORD012768
PLN019706,1,58884.91,58884.91,2022-11-09,ORD012768
PLN027986,3,18416.77,55250.31,2025-01-18,ORD012768
PLN035075,4,936.17,3744.68,2023-08-09,ORD012768
PLN049575,3,40894.02,122682.06,2024-01-17,ORD012768
PLN000927,4,59471.87,237887.48,2022-12-01,ORD012769
PLN029734,4,63250.18,253000.72,2022-07-22,ORD012769
PLN041274,1,19172.08,19172.08,2022-06-22,ORD012769
PLN004701,1,67394.44,67394.44,2022-09-23,ORD012771
PLN011998,4,52113.57,208454.28,2022-11-08,ORD012771
PLN017844,2,31575.54,63151.08,2022-10-29,ORD012771
PLN024111,3,7505.36,22516.08,2024-11-29,ORD012771
PLN047378,1,64246.46,64246.46,2022-01-10,ORD012771
PLN002158,2,10477.59,20955.18,2024-10-30,ORD012772
PLN034261,3,77198.47,231595.41,2023-10-14,ORD012772
PLN008527,3,72359.46,217078.38,2022-11-11,ORD012773
PLN018629,3,4599.2,13797.6,2024-04-24,ORD012773
PLN021942,1,50192.35,50192.35,2022-02-21,ORD012775
PLN024791,3,4776.9,14330.7,2025-05-06,ORD012776
PLN029227,4,60373.16,241492.64,2025-09-25,ORD012776
PLN049649,1,52943.06,52943.06,2025-10-17,ORD012777
PLN012822,3,44767.26,134301.78,2022-04-02,ORD012778
PLN035200,2,7899.43,15798.86,2022-05-11,ORD012778
PLN047763,1,5349.39,5349.39,2023-01-20,ORD012778
PLN009123,4,39894.4,159577.6,2023-12-30,ORD012780
PLN041974,3,22661.73,67985.19,2025-01-26,ORD012782
PLN023838,4,70118.44,280473.76,2023-03-19,ORD012783
PLN003702,1,63350.38,63350.38,2023-03-10,ORD012784
PLN038984,2,61216.6,122433.2,2023-02-27,ORD012785
PLN000073,3,68576.76,205730.28,2022-03-23,ORD012786
PLN043538,1,52722.56,52722.56,2023-04-13,ORD012786
PLN035024,2,10586.76,21173.52,2024-07-27,ORD012788
PLN038576,3,33991.3,101973.9,2022-06-19,ORD012788
PLN018473,1,13966.84,13966.84,2025-06-19,ORD012789
PLN041872,1,49789.63,49789.63,2024-04-24,ORD012789
PLN005652,2,21947.51,43895.02,2022-09-10,ORD012790
PLN006415,4,70084.85,280339.4,2024-08-14,ORD012790
PLN048625,1,10472.28,10472.28,2025-12-06,ORD012790
PLN013223,1,55719.73,55719.73,2025-05-26,ORD012791
PLN032070,4,72239.21,288956.84,2023-08-15,ORD012791
PLN001481,4,24417.67,97670.68,2024-12-02,ORD012792
PLN040058,2,31540.98,63081.96,2023-08-24,ORD012792
PLN044154,3,69384.2,208152.6,2025-03-18,ORD012792
PLN001780,4,59910.74,239642.96,2023-10-31,ORD012793
PLN037312,4,20262.67,81050.68,2022-01-04,ORD012793
PLN007140,2,70578.14,141156.28,2023-01-29,ORD012795
PLN012801,3,60028.71,180086.13,2024-06-11,ORD012796
PLN023510,1,64590.19,64590.19,2022-07-15,ORD012797
PLN029048,2,36162.43,72324.86,2022-08-12,ORD012798
PLN043734,2,8129.39,16258.78,2024-06-04,ORD012798
PLN004263,2,4379.05,8758.1,2023-09-06,ORD012801
PLN020252,1,22007.59,22007.59,2023-02-14,ORD012801
PLN041583,4,26380.7,105522.8,2025-07-22,ORD012801
PLN044682,2,12284.22,24568.44,2023-10-06,ORD012802
PLN018985,3,3596.18,10788.54,2025-08-30,ORD012803
PLN046770,4,42024.99,168099.96,2024-05-18,ORD012803
PLN046675,2,13954.47,27908.94,2022-07-30,ORD012805
PLN003330,4,20511.7,82046.8,2022-01-11,ORD012806
PLN017209,2,8461.23,16922.46,2025-07-14,ORD012806
PLN020410,4,56287.25,225149.0,2023-05-04,ORD012806
PLN029896,2,66767.89,133535.78,2022-12-02,ORD012806
PLN043471,2,42897.78,85795.56,2025-01-21,ORD012806
PLN038382,2,6812.7,13625.4,2022-10-29,ORD012807
PLN000770,1,47281.24,47281.24,2024-10-09,ORD012808
PLN049054,4,51632.65,206530.6,2025-06-24,ORD012808
PLN017873,1,11790.76,11790.76,2022-09-21,ORD012810
PLN025734,3,58788.39,176365.17,2023-07-03,ORD012811
PLN036609,4,14271.11,57084.44,2022-01-28,ORD012811
PLN043037,2,22217.86,44435.72,2024-05-05,ORD012812
PLN017801,1,7249.37,7249.37,2025-02-27,ORD012813
PLN018455,3,21442.7,64328.1,2025-11-12,ORD012813
PLN036352,4,41775.87,167103.48,2025-12-08,ORD012813
PLN021189,3,75543.06,226629.18,2024-05-13,ORD012814
PLN031265,2,36790.9,73581.8,2022-05-03,ORD012814
PLN031477,3,25678.92,77036.76,2025-10-30,ORD012814
PLN039228,2,31481.31,62962.62,2022-12-04,ORD012814
PLN036147,4,49019.09,196076.36,2025-12-28,ORD012815
PLN031235,1,38773.88,38773.88,2025-06-02,ORD012816
PLN043991,4,51690.55,206762.2,2024-11-02,ORD012816
PLN006982,2,74618.18,149236.36,2025-11-13,ORD012817
PLN013971,4,57441.17,229764.68,2024-11-16,ORD012817
PLN005845,2,68530.6,137061.2,2024-03-05,ORD012818
PLN048173,4,10587.45,42349.8,2023-03-21,ORD012818
PLN000198,2,75162.8,150325.6,2023-08-13,ORD012819
PLN011157,1,40464.24,40464.24,2022-08-12,ORD012820
PLN006511,4,55032.63,220130.52,2024-04-22,ORD012821
PLN038922,3,17054.78,51164.34,2024-11-04,ORD012821
PLN026708,2,70861.99,141723.98,2024-06-11,ORD012822
PLN032492,4,6844.44,27377.76,2024-05-03,ORD012824
PLN037005,3,53913.84,161741.52,2022-07-28,ORD012825
PLN039076,1,62713.38,62713.38,2023-08-23,ORD012825
PLN049363,1,20834.32,20834.32,2025-06-25,ORD012825
PLN038397,4,74674.45,298697.8,2023-01-03,ORD012826
PLN043699,1,79150.79,79150.79,2022-09-07,ORD012826
PLN008829,3,30282.18,90846.54,2022-11-03,ORD012827
PLN003023,3,6885.69,20657.07,2023-05-21,ORD012828
PLN033136,3,64822.44,194467.32,2023-03-15,ORD012828
PLN044586,3,2594.09,7782.27,2024-04-24,ORD012828
PLN047850,1,67651.34,67651.34,2022-12-07,ORD012828
PLN027934,3,29948.8,89846.4,2022-12-28,ORD012829
PLN035251,1,52981.47,52981.47,2024-06-26,ORD012829
PLN037265,1,65008.54,65008.54,2023-12-08,ORD012829
PLN038586,1,77444.07,77444.07,2022-06-20,ORD012829
PLN007442,3,15616.05,46848.15,2022-02-17,ORD012830
PLN013324,1,14125.65,14125.65,2024-11-22,ORD012830
PLN003294,3,37831.26,113493.78,2023-07-18,ORD012831
PLN007820,1,72304.95,72304.95,2022-01-12,ORD012832
PLN031941,4,79481.8,317927.2,2025-11-18,ORD012832
PLN038093,1,2505.62,2505.62,2023-08-09,ORD012832
PLN049606,2,71208.2,142416.4,2022-07-18,ORD012833
PLN000448,1,6671.23,6671.23,2023-09-17,ORD012835
PLN046252,4,2834.06,11336.24,2022-08-11,ORD012835
PLN014708,3,38524.0,115572.0,2025-02-17,ORD012836
PLN014936,3,37625.17,112875.51,2022-09-27,ORD012837
PLN023177,1,78997.22,78997.22,2025-10-23,ORD012837
PLN027822,2,37421.97,74843.94,2024-03-23,ORD012837
PLN033050,2,61056.59,122113.18,2025-03-23,ORD012837
PLN034653,1,72351.93,72351.93,2024-12-15,ORD012837
PLN011583,4,78268.33,313073.32,2024-03-17,ORD012838
PLN026502,3,5268.14,15804.42,2022-07-10,ORD012838
PLN035494,2,46511.03,93022.06,2022-08-13,ORD012838
PLN012294,2,39325.49,78650.98,2023-10-28,ORD012839
PLN016673,3,24036.45,72109.35,2022-12-10,ORD012839
PLN027793,3,60667.02,182001.06,2022-05-21,ORD012839
PLN040167,3,59636.45,178909.35,2025-02-08,ORD012839
PLN020994,4,50389.4,201557.6,2025-03-14,ORD012840
PLN017015,3,26515.71,79547.13,2023-08-04,ORD012841
PLN020694,1,22771.58,22771.58,2023-10-19,ORD012841
PLN021219,4,25818.54,103274.16,2022-05-03,ORD012841
PLN045632,2,59551.55,119103.1,2022-12-24,ORD012842
PLN029848,1,33219.58,33219.58,2024-10-06,ORD012843
PLN004210,2,67472.19,134944.38,2025-07-22,ORD012844
PLN005228,4,5395.51,21582.04,2023-04-03,ORD012844
PLN012040,1,41445.44,41445.44,2024-06-03,ORD012844
PLN016825,4,1169.07,4676.28,2022-09-24,ORD012845
PLN023457,1,27380.84,27380.84,2023-11-30,ORD012845
PLN003545,4,65866.14,263464.56,2022-02-06,ORD012846
PLN004619,3,39046.34,117139.02,2025-04-23,ORD012846
PLN046569,4,7786.32,31145.28,2024-05-12,ORD012846
PLN004958,3,68546.34,205639.02,2024-02-15,ORD012847
PLN022317,4,21914.98,87659.92,2025-02-21,ORD012847
PLN022882,4,37176.19,148704.76,2022-03-05,ORD012847
PLN024203,2,51866.35,103732.7,2024-05-10,ORD012847
PLN033032,4,20033.78,80135.12,2024-06-29,ORD012847
PLN015364,1,26187.02,26187.02,2023-10-04,ORD012848
PLN028108,4,15160.73,60642.92,2023-11-28,ORD012848
PLN031851,3,61202.78,183608.34,2025-05-18,ORD012848
PLN020238,2,26485.61,52971.22,2024-05-14,ORD012849
PLN025692,1,1125.85,1125.85,2025-12-13,ORD012850
PLN006436,3,77225.55,231676.65,2024-02-24,ORD012851
PLN027946,4,45839.82,183359.28,2024-10-20,ORD012851
PLN033528,2,44204.8,88409.6,2024-10-05,ORD012851
PLN036895,3,57491.99,172475.97,2024-12-31,ORD012851
PLN006449,1,11710.42,11710.42,2024-05-10,ORD012852
PLN019624,2,41651.65,83303.3,2022-08-07,ORD012853
PLN026411,1,36597.3,36597.3,2022-04-22,ORD012853
PLN012528,4,42765.26,171061.04,2023-10-08,ORD012854
PLN010474,4,34982.86,139931.44,2024-01-24,ORD012855
PLN010610,4,72916.72,291666.88,2024-07-09,ORD012855
PLN024930,1,46989.97,46989.97,2025-07-25,ORD012855
PLN034231,1,30939.17,30939.17,2022-12-17,ORD012855
PLN029574,4,58983.32,235933.28,2023-10-28,ORD012856
PLN031105,2,13536.6,27073.2,2022-11-07,ORD012856
PLN047490,4,62122.29,248489.16,2022-09-03,ORD012856
PLN036936,4,27914.66,111658.64,2025-02-04,ORD012857
PLN009290,1,3461.55,3461.55,2024-11-13,ORD012858
PLN016036,3,72397.82,217193.46,2022-12-12,ORD012858
PLN038290,2,6372.25,12744.5,2025-02-09,ORD012858
PLN002012,2,61669.28,123338.56,2022-12-12,ORD012859
PLN009894,3,33297.56,99892.68,2022-11-07,ORD012859
PLN008133,2,33263.93,66527.86,2022-08-01,ORD012860
PLN010198,2,52473.38,104946.76,2022-11-28,ORD012860
PLN043513,1,4494.24,4494.24,2024-03-01,ORD012860
PLN027158,4,50109.33,200437.32,2023-03-09,ORD012861
PLN032724,1,48360.05,48360.05,2024-08-22,ORD012861
PLN044553,1,9204.35,9204.35,2024-07-17,ORD012862
PLN008026,1,1623.96,1623.96,2024-01-05,ORD012863
PLN009533,4,10871.85,43487.4,2023-11-01,ORD012863
PLN033362,3,20534.68,61604.04,2023-11-25,ORD012863
PLN028827,3,49214.7,147644.1,2025-06-19,ORD012864
PLN030015,2,76775.94,153551.88,2022-01-19,ORD012864
PLN039970,2,18294.05,36588.1,2022-09-17,ORD012864
PLN021523,1,44642.43,44642.43,2023-08-18,ORD012865
PLN031743,1,60432.08,60432.08,2022-03-09,ORD012865
PLN044542,4,56942.97,227771.88,2022-05-01,ORD012865
PLN018506,2,20152.16,40304.32,2022-11-20,ORD012866
PLN001620,4,42912.68,171650.72,2024-05-25,ORD012867
PLN042036,1,42975.39,42975.39,2024-12-25,ORD012867
PLN048814,4,51099.4,204397.6,2023-03-08,ORD012867
