Invoice_ID,Invoice_Details,Quantity,Original_Price,VAT_Rate,TotalAmount,Order_ID
INV015579,Invoice for order ORD015579,3,111530.93,0.07,119338.1,ORD015579
INV015580,Invoice for order ORD015580,2,17808.03,0.07,19054.59,ORD015580
INV015581,Invoice for order ORD015581,1,19292.47,0.07,20642.94,ORD015581
INV015582,Invoice for order ORD015582,4,45405.65,0.07,48584.05,ORD015582
INV015583,Invoice for order ORD015583,2,91826.8,0.07,98254.68,ORD015583
INV015584,Invoice for order ORD015584,2,59062.75,0.07,63197.14,ORD015584
INV015585,Invoice for order ORD015585,5,68142.92,0.07,72912.92,ORD015585
INV015586,Invoice for order ORD015586,5,74384.89,0.07,79591.83,ORD015586
INV015587,Invoice for order ORD015587,4,62108.03,0.07,66455.59,ORD015587
INV015588,Invoice for order ORD015588,5,78497.94,0.07,83992.8,ORD015588
INV015589,Invoice for order ORD015589,1,35751.2,0.07,38253.78,ORD015589
INV015590,Invoice for order ORD015590,4,43869.35,0.07,46940.2,ORD015590
INV015591,Invoice for order ORD015591,3,32286.33,0.07,34546.37,ORD015591
INV015592,Invoice for order ORD015592,3,26010.01,0.07,27830.71,ORD015592
INV015593,Invoice for order ORD015593,2,48514.94,0.07,51910.99,ORD015593
INV015594,Invoice for order ORD015594,3,91183.63,0.07,97566.48,ORD015594
INV015595,Invoice for order ORD015595,1,12633.03,0.07,13517.34,ORD015595
INV015596,Invoice for order ORD015596,4,63262.5,0.07,67690.88,ORD015596
INV015597,Invoice for order ORD015597,1,67058.3,0.07,71752.38,ORD015597
INV015598,Invoice for order ORD015598,1,41796.57,0.07,44722.33,ORD015598
INV015599,Invoice for order ORD015599,4,47096.21,0.07,50392.94,ORD015599
INV015600,Invoice for order ORD015600,5,18065.88,0.07,19330.49,ORD015600
INV015601,Invoice for order ORD015601,1,97173.42,0.07,103975.56,ORD015601
INV015602,Invoice for order ORD015602,4,25877.35,0.07,27688.76,ORD015602
INV015603,Invoice for order ORD015603,5,80812.87,0.07,86469.77,ORD015603
INV015604,Invoice for order ORD015604,4,82073.84,0.07,87819.01,ORD015604
INV015605,Invoice for order ORD015605,4,23062.07,0.07,24676.41,ORD015605
INV015606,Invoice for order ORD015606,5,48194.07,0.07,51567.66,ORD015606
INV015607,Invoice for order ORD015607,3,89267.37,0.07,95516.09,ORD015607
INV015608,Invoice for order ORD015608,3,98161.6,0.07,105032.91,ORD015608
INV015609,Invoice for order ORD015609,5,65469.46,0.07,70052.32,ORD015609
INV015610,Invoice for order ORD015610,3,22282.21,0.07,23841.96,ORD015610
INV015611,Invoice for order ORD015611,3,92807.57,0.07,99304.1,ORD015611
INV015612,Invoice for order ORD015612,1,75053.18,0.07,80306.9,ORD015612
INV015613,Invoice for order ORD015613,3,42220.98,0.07,45176.45,ORD015613
INV015614,Invoice for order ORD015614,3,106265.78,0.07,113704.38,ORD015614
INV015615,Invoice for order ORD015615,1,38698.81,0.07,41407.73,ORD015615
INV015616,Invoice for order ORD015616,5,105369.68,0.07,112745.56,ORD015616
INV015617,Invoice for order ORD015617,5,9448.12,0.07,10109.49,ORD015617
INV015618,Invoice for order ORD015618,1,14440.69,0.07,15451.54,ORD015618
INV015619,Invoice for order ORD015619,2,87936.64,0.07,94092.2,ORD015619
INV015620,Invoice for order ORD015620,1,44502.69,0.07,47617.88,ORD015620
INV015621,Invoice for order ORD015621,3,87422.74,0.07,93542.33,ORD015621
INV015622,Invoice for order ORD015622,5,50817.84,0.07,54375.09,ORD015622
INV015623,Invoice for order ORD015623,4,41396.4,0.07,44294.15,ORD015623
INV015624,Invoice for order ORD015624,4,12681.73,0.07,13569.45,ORD015624
INV015625,Invoice for order ORD015625,4,40270.75,0.07,43089.7,ORD015625
INV015626,Invoice for order ORD015626,5,48743.64,0.07,52155.69,ORD015626
INV015627,Invoice for order ORD015627,5,49739.94,0.07,53221.74,ORD015627
INV015628,Invoice for order ORD015628,1,10188.13,0.07,10901.3,ORD015628
INV015629,Invoice for order ORD015629,2,92242.27,0.07,98699.23,ORD015629
INV015630,Invoice for order ORD015630,1,46530.96,0.07,49788.13,ORD015630
INV015631,Invoice for order ORD015631,5,11780.96,0.07,12605.63,ORD015631
INV015632,Invoice for order ORD015632,2,48859.52,0.07,52279.69,ORD015632
INV015633,Invoice for order ORD015633,4,103602.3,0.07,110854.46,ORD015633
INV015634,Invoice for order ORD015634,4,88491.0,0.07,94685.37,ORD015634
INV015635,Invoice for order ORD015635,2,24444.06,0.07,26155.14,ORD015635
INV015636,Invoice for order ORD015636,2,109370.99,0.07,117026.96,ORD015636
INV015637,Invoice for order ORD015637,4,89440.97,0.07,95701.84,ORD015637
INV015638,Invoice for order ORD015638,4,65419.76,0.07,69999.14,ORD015638
INV015639,Invoice for order ORD015639,1,5457.63,0.07,5839.66,ORD015639
INV015640,Invoice for order ORD015640,5,50584.17,0.07,54125.06,ORD015640
INV015641,Invoice for order ORD015641,3,108249.24,0.07,115826.69,ORD015641
INV015642,Invoice for order ORD015642,3,81365.71,0.07,87061.31,ORD015642
INV015643,Invoice for order ORD015643,1,8609.39,0.07,9212.05,ORD015643
INV015644,Invoice for order ORD015644,5,24076.14,0.07,25761.47,ORD015644
INV015645,Invoice for order ORD015645,3,77053.63,0.07,82447.38,ORD015645
INV015646,Invoice for order ORD015646,4,31256.07,0.07,33444.0,ORD015646
INV015647,Invoice for order ORD015647,1,39689.53,0.07,42467.8,ORD015647
INV015648,Invoice for order ORD015648,4,39249.7,0.07,41997.18,ORD015648
INV015649,Invoice for order ORD015649,2,6060.09,0.07,6484.3,ORD015649
INV015650,Invoice for order ORD015650,4,78078.35,0.07,83543.83,ORD015650
INV015651,Invoice for order ORD015651,5,96810.01,0.07,103586.71,ORD015651
INV015652,Invoice for order ORD015652,2,17388.65,0.07,18605.86,ORD015652
INV015653,Invoice for order ORD015653,1,2526.2,0.07,2703.03,ORD015653
INV015654,Invoice for order ORD015654,3,80995.44,0.07,86665.12,ORD015654
INV015655,Invoice for order ORD015655,4,34618.73,0.07,37042.04,ORD015655
INV015656,Invoice for order ORD015656,2,71780.37,0.07,76805.0,ORD015656
INV015657,Invoice for order ORD015657,1,24019.26,0.07,25700.61,ORD015657
INV015658,Invoice for order ORD015658,1,80588.37,0.07,86229.56,ORD015658
INV015659,Invoice for order ORD015659,2,8025.55,0.07,8587.34,ORD015659
INV015660,Invoice for order ORD015660,4,47123.97,0.07,50422.65,ORD015660
INV015661,Invoice for order ORD015661,1,107587.41,0.07,115118.53,ORD015661
INV015662,Invoice for order ORD015662,4,68660.3,0.07,73466.52,ORD015662
INV015663,Invoice for order ORD015663,4,54455.72,0.07,58267.62,ORD015663
INV015664,Invoice for order ORD015664,3,43975.99,0.07,47054.31,ORD015664
INV015665,Invoice for order ORD015665,4,90544.59,0.07,96882.71,ORD015665
INV015666,Invoice for order ORD015666,1,83977.52,0.07,89855.95,ORD015666
INV015667,Invoice for order ORD015667,1,45851.78,0.07,49061.4,ORD015667
INV015668,Invoice for order ORD015668,1,93353.3,0.07,99888.03,ORD015668
INV015669,Invoice for order ORD015669,2,19128.31,0.07,20467.29,ORD015669
INV015670,Invoice for order ORD015670,1,61130.08,0.07,65409.19,ORD015670
INV015671,Invoice for order ORD015671,2,11688.51,0.07,12506.71,ORD015671
INV015672,Invoice for order ORD015672,3,3202.82,0.07,3427.02,ORD015672
INV015673,Invoice for order ORD015673,2,67731.41,0.07,72472.61,ORD015673
INV015674,Invoice for order ORD015674,2,100193.59,0.07,107207.14,ORD015674
INV015675,Invoice for order ORD015675,3,44752.26,0.07,47884.92,ORD015675
INV015676,Invoice for order ORD015676,5,16711.55,0.07,17881.36,ORD015676
INV015677,Invoice for order ORD015677,1,111131.28,0.07,118910.47,ORD015677
INV015678,Invoice for order ORD015678,3,103826.01,0.07,111093.83,ORD015678
INV015679,Invoice for order ORD015679,1,75364.83,0.07,80640.37,ORD015679
INV015680,Invoice for order ORD015680,4,48406.19,0.07,51794.62,ORD015680
INV015681,Invoice for order ORD015681,5,44964.89,0.07,48112.43,ORD015681
INV015682,Invoice for order ORD015682,2,65655.76,0.07,70251.66,ORD015682
INV015683,Invoice for order ORD015683,1,13258.64,0.07,14186.74,ORD015683
INV015684,Invoice for order ORD015684,5,54441.37,0.07,58252.27,ORD015684
INV015685,Invoice for order ORD015685,2,15501.36,0.07,16586.46,ORD015685
INV015686,Invoice for order ORD015686,5,79359.71,0.07,84914.89,ORD015686
INV015687,Invoice for order ORD015687,4,75173.35,0.07,80435.48,ORD015687
INV015688,Invoice for order ORD015688,3,74041.65,0.07,79224.57,ORD015688
INV015689,Invoice for order ORD015689,5,60234.84,0.07,64451.28,ORD015689
INV015690,Invoice for order ORD015690,1,30687.07,0.07,32835.16,ORD015690
INV015691,Invoice for order ORD015691,4,74781.07,0.07,80015.74,ORD015691
INV015692,Invoice for order ORD015692,5,96502.04,0.07,103257.18,ORD015692
INV015693,Invoice for order ORD015693,1,30740.93,0.07,32892.8,ORD015693
INV015694,Invoice for order ORD015694,5,41303.16,0.07,44194.38,ORD015694
INV015695,Invoice for order ORD015695,2,53865.8,0.07,57636.41,ORD015695
INV015696,Invoice for order ORD015696,5,49441.37,0.07,52902.27,ORD015696
INV015697,Invoice for order ORD015697,4,55334.53,0.07,59207.95,ORD015697
INV015698,Invoice for order ORD015698,1,17957.99,0.07,19215.05,ORD015698
INV015699,Invoice for order ORD015699,1,78585.93,0.07,84086.95,ORD015699
INV015700,Invoice for order ORD015700,1,11181.63,0.07,11964.34,ORD015700
INV015701,Invoice for order ORD015701,5,111064.07,0.07,118838.56,ORD015701
INV015702,Invoice for order ORD015702,2,20716.07,0.07,22166.2,ORD015702
INV015703,Invoice for order ORD015703,3,28924.11,0.07,30948.8,ORD015703
INV015704,Invoice for order ORD015704,4,48727.78,0.07,52138.72,ORD015704
INV015705,Invoice for order ORD015705,5,70776.74,0.07,75731.11,ORD015705
INV015706,Invoice for order ORD015706,1,98267.01,0.07,105145.7,ORD015706
INV015707,Invoice for order ORD015707,3,91954.68,0.07,98391.51,ORD015707
INV015708,Invoice for order ORD015708,2,84083.52,0.07,89969.37,ORD015708
INV015709,Invoice for order ORD015709,3,77377.45,0.07,82793.87,ORD015709
INV015710,Invoice for order ORD015710,2,90382.71,0.07,96709.5,ORD015710
INV015711,Invoice for order ORD015711,2,31664.32,0.07,33880.82,ORD015711
INV015712,Invoice for order ORD015712,3,9074.78,0.07,9710.01,ORD015712
INV015713,Invoice for order ORD015713,1,62161.21,0.07,66512.49,ORD015713
INV015714,Invoice for order ORD015714,4,105421.39,0.07,112800.89,ORD015714
INV015715,Invoice for order ORD015715,1,22773.08,0.07,24367.2,ORD015715
INV015716,Invoice for order ORD015716,3,49868.89,0.07,53359.71,ORD015716
INV015717,Invoice for order ORD015717,3,17775.7,0.07,19020.0,ORD015717
INV015718,Invoice for order ORD015718,3,52318.6,0.07,55980.9,ORD015718
INV015719,Invoice for order ORD015719,5,86064.16,0.07,92088.65,ORD015719
INV015720,Invoice for order ORD015720,4,3341.51,0.07,3575.42,ORD015720
INV015721,Invoice for order ORD015721,4,94511.62,0.07,101127.43,ORD015721
INV015722,Invoice for order ORD015722,1,78613.57,0.07,84116.52,ORD015722
INV015723,Invoice for order ORD015723,5,106914.22,0.07,114398.22,ORD015723
INV015724,Invoice for order ORD015724,1,100613.87,0.07,107656.84,ORD015724
INV015725,Invoice for order ORD015725,2,102564.22,0.07,109743.72,ORD015725
INV015726,Invoice for order ORD015726,4,6184.8,0.07,6617.74,ORD015726
INV015727,Invoice for order ORD015727,1,43231.98,0.07,46258.22,ORD015727
INV015728,Invoice for order ORD015728,4,20669.73,0.07,22116.61,ORD015728
INV015729,Invoice for order ORD015729,2,82063.73,0.07,87808.19,ORD015729
INV015730,Invoice for order ORD015730,2,47130.62,0.07,50429.76,ORD015730
INV015731,Invoice for order ORD015731,2,1948.55,0.07,2084.95,ORD015731
INV015732,Invoice for order ORD015732,1,85818.02,0.07,91825.28,ORD015732
INV015733,Invoice for order ORD015733,2,71645.07,0.07,76660.23,ORD015733
INV015734,Invoice for order ORD015734,3,94644.54,0.07,101269.66,ORD015734
INV015735,Invoice for order ORD015735,2,110951.8,0.07,118718.43,ORD015735
INV015736,Invoice for order ORD015736,5,66817.24,0.07,71494.45,ORD015736
INV015737,Invoice for order ORD015737,2,9365.38,0.07,10020.96,ORD015737
INV015738,Invoice for order ORD015738,5,60883.38,0.07,65145.22,ORD015738
INV015739,Invoice for order ORD015739,5,50771.68,0.07,54325.7,ORD015739
INV015740,Invoice for order ORD015740,1,34267.82,0.07,36666.57,ORD015740
INV015741,Invoice for order ORD015741,4,56791.68,0.07,60767.1,ORD015741
INV015742,Invoice for order ORD015742,1,2036.3,0.07,2178.84,ORD015742
INV015743,Invoice for order ORD015743,4,69332.94,0.07,74186.25,ORD015743
INV015744,Invoice for order ORD015744,4,98325.49,0.07,105208.27,ORD015744
INV015745,Invoice for order ORD015745,4,59644.7,0.07,63819.83,ORD015745
INV015746,Invoice for order ORD015746,2,94517.47,0.07,101133.69,ORD015746
INV015747,Invoice for order ORD015747,1,21488.74,0.07,22992.95,ORD015747
INV015748,Invoice for order ORD015748,3,106400.97,0.07,113849.04,ORD015748
INV015749,Invoice for order ORD015749,4,70502.76,0.07,75437.95,ORD015749
INV015750,Invoice for order ORD015750,3,90778.97,0.07,97133.5,ORD015750
INV015751,Invoice for order ORD015751,3,28694.95,0.07,30703.6,ORD015751
INV015752,Invoice for order ORD015752,2,29526.76,0.07,31593.63,ORD015752
INV015753,Invoice for order ORD015753,5,73348.61,0.07,78483.01,ORD015753
INV015754,Invoice for order ORD015754,1,1505.71,0.07,1611.11,ORD015754
INV015755,Invoice for order ORD015755,1,50023.51,0.07,53525.16,ORD015755
INV015756,Invoice for order ORD015756,4,31006.17,0.07,33176.6,ORD015756
INV015757,Invoice for order ORD015757,3,67679.75,0.07,72417.33,ORD015757
INV015758,Invoice for order ORD015758,5,48865.28,0.07,52285.85,ORD015758
INV015759,Invoice for order ORD015759,1,62910.44,0.07,67314.17,ORD015759
INV015760,Invoice for order ORD015760,3,28487.46,0.07,30481.58,ORD015760
INV015761,Invoice for order ORD015761,3,26844.39,0.07,28723.5,ORD015761
INV015762,Invoice for order ORD015762,5,13682.44,0.07,14640.21,ORD015762
INV015763,Invoice for order ORD015763,5,25562.91,0.07,27352.31,ORD015763
INV015764,Invoice for order ORD015764,4,58993.99,0.07,63123.57,ORD015764
INV015765,Invoice for order ORD015765,1,89042.5,0.07,95275.48,ORD015765
INV015766,Invoice for order ORD015766,5,58565.79,0.07,62665.39,ORD015766
INV015767,Invoice for order ORD015767,3,47530.88,0.07,50858.04,ORD015767
INV015768,Invoice for order ORD015768,5,77797.83,0.07,83243.68,ORD015768
INV015769,Invoice for order ORD015769,1,43836.61,0.07,46905.17,ORD015769
INV015770,Invoice for order ORD015770,5,2577.19,0.07,2757.59,ORD015770
INV015771,Invoice for order ORD015771,3,38572.48,0.07,41272.55,ORD015771
INV015772,Invoice for order ORD015772,3,93367.52,0.07,99903.25,ORD015772
INV015773,Invoice for order ORD015773,1,42950.72,0.07,45957.27,ORD015773
INV015774,Invoice for order ORD015774,5,1994.58,0.07,2134.2,ORD015774
INV015775,Invoice for order ORD015775,5,107474.25,0.07,114997.45,ORD015775
INV015776,Invoice for order ORD015776,3,18494.08,0.07,19788.67,ORD015776
INV015777,Invoice for order ORD015777,4,13796.06,0.07,14761.78,ORD015777
INV015778,Invoice for order ORD015778,3,92607.41,0.07,99089.93,ORD015778
INV015779,Invoice for order ORD015779,5,3200.21,0.07,3424.23,ORD015779
INV015780,Invoice for order ORD015780,2,38459.57,0.07,41151.74,ORD015780
INV015781,Invoice for order ORD015781,2,18547.08,0.07,19845.38,ORD015781
INV015782,Invoice for order ORD015782,3,74945.68,0.07,80191.88,ORD015782
INV015783,Invoice for order ORD015783,1,26793.06,0.07,28668.57,ORD015783
INV015784,Invoice for order ORD015784,4,83426.69,0.07,89266.56,ORD015784
INV015785,Invoice for order ORD015785,2,15363.89,0.07,16439.36,ORD015785
INV015786,Invoice for order ORD015786,5,24969.13,0.07,26716.97,ORD015786
INV015787,Invoice for order ORD015787,5,55893.09,0.07,59805.61,ORD015787
INV015788,Invoice for order ORD015788,4,91188.81,0.07,97572.03,ORD015788
INV015789,Invoice for order ORD015789,2,85355.31,0.07,91330.18,ORD015789
INV015790,Invoice for order ORD015790,5,111830.77,0.07,119658.92,ORD015790
INV015791,Invoice for order ORD015791,5,76303.65,0.07,81644.91,ORD015791
INV015792,Invoice for order ORD015792,1,82812.52,0.07,88609.4,ORD015792
INV015793,Invoice for order ORD015793,4,31945.95,0.07,34182.17,ORD015793
INV015794,Invoice for order ORD015794,2,88666.49,0.07,94873.14,ORD015794
INV015795,Invoice for order ORD015795,1,98017.79,0.07,104879.03,ORD015795
INV015796,Invoice for order ORD015796,5,45301.01,0.07,48472.08,ORD015796
INV015797,Invoice for order ORD015797,3,516.79,0.07,552.96,ORD015797
INV015798,Invoice for order ORD015798,5,66539.2,0.07,71196.94,ORD015798
INV015799,Invoice for order ORD015799,2,18507.09,0.07,19802.59,ORD015799
INV015800,Invoice for order ORD015800,2,1075.36,0.07,1150.64,ORD015800
INV015801,Invoice for order ORD015801,1,8669.44,0.07,9276.3,ORD015801
INV015802,Invoice for order ORD015802,5,55119.27,0.07,58977.62,ORD015802
INV015803,Invoice for order ORD015803,5,61170.66,0.07,65452.61,ORD015803
INV015804,Invoice for order ORD015804,2,4464.77,0.07,4777.3,ORD015804
INV015805,Invoice for order ORD015805,4,70505.82,0.07,75441.23,ORD015805
INV015806,Invoice for order ORD015806,2,74802.64,0.07,80038.82,ORD015806
INV015807,Invoice for order ORD015807,1,46033.07,0.07,49255.39,ORD015807
INV015808,Invoice for order ORD015808,4,8270.13,0.07,8849.04,ORD015808
INV015809,Invoice for order ORD015809,2,105718.07,0.07,113118.33,ORD015809
INV015810,Invoice for order ORD015810,1,77556.38,0.07,82985.33,ORD015810
INV015811,Invoice for order ORD015811,5,4049.46,0.07,4332.92,ORD015811
INV015812,Invoice for order ORD015812,1,57655.85,0.07,61691.76,ORD015812
INV015813,Invoice for order ORD015813,4,101911.29,0.07,109045.08,ORD015813
INV015814,Invoice for order ORD015814,2,90648.21,0.07,96993.58,ORD015814
INV015815,Invoice for order ORD015815,3,66045.93,0.07,70669.14,ORD015815
INV015816,Invoice for order ORD015816,2,20854.34,0.07,22314.14,ORD015816
INV015817,Invoice for order ORD015817,4,96209.61,0.07,102944.28,ORD015817
INV015818,Invoice for order ORD015818,2,47639.62,0.07,50974.39,ORD015818
INV015819,Invoice for order ORD015819,2,25379.91,0.07,27156.5,ORD015819
INV015820,Invoice for order ORD015820,1,56064.87,0.07,59989.41,ORD015820
INV015821,Invoice for order ORD015821,1,13623.21,0.07,14576.83,ORD015821
INV015822,Invoice for order ORD015822,5,64564.83,0.07,69084.37,ORD015822
INV015823,Invoice for order ORD015823,3,8753.72,0.07,9366.48,ORD015823
INV015824,Invoice for order ORD015824,5,2437.58,0.07,2608.21,ORD015824
INV015825,Invoice for order ORD015825,3,51813.43,0.07,55440.37,ORD015825
INV015826,Invoice for order ORD015826,1,79556.8,0.07,85125.78,ORD015826
INV015827,Invoice for order ORD015827,2,4399.11,0.07,4707.05,ORD015827
INV015828,Invoice for order ORD015828,4,45584.22,0.07,48775.12,ORD015828
INV015829,Invoice for order ORD015829,3,22521.98,0.07,24098.52,ORD015829
INV015830,Invoice for order ORD015830,3,36747.64,0.07,39319.98,ORD015830
INV015831,Invoice for order ORD015831,3,45464.95,0.07,48647.5,ORD015831
INV015832,Invoice for order ORD015832,4,23670.69,0.07,25327.64,ORD015832
INV015833,Invoice for order ORD015833,1,25341.93,0.07,27115.86,ORD015833
INV015834,Invoice for order ORD015834,1,43034.34,0.07,46046.74,ORD015834
INV015835,Invoice for order ORD015835,2,26776.11,0.07,28650.44,ORD015835
INV015836,Invoice for order ORD015836,2,83656.58,0.07,89512.54,ORD015836
INV015837,Invoice for order ORD015837,2,71208.89,0.07,76193.51,ORD015837
INV015838,Invoice for order ORD015838,5,32645.79,0.07,34930.99,ORD015838
INV015839,Invoice for order ORD015839,2,66100.18,0.07,70727.19,ORD015839
INV015840,Invoice for order ORD015840,5,11871.17,0.07,12702.15,ORD015840
INV015841,Invoice for order ORD015841,3,11380.93,0.07,12177.59,ORD015841
INV015842,Invoice for order ORD015842,4,73209.77,0.07,78334.45,ORD015842
INV015843,Invoice for order ORD015843,1,71014.36,0.07,75985.37,ORD015843
INV015844,Invoice for order ORD015844,4,22260.5,0.07,23818.73,ORD015844
INV015845,Invoice for order ORD015845,1,28972.21,0.07,31000.27,ORD015845
INV015846,Invoice for order ORD015846,3,39726.26,0.07,42507.1,ORD015846
INV015847,Invoice for order ORD015847,2,14541.62,0.07,15559.53,ORD015847
INV015848,Invoice for order ORD015848,3,51639.91,0.07,55254.7,ORD015848
INV015849,Invoice for order ORD015849,1,68740.67,0.07,73552.52,ORD015849
INV015850,Invoice for order ORD015850,5,629.69,0.07,673.77,ORD015850
INV015851,Invoice for order ORD015851,4,12514.38,0.07,13390.39,ORD015851
INV015852,Invoice for order ORD015852,1,41654.86,0.07,44570.7,ORD015852
INV015853,Invoice for order ORD015853,3,69953.21,0.07,74849.94,ORD015853
INV015854,Invoice for order ORD015854,3,106971.64,0.07,114459.66,ORD015854
INV015855,Invoice for order ORD015855,3,49019.0,0.07,52450.33,ORD015855
INV015856,Invoice for order ORD015856,5,41672.31,0.07,44589.37,ORD015856
INV015857,Invoice for order ORD015857,3,101657.14,0.07,108773.14,ORD015857
INV015858,Invoice for order ORD015858,4,107408.38,0.07,114926.97,ORD015858
INV015859,Invoice for order ORD015859,1,18385.58,0.07,19672.57,ORD015859
INV015860,Invoice for order ORD015860,1,84764.53,0.07,90698.05,ORD015860
INV015861,Invoice for order ORD015861,5,3404.16,0.07,3642.45,ORD015861
INV015862,Invoice for order ORD015862,1,40373.01,0.07,43199.12,ORD015862
INV015863,Invoice for order ORD015863,5,80680.41,0.07,86328.04,ORD015863
INV015864,Invoice for order ORD015864,1,16972.97,0.07,18161.08,ORD015864
INV015865,Invoice for order ORD015865,2,5172.17,0.07,5534.22,ORD015865
INV015866,Invoice for order ORD015866,2,21399.85,0.07,22897.84,ORD015866
INV015867,Invoice for order ORD015867,3,108234.78,0.07,115811.21,ORD015867
INV015868,Invoice for order ORD015868,5,73515.51,0.07,78661.6,ORD015868
INV015869,Invoice for order ORD015869,5,53475.5,0.07,57218.78,ORD015869
INV015870,Invoice for order ORD015870,2,107705.72,0.07,115245.12,ORD015870
INV015871,Invoice for order ORD015871,4,25695.79,0.07,27494.5,ORD015871
INV015872,Invoice for order ORD015872,2,44045.09,0.07,47128.25,ORD015872
INV015873,Invoice for order ORD015873,4,28841.03,0.07,30859.9,ORD015873
INV015874,Invoice for order ORD015874,5,40653.59,0.07,43499.34,ORD015874
INV015875,Invoice for order ORD015875,2,36310.32,0.07,38852.04,ORD015875
INV015876,Invoice for order ORD015876,3,36609.59,0.07,39172.26,ORD015876
INV015877,Invoice for order ORD015877,1,35638.65,0.07,38133.36,ORD015877
INV015878,Invoice for order ORD015878,2,47485.97,0.07,50809.99,ORD015878
INV015879,Invoice for order ORD015879,5,55535.06,0.07,59422.51,ORD015879
INV015880,Invoice for order ORD015880,5,57722.72,0.07,61763.31,ORD015880
INV015881,Invoice for order ORD015881,1,48064.78,0.07,51429.31,ORD015881
INV015882,Invoice for order ORD015882,3,34000.28,0.07,36380.3,ORD015882
INV015883,Invoice for order ORD015883,1,63877.94,0.07,68349.4,ORD015883
INV015884,Invoice for order ORD015884,2,28189.46,0.07,30162.72,ORD015884
INV015885,Invoice for order ORD015885,4,64569.98,0.07,69089.88,ORD015885
INV015886,Invoice for order ORD015886,3,107362.16,0.07,114877.51,ORD015886
INV015887,Invoice for order ORD015887,4,23035.93,0.07,24648.44,ORD015887
INV015888,Invoice for order ORD015888,3,30794.62,0.07,32950.24,ORD015888
INV015889,Invoice for order ORD015889,2,108685.8,0.07,116293.81,ORD015889
INV015890,Invoice for order ORD015890,2,54369.99,0.07,58175.89,ORD015890
INV015891,Invoice for order ORD015891,5,99483.34,0.07,106447.17,ORD015891
INV015892,Invoice for order ORD015892,4,61711.58,0.07,66031.39,ORD015892
INV015893,Invoice for order ORD015893,1,92505.9,0.07,98981.31,ORD015893
INV015894,Invoice for order ORD015894,1,20822.18,0.07,22279.73,ORD015894
INV015895,Invoice for order ORD015895,4,76026.21,0.07,81348.04,ORD015895
INV015896,Invoice for order ORD015896,2,99345.67,0.07,106299.87,ORD015896
INV015897,Invoice for order ORD015897,2,70792.77,0.07,75748.26,ORD015897
INV015898,Invoice for order ORD015898,4,61215.0,0.07,65500.05,ORD015898
INV015899,Invoice for order ORD015899,1,14229.09,0.07,15225.13,ORD015899
INV015900,Invoice for order ORD015900,5,58492.07,0.07,62586.52,ORD015900
INV015901,Invoice for order ORD015901,3,43906.96,0.07,46980.45,ORD015901
INV015902,Invoice for order ORD015902,3,71351.34,0.07,76345.93,ORD015902
INV015903,Invoice for order ORD015903,4,46347.44,0.07,49591.76,ORD015903
INV015904,Invoice for order ORD015904,2,35077.53,0.07,37532.96,ORD015904
INV015905,Invoice for order ORD015905,1,42212.94,0.07,45167.85,ORD015905
INV015906,Invoice for order ORD015906,2,95372.27,0.07,102048.33,ORD015906
INV015907,Invoice for order ORD015907,3,38040.42,0.07,40703.25,ORD015907
INV015908,Invoice for order ORD015908,2,90421.52,0.07,96751.03,ORD015908
INV015909,Invoice for order ORD015909,2,8711.82,0.07,9321.65,ORD015909
INV015910,Invoice for order ORD015910,1,62486.04,0.07,66860.06,ORD015910
INV015911,Invoice for order ORD015911,1,24690.98,0.07,26419.35,ORD015911
INV015912,Invoice for order ORD015912,5,3381.65,0.07,3618.37,ORD015912
INV015913,Invoice for order ORD015913,4,87858.77,0.07,94008.88,ORD015913
INV015914,Invoice for order ORD015914,5,10972.64,0.07,11740.72,ORD015914
INV015915,Invoice for order ORD015915,5,87013.32,0.07,93104.25,ORD015915
INV015916,Invoice for order ORD015916,4,96760.78,0.07,103534.03,ORD015916
INV015917,Invoice for order ORD015917,5,33787.72,0.07,36152.86,ORD015917
INV015918,Invoice for order ORD015918,1,48886.2,0.07,52308.23,ORD015918
INV015919,Invoice for order ORD015919,2,25613.28,0.07,27406.21,ORD015919
INV015920,Invoice for order ORD015920,2,55234.05,0.07,59100.43,ORD015920
INV015921,Invoice for order ORD015921,1,12538.12,0.07,13415.79,ORD015921
INV015922,Invoice for order ORD015922,3,22718.93,0.07,24309.25,ORD015922
INV015923,Invoice for order ORD015923,4,108023.88,0.07,115585.55,ORD015923
INV015924,Invoice for order ORD015924,3,53902.08,0.07,57675.23,ORD015924
INV015925,Invoice for order ORD015925,3,28179.95,0.07,30152.55,ORD015925
INV015926,Invoice for order ORD015926,4,20339.59,0.07,21763.36,ORD015926
INV015927,Invoice for order ORD015927,1,10559.25,0.07,11298.4,ORD015927
INV015928,Invoice for order ORD015928,3,58676.71,0.07,62784.08,ORD015928
INV015929,Invoice for order ORD015929,1,4406.78,0.07,4715.25,ORD015929
INV015930,Invoice for order ORD015930,1,18603.98,0.07,19906.26,ORD015930
INV015931,Invoice for order ORD015931,5,15622.03,0.07,16715.57,ORD015931
INV015932,Invoice for order ORD015932,4,7228.66,0.07,7734.67,ORD015932
INV015933,Invoice for order ORD015933,5,40097.59,0.07,42904.42,ORD015933
INV015934,Invoice for order ORD015934,3,5975.4,0.07,6393.68,ORD015934
INV015935,Invoice for order ORD015935,1,92654.88,0.07,99140.72,ORD015935
